,code,filmo,movie_code,average_audience
458,20130345,청춘그루브,20116038,0
453,10089941,청춘그루브,20116038,0
503,20183838,렛 미 아웃,20125232,0
451,20179899,청춘그루브,20116038,0
496,20115762,렛 미 아웃,20125232,6191
513,10010897,페인리스,20130443,7
463,10077797,개구쟁이 스머프 2,20136761,101830
492,20113225,우리들의 헤어진 여자친구,20131692,0
476,20183306,콩가네,20124031,0
475,20182796,콩가네,20124031,0
477,20183503,콩가네,20124031,0
484,10056359,더 웹툰: 예고살인,20129114,1178594
447,20133612,청춘그루브,20116038,0
535,10000476,관상,20126091,4322
532,20187169,관상,20126091,0
459,10013826,청춘그루브,20116038,965916
467,10059308,개구쟁이 스머프 2,20136761,0
504,20135034,렛 미 아웃,20125232,0
450,20179492,청춘그루브,20116038,0
478,20184211,콩가네,20124031,0
480,20185434,콩가네,20124031,0
485,10047315,더 웹툰: 예고살인,20129114,1030285
486,20182785,더 웹툰: 예고살인,20129114,0
502,20183525,렛 미 아웃,20125232,0
500,20182853,렛 미 아웃,20125232,0
526,20186795,관상,20126091,0
514,10037018,관상,20126091,4066761
574,10025686,레드: 더 레전드,20136962,189481
585,10005485,낭만파 남편의 편지,20125228,3526
599,10018055,퍼시픽 림,20136961,100157
558,10047367,건축학개론,20124074,1089495
578,10088888,레드: 더 레전드,20136962,90207
575,10055626,레드: 더 레전드,20136962,1860051
414,10052978,더 울버린,20137121,4686
423,20112423,더 테러 라이브,20136052,166715
415,20111975,코스모폴리스,20138882,745081
525,20186501,관상,20126091,0
519,10006380,관상,20126091,1136378
581,20172722,죽지않아,20127587,0
552,20173041,폭스파이어,20138481,0
530,20140966,관상,20126091,0
538,10061659,관상,20126091,0
569,20110924,건축학개론,20124074,1914779
556,10074946,더 팩트,20131083,40427
533,20110900,관상,20126091,0
572,10032511,레드: 더 레전드,20136962,426574
594,10067536,몬스터 대학교,20135001,153453
600,10055199,퍼시픽 림,20136961,902493
582,10055385,죽지않아,20127587,739
501,20143850,렛 미 아웃,20125232,0
583,10015500,"패션, 위험한 열정",20130541,759112
598,10071315,퍼시픽 림,20136961,119828
469,10054226,콩가네,20124031,4709
438,10083789,터보,20137549,68717
527,20186982,관상,20126091,0
494,20178441,우리들의 헤어진 여자친구,20131692,0
436,20126773,크로니클,20124666,3590
489,10078804,브로큰,20122230,549859
544,10022030,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
508,10065361,셀러브리티 섹스테이프,20139921,0
522,20186039,관상,20126091,0
529,20139596,관상,20126091,0
472,20138662,콩가네,20124031,0
516,10030351,관상,20126091,1686307
410,10000337,저스티스,20124932,901447
561,20125828,건축학개론,20124074,317505
592,20274611,낭만파 남편의 편지,20125228,0
509,20175450,셀러브리티 섹스테이프,20139921,0
550,10023788,킬링시즌,20131203,46863
545,20176921,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
507,20175382,셀러브리티 섹스테이프,20139921,204
549,10068438,킬링시즌,20131203,158176
517,20121022,관상,20126091,1837447
543,10031120,투 마더스,20130821,2408
584,20125860,"패션, 위험한 열정",20130541,332142
563,20121022,건축학개론,20124074,2879896
547,20177821,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
506,20186134,렛 미 아웃,20125232,0
512,10080416,페인리스,20130443,1882
573,10067815,레드: 더 레전드,20136962,757753
580,20172721,죽지않아,20127587,6096
539,20112741,투 마더스,20130821,254268
546,20177820,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,11263
590,20183539,낭만파 남편의 편지,20125228,0
560,10057349,건축학개론,20124074,997733
540,10017363,투 마더스,20130821,337480
531,20141847,관상,20126091,0
567,20111976,건축학개론,20124074,655393
566,20184357,건축학개론,20124074,0
557,10087888,더 팩트,20131083,0
588,20182719,낭만파 남편의 편지,20125228,0
591,20186139,낭만파 남편의 편지,20125228,0
596,20168025,몬스터 대학교,20135001,0
586,20178025,낭만파 남편의 편지,20125228,0
554,20173040,폭스파이어,20138481,0
597,10085861,몬스터 대학교,20135001,1054886
559,10087363,건축학개론,20124074,3115767
571,20160505,건축학개론,20124074,0
576,10074903,레드: 더 레전드,20136962,358878
551,20173042,폭스파이어,20138481,0
562,10001765,건축학개론,20124074,293984
565,20184291,건축학개론,20124074,0
555,20178063,더 팩트,20131083,1
542,20120503,투 마더스,20130821,279
568,20192386,건축학개론,20124074,0
523,20186076,관상,20126091,0
541,10059234,투 마더스,20130821,6316
570,10005383,건축학개론,20124074,690469
564,20183243,건축학개론,20124074,0
553,10079138,폭스파이어,20138481,0
587,20156351,낭만파 남편의 편지,20125228,0
577,10043531,레드: 더 레전드,20136962,390385
595,10039091,몬스터 대학교,20135001,394128
579,10055683,죽지않아,20127587,0
589,20183063,낭만파 남편의 편지,20125228,0
593,10033706,몬스터 대학교,20135001,119771
548,10016564,킬링시즌,20131203,203238
638,20182514,감기,20124937,0
636,20143847,감기,20124937,0
606,10061272,숨바꼭질,20136049,85267
679,10084416,탱고 위드 미,20130705,52060
658,10059709,그랑블루 리마스터링 감독판,20130252,100321
635,20182739,감기,20124937,0
688,10025157,잡스,20139265,122987
634,20187615,감기,20124937,0
605,10026802,숨바꼭질,20136049,1446381
615,20178407,가시꽃,20120104,0
641,20164461,감기,20124937,0
629,20110693,감기,20124937,284810
619,20183605,가시꽃,20120104,0
611,20189362,숨바꼭질,20136049,46623
632,10071183,감기,20124937,1961356
645,20125325,감기,20124937,0
613,20166702,가시꽃,20120104,0
642,20182407,감기,20124937,0
655,10014012,플레이스 비욘드 더 파인즈,20130421,489261
672,10026087,나우 유 씨 미 : 마술사기단,20138881,464073
618,20131372,가시꽃,20120104,0
664,10045603,스프링 브레이커스,20138955,681945
670,20175045,나우 유 씨 미 : 마술사기단,20138881,1571224
660,10017670,그랑블루 리마스터링 감독판,20130252,32844
628,10029573,감기,20124937,219021
685,10045585,잡스,20139265,321271
624,10054128,감기,20124937,3426051
602,10084454,언터처블: 1%의 우정,20124142,9443
682,10046803,탱고 위드 미,20130705,0
608,20153744,숨바꼭질,20136049,2196691
678,20126651,언터처블: 1%의 우정,20124142,145297
675,10047407,전쟁과 한 여자,20134063,242
657,10048515,플레이스 비욘드 더 파인즈,20130421,176234
701,20186074,러시안 소설,20127526,0
686,10066247,잡스,20139265,5151616
671,10023474,나우 유 씨 미 : 마술사기단,20138881,1181958
725,20182104,까미유 끌로델,20133141,0
690,10032934,페르소나,20136821,21649
630,10072269,감기,20124937,0
646,20138244,감기,20124937,0
667,10052042,나우 유 씨 미 : 마술사기단,20138881,428436
666,10024081,나우 유 씨 미 : 마술사기단,20138881,1094136
653,10059234,베이트,20130250,20110
722,10049635,블링 링,20130708,2281310
665,10063284,나우 유 씨 미 : 마술사기단,20138881,713226
674,20126221,달팽이의 별,20100752,0
796,20183809,방독피,20100793,0
704,20125860,밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,332975
603,20126651,언터처블: 1%의 우정,20124142,145297
681,10036001,탱고 위드 미,20130705,4391
687,10010595,잡스,20139265,150641
696,20178263,러시안 소설,20127526,0
748,10079345,명탐정 코난 : 수평선상의 음모,20058720,343043
733,20177620,2 데이즈 인 뉴욕,20130703,0
745,20111414,우리 선희,20137041,42858
747,20112298,우리 선희,20137041,11082
736,10091060,슈퍼윙스 3D,20130569,271
728,10074102,포가튼 : 잊혀진 소녀,20130667,47651
693,10037291,일대종사,20139072,479537
720,10045066,설국열차,20126674,48051
768,20164721,히어로,20136059,0
610,20231406,숨바꼭질,20136049,1465
729,20176343,포가튼 : 잊혀진 소녀,20130667,0
626,20142516,감기,20124937,2339635
714,10068587,설국열차,20126674,46651
726,10074357,아메리칸 배틀쉽,20132742,0
709,10010849,나에게서 온 편지,20139825,0
697,20124022,러시안 소설,20127526,0
769,20187157,히어로,20136059,0
724,10069604,까미유 끌로델,20133141,66439
752,10039193,세상의 끝까지 21일,20134061,561478
706,20175180,나에게서 온 편지,20139825,0
700,20186058,러시안 소설,20127526,0
767,20186255,히어로,20136059,0
776,20110896,방독피,20100793,1019
652,10044466,블루 재스민,20131541,490791
727,10026950,포가튼 : 잊혀진 소녀,20130667,0
789,20182993,방독피,20100793,0
795,20183717,방독피,20100793,0
764,20185498,히어로,20136059,0
738,10030058,퍼시픽 모비딕,20131244,5
751,10078551,세상의 끝까지 21일,20134061,557596
735,10086328,부에노스 아이레스에서 사랑에 빠질 확률,20131281,0
621,10060612,감기,20124937,613569
623,20175524,감기,20124937,0
620,20178406,가시꽃,20120104,0
616,20182176,가시꽃,20120104,0
791,20145226,방독피,20100793,9622
640,20183659,감기,20124937,0
719,10001670,설국열차,20126674,2277986
711,10077150,설국열차,20126674,2862363
870,20185136,해로 (偕老),20111074,0
838,10058625,어떤 시선,20132807,0
774,20168801,가투의 연날리기,20135584,0
755,20177000,"가자, 장미여관으로",20130662,0
799,20185218,방독피,20100793,0
782,20182641,방독피,20100793,0
614,20133585,가시꽃,20120104,0
654,20115439,베이트,20130250,347713
601,20114851,퍼시픽 림,20136961,51646
692,10060548,일대종사,20139072,341702
637,20143707,감기,20124937,0
607,20182437,숨바꼭질,20136049,0
662,20115412,스프링 브레이커스,20138955,409485
643,20181590,감기,20124937,0
659,10059741,그랑블루 리마스터링 감독판,20130252,4777
695,20167620,러시안 소설,20127526,111927
625,10058320,감기,20124937,707493
644,20185234,감기,20124937,0
798,20115446,방독피,20100793,0
737,10066254,슈퍼윙스 3D,20130569,1185665
853,20133935,소원,20134582,0
744,10062184,우리 선희,20137041,1823220
802,20159816,방독피,20100793,0
787,20182910,방독피,20100793,0
781,20182630,방독피,20100793,0
750,10000070,명탐정 코난 : 수평선상의 음모,20058720,0
775,10060144,방독피,20100793,1067
780,20182443,방독피,20100793,0
823,10058821,화이: 괴물을 삼킨 아이,20123383,1097067
754,20178207,투 타이거,20132087,0
617,20182735,가시꽃,20120104,0
633,10061814,감기,20124937,180513
604,20111125,숨바꼭질,20136049,1572465
651,10075724,블루 재스민,20131541,772650
677,10084454,언터처블: 1%의 우정,20124142,9443
684,20178881,아브라함 링컨 VS 좀비,20132966,0
741,10062071,우리 선희,20137041,1294228
849,20179001,소원,20134582,306119
852,10013826,소원,20134582,965916
631,10021341,감기,20124937,1711375
649,20237546,감기,20124937,394935
676,10006655,전쟁과 한 여자,20134063,27590
639,20183236,감기,20124937,0
800,20185218,방독피,20100793,0
794,20183713,방독피,20100793,0
793,20183681,방독피,20100793,0
841,20179002,어떤 시선,20132807,0
805,20112358,슈퍼배드 2,20122089,1043904
668,10025926,나우 유 씨 미 : 마술사기단,20138881,47782
627,20133596,감기,20124937,46812
663,10028008,스프링 브레이커스,20138955,305578
683,20178880,아브라함 링컨 VS 좀비,20132966,24
812,20176921,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
864,20180590,해로 (偕老),20111074,0
844,20179003,어떤 시선,20132807,0
811,10022030,프리버즈: 밍쿠와 찌아의 도시 대탈출,20131001,0
785,10065807,방독피,20100793,0
869,20151905,해로 (偕老),20111074,0
875,10051241,디어 한나,20113485,2412
808,10055281,언어의 정원,20139083,332123
861,20179842,해로 (偕老),20111074,0
895,20169956,브로큰 서클,20131461,0
879,10064638,R.I.P.D. : 알.아이.피.디.,20138421,269078
833,20111823,화이: 괴물을 삼킨 아이,20123383,1327
840,20112298,어떤 시선,20132807,7089
806,20167017,슈퍼배드 2,20122089,1043904
842,20133609,어떤 시선,20132807,0
707,20175181,나에게서 온 편지,20139825,0
818,10005276,화이: 괴물을 삼킨 아이,20123383,2936717
648,10053760,감기,20124937,468
815,10034676,그래비티,20139221,303542
886,20173046,아유레디?,20138482,0
691,10047067,일대종사,20139072,276171
609,20189746,숨바꼭질,20136049,476665
612,20166701,가시꽃,20120104,0
807,20171900,슈퍼배드 2,20122089,1043904
694,10060562,일대종사,20139072,474957
702,20186265,러시안 소설,20127526,4881
878,10014018,R.I.P.D. : 알.아이.피.디.,20138421,604612
894,10007339,뷰티풀 라이즈,20130061,15157
856,20203246,소원,20134582,512382
880,10075474,R.I.P.D. : 알.아이.피.디.,20138421,180554
810,10090934,언어의 정원,20139083,0
896,20177895,브로큰 서클,20131461,0
661,20113898,스프링 브레이커스,20138955,298734
713,10047586,설국열차,20126674,182028
867,20142122,해로 (偕老),20111074,0
622,10037539,감기,20124937,1195928
730,10069302,2 데이즈 인 뉴욕,20130703,63035
712,10037018,설국열차,20126674,4057786
884,10060043,아유레디?,20138482,1337715
820,10060624,화이: 괴물을 삼킨 아이,20123383,196906
689,10019512,페르소나,20136821,45381
829,20180914,화이: 괴물을 삼킨 아이,20123383,0
773,20168802,가투의 연날리기,20135584,0
650,10007518,감기,20124937,395865
889,20112585,라 붐,19808057,21174
708,10041013,나에게서 온 편지,20139825,9991
656,10032109,플레이스 비욘드 더 파인즈,20130421,439670
710,10057137,나에게서 온 편지,20139825,3697
647,10029587,감기,20124937,0
897,10066254,세이프 헤이븐,20133760,1186255
762,10030258,히어로,20136059,0
680,10045761,탱고 위드 미,20130705,0
882,10058993,가을 소나타,20070396,50529
705,10022862,밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,1418
874,10085762,디어 한나,20113485,19755
887,10036715,라 붐,19808057,71053
876,10047815,디어 한나,20113485,5382
873,20127324,스페이스 독,20124939,0
832,20110924,화이: 괴물을 삼킨 아이,20123383,1914779
809,20129635,언어의 정원,20139083,14156
669,10042525,나우 유 씨 미 : 마술사기단,20138881,268162
848,10047357,소원,20134582,1342924
857,10069209,해로 (偕老),20111074,636192
851,10004448,소원,20134582,1601692
673,20126220,달팽이의 별,20100752,0
699,20185771,러시안 소설,20127526,0
778,20182181,방독피,20100793,0
742,10055970,우리 선희,20137041,917554
718,10056914,설국열차,20126674,6321
758,10050734,히어로,20136059,743523
890,10015755,퍼시 잭슨과 괴물의 바다,20137562,852125
721,20187111,설국열차,20126674,0
723,20176461,블링 링,20130708,0
698,20160378,러시안 소설,20127526,2337
839,20113258,어떤 시선,20132807,391845
703,10072718,러시안 소설,20127526,0
772,10036828,히어로,20136059,555163
731,10077046,2 데이즈 인 뉴욕,20130703,734195
784,10062467,방독피,20100793,0
732,10045143,2 데이즈 인 뉴욕,20130703,0
792,20183601,방독피,20100793,0
766,20185748,히어로,20136059,0
715,10081721,설국열차,20126674,568622
734,20177681,부에노스 아이레스에서 사랑에 빠질 확률,20131281,0
739,10019204,퍼시픽 모비딕,20131244,0
866,20181107,해로 (偕老),20111074,0
753,10043181,투 타이거,20132087,15095
763,10030310,히어로,20136059,0
770,20187306,히어로,20136059,0
761,20111206,히어로,20136059,90777
717,20128871,설국열차,20126674,106160
790,20145226,방독피,20100793,9622
779,20182392,방독피,20100793,0
749,10046583,명탐정 코난 : 수평선상의 음모,20058720,452103
