,code,filmo,movie_code,average_audience
14403,20147110,루,20166384,359471
14441,10009807,리로 가는 길,20178762,484221
14440,20279251,자들,20164859,0
14406,20232987,루,20166384,0
14425,10036685,함도,20161481,735458
14430,20280689,함도,20161481,0
14405,20239826,루,20166384,0
14412,20278690,지코드,20174243,0
14444,20213906,떤 하루,20176766,48423
14423,20248075,즈: 신기한 마법가루,20177761,49958
14409,20126450, 후,20176102,14169
14415,20278872,떤 하루,20176766,0
14422,20237909,즈: 신기한 마법가루,20177761,55497
14428,20153744,함도,20161481,7592
14424,10090290,함도,20161481,3154758
14481,10037628,라우드 아틀라스,20124024,86120
14487,10050974,장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,214671
14435,10054143,자들,20164859,380
14495,10088460,산범,20151003,32255
14445,20278871,떤 하루,20176766,0
14479,10031169,라우드 아틀라스,20124024,337056
14461,10084527, 비지터: 리턴즈,20178601,9483
14454,10063351,파이키드4 : 올더타임인더월드,20134002,210809
14404,20152117,루,20166384,419
14450,20280611,럼에도 불구하고,20155483,0
14410,10084959,지코드,20174243,0
14471,10061873,크레인,20179323,0
14427,10057329,함도,20161481,155231
14478,10070946,라우드 아틀라스,20124024,88394
14446,20278872,떤 하루,20176766,0
14452,20280594,럼에도 불구하고,20155483,0
14448,10075739,이노소어 아일랜드,20165371,0
14443,10041683,리로 가는 길,20178762,0
14484,10078730,람의 검심,20120363,60
14470,20280649,크레인,20179323,0
14455,10066614,파이키드4 : 올더타임인더월드,20134002,45271
14492,10045394,벽한 거짓말,20154523,4488
14421,20145724,즈: 신기한 마법가루,20177761,19142
14453,20280595,럼에도 불구하고,20155483,0
14429,20280389,함도,20161481,0
14524,10025047,얄 어페어,20122229,655611
14491,10024169,벽한 거짓말,20154523,2481
14527,10081113,라우드 아틀라스,20124024,541004
14420,20221054,즈: 신기한 마법가루,20177761,1211
14456,10063005,파이키드4 : 올더타임인더월드,20134002,56208
14519,20174743,풋 주니어,20178641,39063
14464,20090447, 테이블,20165001,525466
14488,10074081,장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,215279
14504,10041490,래로 쏘아 올린 기적,20170384,0
14540,20174743,풋 주니어,20178641,39063
14496,20279330,산범,20151003,0
14460,10077934, 비지터: 리턴즈,20178601,55556
14517,20280829,우,20170723,0
14438,10051843,자들,20164859,6651
14411,10033238,지코드,20174243,0
14473,20115379, 투 송,20178646,165179
14534,10037628,라우드 아틀라스,20124024,86120
14433,10078841,"시, 뜨겁게 사랑하라!",20122005,136
14434,10082366,"시, 뜨겁게 사랑하라!",20122005,5143
14489,20169523,벽한 거짓말,20154523,16262
14437,20233666,자들,20164859,587697
14414,20278871,떤 하루,20176766,0
14474,10081113,라우드 아틀라스,20124024,541004
40,10029573,48미터,20120801,270496
14416,10057178,즈: 신기한 마법가루,20177761,12221
14449,20280593,럼에도 불구하고,20155483,0
14432,10081425,"시, 뜨겁게 사랑하라!",20122005,17890
14458,20113063,크타워: 희망의 탑,20170022,655064
14400,20278870,파밍 보이즈,20160746,0
14543,10080533,시운전사,20162869,4708
14537,10029595,이아이피,20164174,820581
14401,10054015,밍 보이즈,20160746,0
14417,20188328,즈: 신기한 마법가루,20177761,302821
14413,20213906,떤 하루,20176766,48423
14516,20280810,우,20170723,0
14442,10044466,리로 가는 길,20178762,491986
14426,10037229,함도,20161481,1328677
14402,10004060,루,20166384,2017016
14547,20115207,시운전사,20162869,0
14439,20279269,자들,20164859,0
14477,10030016,라우드 아틀라스,20124024,1578019
4,20125850,치코와 리타,20113501,0
14419,20237947,즈: 신기한 마법가루,20177761,61786
14546,10029480,시운전사,20162869,298684
14550,10078258,소동,20177362,20
44,20131591,48미터,20120801,0
14545,20208626,시운전사,20162869,1918244
14512,10090845,나벨 : 인형의 주인,20161081,0
14590,10034457,스터 쉐프,20170830,53808
14541,10041529,리자의 내일,20170628,0
41,20188535,48미터,20120801,0
14499,20203423,섬해적단 서울불바다,20170163,0
14418,20268229,즈: 신기한 마법가루,20177761,119197
14506,10039193,퍼배드 3,20173403,308090
14522,10050648,3: 새로운 도전,20175522,354514
14407,10002548, 후,20176102,72165
14490,20215127,벽한 거짓말,20154523,1
14539,10052224,풋 주니어,20178641,644634
14568,20182404,수건달,20124935,0
14483,20124115,람의 검심,20120363,0
14431,10085363,"시, 뜨겁게 사랑하라!",20122005,169079
14447,10009637,이노소어 아일랜드,20165371,0
14501,20280210,섬해적단 서울불바다,20170163,0
14408,10004236, 후,20176102,998343
14583,10090792,라우드 아틀라스,20124024,315627
14531,10070946,라우드 아틀라스,20124024,88394
14482,10034575,람의 검심,20120363,6807
14542,10037018,시운전사,20162869,3962985
14500,20280209,섬해적단 서울불바다,20170163,0
14462,10006584, 비지터: 리턴즈,20178601,22014
14497,20279349,산범,20151003,0
37,10032785,빅 픽처,20134044,0
14508,10081438,퍼배드 3,20173403,0
14436,20279250,자들,20164859,218
8,10004158,밍크코트,20112781,330
14472,10014012, 투 송,20178646,489178
14485,10042343,람의 검심,20120363,22207
14459,10059709, 비지터: 리턴즈,20178601,101055
14507,10077417,퍼배드 3,20173403,1281327
14457,10055199,크타워: 희망의 탑,20170022,1174077
28,20174744,쿵후팬더: 영웅의 탄생,20139263,0
14518,10052224,풋 주니어,20178641,644634
14564,10072773,수건달,20124935,1173310
14476,10090792,라우드 아틀라스,20124024,315627
14576,10062081,수건달,20124935,429
14,20030332,밍크코트,20112781,0
3,10055807,어느 예술가의 마지막 일주일,20134484,73994
14571,20183533,수건달,20124935,0
14548,10045077,소동,20177362,0
14554,20281409,범자들,20179187,0
14552,10037368,소동,20177362,0
14502,20280211,섬해적단 서울불바다,20170163,0
18,10079954,존 카터: 바숨 전쟁의 서막,20124629,491051
14556,20281411,범자들,20179187,0
14553,10039359,리,20176862,0
14533,10090849,라우드 아틀라스,20124024,617561
14587,10090849,라우드 아틀라스,20124024,617561
14463,10062071, 테이블,20165001,1294981
14469,10003562,크레인,20179323,1188
2,10021861,어느 예술가의 마지막 일주일,20134484,7080
24,10047326,쿵후팬더: 영웅의 탄생,20139263,102716
14480,10090849,라우드 아틀라스,20124024,617561
14466,10058646, 테이블,20165001,1658956
14505,10052362,래로 쏘아 올린 기적,20170384,0
14486,10027457,장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,224500
14529,10090792,라우드 아틀라스,20124024,315627
14451,20280612,럼에도 불구하고,20155483,0
14465,20113533, 테이블,20165001,846786
14493,10049852,산범,20151003,945799
14498,10057492,산범,20151003,98151
14566,20133145,수건달,20124935,0
14468,20281332,크레인,20179323,0
14532,10031169,라우드 아틀라스,20124024,337056
122,10040821,그리고 싶은 것,20122121,0
76,10029949,명왕성,20120110,640425
14520,10047229,3: 새로운 도전,20175522,399709
14559,10005617,수건달,20124935,1723216
14561,20069204,수건달,20124935,0
60,10071622,화이트 하우스 다운,20137815,439974
6,10053579,슈퍼피쉬 - 끝없는 여정,20138502,356726
14475,10087875,라우드 아틀라스,20124024,370606
14528,10087875,라우드 아틀라스,20124024,370606
74,20125858,치코와 리타,20113501,0
23,10058744,쿵후팬더: 영웅의 탄생,20139263,0
14586,10031169,라우드 아틀라스,20124024,337056
7,20111869,밍크코트,20112781,0
45,20188461,48미터,20120801,0
14575,20186642,수건달,20124935,0
14544,10054128,시운전사,20162869,3110698
14530,10030016,라우드 아틀라스,20124024,1578019
14515,10081545,나벨 : 인형의 주인,20161081,0
14555,20281410,범자들,20179187,0
14551,10006789,소동,20177362,243962
14581,10081113,라우드 아틀라스,20124024,541004
86,20183676,명왕성,20120110,0
11,20181624,밍크코트,20112781,0
14525,20149404,얄 어페어,20122229,6384
14503,10012674,래로 쏘아 올린 기적,20170384,0
87,20183843,명왕성,20120110,0
14510,20278870,밍 보이즈,20160746,0
83,20111869,명왕성,20120110,2942
14549,10045255,소동,20177362,0
29,20174745,쿵후팬더: 영웅의 탄생,20139263,83376
105,20110334,에픽 : 숲속의 전설,20138202,4085
13,20182249,밍크코트,20112781,0
26,10089884,쿵후팬더: 영웅의 탄생,20139263,52498
14526,10011673,얄 어페어,20122229,1258
25,20174742,쿵후팬더: 영웅의 탄생,20139263,0
14535,10060114,이아이피,20164174,1718200
0,20127326,스탠리의 도시락,20124726,0
38,10022862,밀레니엄 제 1부 : 여자를 증오한 남자들,20113836,1162
14467,10047367,크레인,20179323,1463174
14582,10087875,라우드 아틀라스,20124024,370606
10,10055906,밍크코트,20112781,0
14514,10026999,나벨 : 인형의 주인,20161081,1174386
14494,10029480,산범,20151003,215921
50,10023870,세상은 가끔 아름답다,20139581,0
100,10033021,에픽 : 숲속의 전설,20138202,373136
14572,20183709,수건달,20124935,0
58,20125858,치코와 리타,20113501,0
12,20182249,밍크코트,20112781,0
121,20153874,그리고 싶은 것,20122121,0
14521,10006789,3: 새로운 도전,20175522,20
14513,10046300,나벨 : 인형의 주인,20161081,591677
114,20183525,렛 미 아웃,20125232,0
14589,20266951,스터 쉐프,20170830,0
54,10013231,컴플라이언스,20130702,0
14573,20185240,수건달,20124935,0
55,10045648,컴플라이언스,20130702,0
119,10089235,브레이크 블레이드6: 결전의 시간,20131822,132
14585,10070946,라우드 아틀라스,20124024,88394
69,10070535,초한지 - 천하대전,20113883,4792
14579,10031926,인 도,20170006,1386927
14570,20182844,수건달,20124935,0
104,20175020,에픽 : 숲속의 전설,20138202,0
14536,10004060,이아이피,20164174,2013415
14523,20166160,얄 어페어,20122229,336946
68,10043759,초한지 - 천하대전,20113883,532
14538,20127912,이아이피,20164174,3754098
117,20178404,렛 미 아웃,20125232,0
125,10004911,그리고 싶은 것,20122121,752516
91,10017663,세 번째 사랑,20113491,512752
14509,20278869,밍 보이즈,20160746,0
34,10021807,빅 픽처,20134044,156
14558,10028888,수건달,20124935,537005
19,10020846,존 카터: 바숨 전쟁의 서막,20124629,543954
33,10016462,빅 픽처,20134044,13881
102,10077744,에픽 : 숲속의 전설,20138202,430198
22,10035836,쿵후팬더: 영웅의 탄생,20139263,427593
77,10003756,명왕성,20120110,32120
36,10009099,빅 픽처,20134044,14791
48,10055375,세상은 가끔 아름답다,20139581,8809
130,20156865,미스터 고,20124082,0
62,10025026,화이트 하우스 다운,20137815,38505
154,20128869,우리는 그곳에 있었다,20126673,0
14511,10054015,밍 보이즈,20160746,0
93,10065531,론 레인저,20136862,843996
16,10040487,밍크코트,20112781,0
17,20111222,밍크코트,20112781,500
49,10023869,세상은 가끔 아름답다,20139581,8221
133,20183415,미스터 고,20124082,0
204,20185218,방독피,20100793,0
27,20174743,쿵후팬더: 영웅의 탄생,20139263,85164
95,10088863,론 레인저,20136862,761823
90,10083789,세 번째 사랑,20113491,188298
63,10049730,초한지 - 천하대전,20113883,46648
72,10048829,마스터,20138982,465573
14560,10047357,수건달,20124935,1268743
14580,10071907,인 도,20170006,0
175,20181608,핑크,20112702,0
173,20143473,핑크,20112702,0
168,10056247,핑크,20112702,58435
199,20183713,방독피,20100793,0
82,20113258,명왕성,20120110,319685
14569,20182431,수건달,20124935,0
14565,20132757,수건달,20124935,0
14588,10037628,라우드 아틀라스,20124024,86120
212,10059770,라 당스,20130784,2177
216,10069763,허풍,20130243,528
85,10087540,명왕성,20120110,0
208,10085246,빈센트,20138608,31
96,10041879,에픽 : 숲속의 전설,20138202,810001
205,20185218,방독피,20100793,0
129,20182168,미스터 고,20124082,0
131,20157017,미스터 고,20124082,0
53,20185337,링,20129099,0
213,20162982,허풍,20130243,0
42,20175560,48미터,20120801,0
14578,10048413,인 도,20170006,50855
14562,20127194,수건달,20124935,1676546
35,10006581,빅 픽처,20134044,66359
31,20174747,쿵후팬더: 영웅의 탄생,20139263,52807
43,10067417,48미터,20120801,67127
46,20166160,퓨어,20139264,338972
14574,20146524,수건달,20124935,0
14584,10030016,라우드 아틀라스,20124024,1578019
198,20183681,방독피,20100793,0
9,20179874,밍크코트,20112781,0
47,10034086,퓨어,20139264,0
171,20179446,핑크,20112702,0
111,10065924,렛 미 아웃,20125232,0
166,20111862,가비,20111774,0
170,10056895,핑크,20112702,722931
210,10053579,슈퍼피쉬 - 끝없는 여정,20138502,356726
128,20182144,미스터 고,20124082,0
5,20125858,치코와 리타,20113501,0
32,20167320,쿵후팬더: 영웅의 탄생,20139263,10
67,10090362,초한지 - 천하대전,20113883,13142
150,20184737,홈 스위트 홈,20111957,0
178,10029498,핑크,20112702,786
217,20183710,허풍,20130243,0
184,20182392,방독피,20100793,0
124,20153878,그리고 싶은 것,20122121,0
176,20181764,핑크,20112702,0
200,20183717,방독피,20100793,0
195,20145226,방독피,20100793,9622
214,10003951,허풍,20130243,14887
64,10053827,초한지 - 천하대전,20113883,137804
14563,10072645,수건달,20124935,124894
14557,20281412,범자들,20179187,0
89,20174582,토토의 움직이는 숲,20126253,0
172,20179858,핑크,20112702,0
179,20184321,핑크,20112702,0
149,20180991,홈 스위트 홈,20111957,0
115,20183838,렛 미 아웃,20125232,0
30,20174746,쿵후팬더: 영웅의 탄생,20139263,142580
1,10024645,어느 예술가의 마지막 일주일,20134484,5001
66,10060601,초한지 - 천하대전,20113883,28137
80,20237727,명왕성,20120110,0
39,20125860,밀레니엄 제 1부 : 여자를 증오한 남자들,20113836,332865
193,20182923,방독피,20100793,0
248,20171662,이별계약,20137081,0
227,10057320,원더풀 라디오,20113671,931455
244,20125861,송곳니,20113591,0
183,20182181,방독피,20100793,0
247,20171661,이별계약,20137081,14914
138,10004624,미스터 고,20124082,20478
190,10065807,방독피,20100793,0
275,20111869,밍크코트,20112781,0
146,20113519,홈 스위트 홈,20111957,0
220,10016564,빅 웨딩,20138884,202743
196,20145226,방독피,20100793,9622
118,20186134,렛 미 아웃,20125232,0
97,10066309,에픽 : 숲속의 전설,20138202,733534
14567,20182041,수건달,20124935,0
21,10034033,존 카터: 바숨 전쟁의 서막,20124629,1170530
20,10053013,존 카터: 바숨 전쟁의 서막,20124629,229617
229,10035474,원더풀 라디오,20113671,3137
14577,20175721,수건달,20124935,382293
164,20132305,가비,20111774,0
65,20125868,초한지 - 천하대전,20113883,17900
106,20176601,이고르와 학의 여행,20130801,0
253,10065946,화차,20124050,717244
271,10008581,페이퍼보이: 사형수의 편지,20120464,258417
88,10065946,명왕성,20120110,889159
116,20135034,렛 미 아웃,20125232,0
101,10065526,에픽 : 숲속의 전설,20138202,6128
182,10066710,방독피,20100793,805
160,20129950,가비,20111774,502
113,20143850,렛 미 아웃,20125232,0
167,10047374,가비,20111774,0
139,20207886,미스터 고,20124082,2359128
112,20182853,렛 미 아웃,20125232,0
73,20125850,치코와 리타,20113501,0
56,20176443,컴플라이언스,20130702,0
84,20100597,명왕성,20120110,145912
99,20114852,에픽 : 숲속의 전설,20138202,14582
51,10080754,세상은 가끔 아름답다,20139581,0
92,10010611,세 번째 사랑,20113491,633826
15,20183231,밍크코트,20112781,0
98,10076626,에픽 : 숲속의 전설,20138202,476283
260,20183243,화차,20124050,0
280,20182249,밍크코트,20112781,0
264,10072168,화차,20124050,5096
187,20182641,방독피,20100793,0
258,20179419,화차,20124050,0
155,20187308,우리는 그곳에 있었다,20126673,0
191,10066414,방독피,20100793,0
156,10069182,가비,20111774,1606359
283,20183231,밍크코트,20112781,0
285,20111222,밍크코트,20112781,500
223,10037628,빅 웨딩,20138884,107058
287,10014377,코리올라누스: 세기의 라이벌,20139822,445441
103,10039564,에픽 : 숲속의 전설,20138202,0
135,20185544,미스터 고,20124082,0
94,10047229,론 레인저,20136862,424803
211,20177260,라 당스,20130784,0
192,20182910,방독피,20100793,0
75,10055073,명왕성,20120110,1589354
81,20189237,명왕성,20120110,0
224,10017413,빅 웨딩,20138884,401100
219,10031127,빅 웨딩,20138884,213351
185,20182443,방독피,20100793,0
257,20179265,화차,20124050,0
246,10082856,이별계약,20137081,60581
249,10050964,이별계약,20137081,0
266,20137049,화차,20124050,23390
78,20133477,명왕성,20120110,0
52,10057797,세상은 가끔 아름답다,20139581,6394
126,10035342,미스터 고,20124082,105557
136,10066926,미스터 고,20124082,1477625
174,20180055,핑크,20112702,0
225,10080785,빅 웨딩,20138884,103793
71,10086510,마스터,20138982,150098
107,20176602,이고르와 학의 여행,20130801,0
177,20183210,핑크,20112702,0
123,20153877,그리고 싶은 것,20122121,0
108,20115762,렛 미 아웃,20125232,6191
140,10006545,미스터 고,20124082,1268278
110,20182631,렛 미 아웃,20125232,0
120,20170157,브레이크 블레이드6: 결전의 시간,20131822,5738
281,20182249,밍크코트,20112781,0
250,20135890,이별계약,20137081,0
296,10042049,테르마이 로마이,20139724,23656
254,10004264,화차,20124050,170722
233,20183932,원더풀 라디오,20113671,0
162,20180914,가비,20111774,0
141,20127292,홈 스위트 홈,20111957,0
270,10055807,어느 예술가의 마지막 일주일,20134484,73994
57,20125850,치코와 리타,20113501,0
79,20237726,명왕성,20120110,0
279,20181624,밍크코트,20112781,0
284,10040487,밍크코트,20112781,0
290,20113063,버니,20138582,658865
297,10052196,테르마이 로마이,20139724,36028
194,20182993,방독피,20100793,0
61,10063588,화이트 하우스 다운,20137815,567673
202,20183869,방독피,20100793,0
109,20113591,렛 미 아웃,20125232,16565
282,20030332,밍크코트,20112781,0
252,10004236,화차,20124050,778534
228,20111692,원더풀 라디오,20113671,581240
274,20113063,페이퍼보이: 사형수의 편지,20120464,659057
127,10035832,미스터 고,20124082,2075965
70,10051376,마스터,20138982,172047
59,10053579,슈퍼피쉬 - 끝없는 여정,20138502,356726
158,10029595,가비,20111774,868443
180,10060144,방독피,20100793,1067
161,10071754,가비,20111774,0
169,10035325,핑크,20112702,21768
134,20185326,미스터 고,20124082,0
132,20182975,미스터 고,20124082,0
181,20110896,방독피,20100793,1019
294,10074917,마지막 4중주,20139826,758349
144,20156013,홈 스위트 홈,20111957,0
201,20183809,방독피,20100793,0
203,20115446,방독피,20100793,0
157,10004703,가비,20111774,167235
151,20163848,홈 스위트 홈,20111957,12477
137,10031400,미스터 고,20124082,2429330
197,20183601,방독피,20100793,0
153,20186790,우리는 그곳에 있었다,20126673,0
145,20179849,홈 스위트 홈,20111957,0
209,10073428,빈센트,20138608,1427
152,20171021,우리는 그곳에 있었다,20126673,0
147,20179939,홈 스위트 홈,20111957,0
218,10041879,빅 웨딩,20138884,869051
148,20180873,홈 스위트 홈,20111957,0
206,20185354,방독피,20100793,0
221,10074936,빅 웨딩,20138884,163637
143,10054838,홈 스위트 홈,20111957,2930
188,20182747,방독피,20100793,0
245,20125851,송곳니,20113591,0
159,10053708,가비,20111774,1168490
259,20180929,화차,20124050,0
165,10065617,가비,20111774,1534407
240,20147611,월드 워 Z,20122122,6591
255,10071134,화차,20124050,120949
295,10024344,마지막 4중주,20139826,0
256,20179232,화차,20124050,0
215,20110761,허풍,20130243,5163
262,20124954,화차,20124050,0
261,20183250,화차,20124050,1088
265,10058320,화차,20124050,707493
288,10027983,코리올라누스: 세기의 라이벌,20139822,167593
142,10053811,홈 스위트 홈,20111957,333
237,10005995,원더풀 라디오,20113671,129781
222,10009818,빅 웨딩,20138884,342607
207,20159816,방독피,20100793,0
243,10071622,서약,20124874,463547
242,10015500,서약,20124874,745501
189,10062467,방독피,20100793,0
299,20174970,"힘내세요, 병헌씨",20122123,0
163,20184547,가비,20111774,0
263,10050080,화차,20124050,0
239,10032084,월드 워 Z,20122122,552311
272,10060933,페이퍼보이: 사형수의 편지,20120464,77443
234,20143806,원더풀 라디오,20113671,364840
230,20180937,원더풀 라디오,20113671,0
186,20182630,방독피,20100793,0
236,10006221,원더풀 라디오,20113671,1108295
276,10004158,밍크코트,20112781,330
235,20134255,원더풀 라디오,20113671,0
286,10062791,코리올라누스: 세기의 라이벌,20139822,860802
232,20137045,원더풀 라디오,20113671,0
238,10069842,원더풀 라디오,20113671,185978
251,10055970,화차,20124050,804810
231,20181027,원더풀 라디오,20113671,0
298,20163403,"힘내세요, 병헌씨",20122123,0
273,10068370,페이퍼보이: 사형수의 편지,20120464,288148
278,10055906,밍크코트,20112781,0
269,10021861,어느 예술가의 마지막 일주일,20134484,7080
226,20111405,원더풀 라디오,20113671,959910
241,10025241,월드 워 Z,20122122,461109
293,10077601,마지막 4중주,20139826,184233
289,10060900,버니,20138582,1602592
267,10072645,화차,20124050,124894
291,10036407,버니,20138582,63128
300,20174971,"힘내세요, 병헌씨",20122123,0
277,20179874,밍크코트,20112781,0
292,10086510,마지막 4중주,20139826,144826
268,10024645,어느 예술가의 마지막 일주일,20134484,5001
429,20158700,더 테러 라이브,20136052,0
393,10068896,사이드 이펙트,20139723,538100
402,10066257,스톨른,20130251,1064124
417,10083789,코스모폴리스,20138882,188168
413,10033789,더 울버린,20137121,264444
384,10077996,인 더 하우스,20139121,19585
421,10087253,더 테러 라이브,20136052,2875496
303,20182021,"힘내세요, 병헌씨",20122123,0
412,10090817,더 울버린,20137121,1288385
437,10014018,터보,20137549,503374
347,20142388,감시자들,20122783,0
377,20137023,감시자들,20122783,0
394,20115379,사이드 이펙트,20139723,163717
313,20185220,"힘내세요, 병헌씨",20122123,0
389,10008136,까밀 리와인드,20134068,0
434,20126771,크로니클,20124666,0
302,20181888,"힘내세요, 병헌씨",20122123,0
376,20185275,감시자들,20122783,0
340,20182417,감시자들,20122783,0
314,20185271,"힘내세요, 병헌씨",20122123,0
317,20125862,"힘내세요, 병헌씨",20122123,0
318,10073039,마이 백 페이지,20113483,19151
425,20181887,더 테러 라이브,20136052,0
312,20140705,"힘내세요, 병헌씨",20122123,0
316,20152492,"힘내세요, 병헌씨",20122123,0
334,20186167,감시자들,20122783,0
406,20111125,은밀하게 위대하게 (확장판),20131304,2194616
323,10087820,감시자들,20122783,2018064
427,20182405,더 테러 라이브,20136052,0
408,20127324,스페이스 독,20124939,0
304,20182782,"힘내세요, 병헌씨",20122123,0
321,10035772,감시자들,20122783,2040406
324,10070393,감시자들,20122783,4529065
330,20186162,감시자들,20122783,0
309,20159498,"힘내세요, 병헌씨",20122123,0
320,10056350,마이 백 페이지,20113483,793
328,20146968,감시자들,20122783,0
353,10062025,감시자들,20122783,1348085
401,10024955,스톨른,20130251,28833
420,10034033,코스모폴리스,20138882,1376926
359,20146968,감시자들,20122783,0
378,20142388,감시자들,20122783,0
344,20145954,감시자들,20122783,0
373,20182911,감시자들,20122783,0
361,20186162,감시자들,20122783,0
310,20183866,"힘내세요, 병헌씨",20122123,0
301,10088450,"힘내세요, 병헌씨",20122123,0
331,20186095,감시자들,20122783,3557749
416,10069604,코스모폴리스,20138882,66116
325,20067653,감시자들,20122783,3044134
327,10036818,감시자들,20122783,0
308,10003572,"힘내세요, 병헌씨",20122123,0
305,20182894,"힘내세요, 병헌씨",20122123,0
374,20183648,감시자들,20122783,0
419,10075422,코스모폴리스,20138882,17302
426,10057741,더 테러 라이브,20136052,0
411,10060691,저스티스,20124932,1266926
315,20136443,"힘내세요, 병헌씨",20122123,0
395,10071622,사이드 이펙트,20139723,478000
375,20145954,감시자들,20122783,0
319,10023919,마이 백 페이지,20113483,138987
390,10034114,까밀 리와인드,20134068,5245
332,20111743,감시자들,20122783,0
381,20181069,감시자들,20122783,0
337,20147110,감시자들,20122783,513491
407,10049984,스페이스 독,20124939,0
382,20143806,감시자들,20122783,364840
396,10074903,사이드 이펙트,20139723,533438
360,20179073,감시자들,20122783,0
326,10058502,감시자들,20122783,318857
385,20175060,인 더 하우스,20139121,0
365,20186167,감시자들,20122783,0
348,20130284,감시자들,20122783,0
336,20066187,감시자들,20122783,9622
352,10035772,감시자들,20122783,2040406
367,20066187,감시자들,20122783,9622
391,10051933,까밀 리와인드,20134068,21172
351,20143806,감시자들,20122783,364840
398,10027457,극장판 도라에몽: 진구의 비밀도구 박물관,20139383,229350
387,10009451,밀레니엄 : 여자를 증오한 남자들,20110882,938628
329,20179073,감시자들,20122783,0
345,20185275,감시자들,20122783,0
392,10027205,까밀 리와인드,20134068,0
422,10054755,더 테러 라이브,20136052,529176
306,20139384,"힘내세요, 병헌씨",20122123,0
338,20186170,감시자들,20122783,0
397,10045648,사이드 이펙트,20139723,1045
355,10070393,감시자들,20122783,4529065
357,10058502,감시자들,20122783,318857
346,20137023,감시자들,20122783,0
333,20186163,감시자들,20122783,0
388,20115379,밀레니엄 : 여자를 증오한 남자들,20110882,123042
380,20186540,감시자들,20122783,0
356,20067653,감시자들,20122783,3044134
343,20183648,감시자들,20122783,0
339,20186171,감시자들,20122783,0
371,20182417,감시자들,20122783,0
364,20186163,감시자들,20122783,0
335,20186168,감시자들,20122783,0
341,20182813,감시자들,20122783,0
342,20182911,감시자들,20122783,0
400,10008729,스톨른,20130251,255577
311,20164065,"힘내세요, 병헌씨",20122123,0
386,10049673,인 더 하우스,20139121,20921
363,20111743,감시자들,20122783,0
349,20186540,감시자들,20122783,0
369,20186170,감시자들,20122783,0
370,20186171,감시자들,20122783,0
383,10082033,인 더 하우스,20139121,4934
403,20125794,은밀하게 위대하게 (확장판),20131304,6804163
404,10028507,은밀하게 위대하게 (확장판),20131304,1342654
487,20198586,더 웹툰: 예고살인,20129114,10176
511,10044820,페인리스,20130443,96
362,20186095,감시자들,20122783,3557749
409,10008729,저스티스,20124932,254834
428,10061256,더 테러 라이브,20136052,0
495,20182329,우리들의 헤어진 여자친구,20131692,0
499,10065924,렛 미 아웃,20125232,0
405,20111526,은밀하게 위대하게 (확장판),20131304,3901920
379,20130284,감시자들,20122783,0
350,20181069,감시자들,20122783,0
444,10031644,청춘그루브,20116038,575737
460,10056645,청춘그루브,20116038,46535
483,10003307,콩가네,20124031,349172
462,20113745,개구쟁이 스머프 2,20136761,767085
435,20126772,크로니클,20124666,134461
322,10062025,감시자들,20122783,1348085
445,20111701,청춘그루브,20116038,142475
418,10063418,코스모폴리스,20138882,2801956
354,10087820,감시자들,20122783,2018064
461,20151726,개구쟁이 스머프 2,20136761,0
307,20139384,"힘내세요, 병헌씨",20122123,0
440,10034095,터보,20137549,728445
441,10018602,터보,20137549,42158
464,10044263,개구쟁이 스머프 2,20136761,34091
452,20126236,청춘그루브,20116038,0
433,20126770,크로니클,20124666,478324
466,20170131,개구쟁이 스머프 2,20136761,0
366,20186168,감시자들,20122783,0
482,20143806,콩가네,20124031,455861
372,20182813,감시자들,20122783,0
368,20147110,감시자들,20122783,513491
442,10038010,터보,20137549,17
439,10023591,터보,20137549,435597
456,10029216,청춘그루브,20116038,0
491,20175081,브로큰,20122230,0
424,10055073,더 테러 라이브,20136052,661559
493,20185819,우리들의 헤어진 여자친구,20131692,0
536,20152117,관상,20126091,564994
358,10036818,감시자들,20122783,0
473,20182713,콩가네,20124031,0
446,10002017,청춘그루브,20116038,49019
443,10027294,터보,20137549,566532
468,20143806,콩가네,20124031,455861
449,20179441,청춘그루브,20116038,0
455,20181252,청춘그루브,20116038,0
448,20179360,청춘그루브,20116038,0
454,20181240,청춘그루브,20116038,0
505,20178404,렛 미 아웃,20125232,0
481,20185788,콩가네,20124031,0
490,10081752,브로큰,20122230,69047
521,20186015,관상,20126091,0
432,20134082,더 테러 라이브,20136052,1063421
470,10040877,콩가네,20124031,26592
524,20186463,관상,20126091,0
498,20182631,렛 미 아웃,20125232,0
465,10088224,개구쟁이 스머프 2,20136761,1514982
537,10005383,관상,20126091,690469
430,20175721,더 테러 라이브,20136052,382293
399,10050974,극장판 도라에몽: 진구의 비밀도구 박물관,20139383,223401
510,20175452,셀러브리티 섹스테이프,20139921,0
431,20200886,더 테러 라이브,20136052,2671083
518,20127912,관상,20126091,1102564
474,20182738,콩가네,20124031,0
520,20185678,관상,20126091,0
528,20138300,관상,20126091,0
479,20183196,콩가네,20124031,0
515,10057315,관상,20126091,2154038
488,10002548,더 웹툰: 예고살인,20129114,63221
497,20113591,렛 미 아웃,20125232,16565
534,20113003,관상,20126091,3960
457,10031356,청춘그루브,20116038,0
471,20125792,콩가네,20124031,677
