,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
6497, 학생의 엄마 : 첫 섹스 하던 날,20172490,이상민,20282249,1,한국,2017-08-31,2017-08-31,1,1,2017-09-13,0
6319, 사탄의 영혼,20170271,제프 프루그,10064741,0,미국,2017-07-27,2017-07-27,1,60,2017-08-09,0
6394, 더 마더,20179035,우메즈 카즈오,10090705,0,일본,2017-08-16,2017-08-16,1,44,2017-08-29,0
6473, 신임여교사 미숙한진로지도,20150262,하뉴켄지,20207586,14,일본,2017-08-29,2017-08-29,1,1,2017-09-11,0
6332, 힐링캠프-한세상 무삭제,20170066,국만중,20277929,176,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6364, 맛있는 영화 무삭제 감독판,20170526,박범수,20235366,104,한국,2017-08-08,2017-08-08,1,1,2017-08-21,0
6496, 친구엄마 : 참을 수 없는 날,20172472,이상민,20282249,1,한국,2017-08-31,2017-08-31,1,1,2017-09-13,0
6313, 로드,20170044,비타에 나스,10086834,0,영국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6359, 내 친구의 엄마: 친구의 엄마와 아내를 탐하다(무삭제),20170688,이진,10029972,1,한국,2017-08-07,2017-08-07,1,1,2017-08-20,0
6407, 요염한 게이샤의 접대,20179763,카와사키 군지,20240795,1,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6393, 혹성탈출: 종의 전쟁,20179901,맷 리브스,10025284,1190486,미국,2017-08-15,2017-08-15,"1,017",568308,2017-08-28,1968196
6448, 더 테이블,20165001,김종관,10005660,19292,한국,2017-08-24,2017-08-24,266,6504,2017-09-06,78352
6382, 블랙 아웃,20170831,리치 폭스,10068498,0,미국,2017-08-10,2017-08-10,1,60,2017-08-23,0
6330, 회사 스와핑 : 사장과 여직원들 무삭제판,20170185,최강호,20278889,1,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6396, 공범자들,20179187,최승호,20235206,143824,한국,2017-08-17,2017-08-17,186,9721,2017-08-30,172009
6307, 도망쳐온 이즈미,20123203,후지와라 타카시,20167900,0,일본,2013-01-03,2013-01-03,1,10,2013-01-16,0
6371, 내 친구의 엄마 2: 그녀가 여자로 보일 때,20170687,이진,10029972,1,한국,2017-08-09,2017-08-09,1,1,2017-08-22,0
6339, 사이코메트리,20179583,토마스 로우스,20280129,0,영국,2017-08-02,2017-08-02,1,60,2017-08-15,0
6342, 가정교사의 은밀한 개인교습-무삭제판-,20179785,카리노나 마이,10070137,1,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6379, 레스큐 언더 파이어,20177092,아돌포 마르티네즈 페레즈,10041469,0,스페인,2017-08-10,2017-08-10,5,5,2017-08-23,53
6367, 캡처 킬 릴리즈,20171005,닉 맥애널티|브라이언 앨런 스튜어트,20281012|20281030,0,캐나다,2017-08-08,2017-08-08,1,20,2017-08-21,0
6365, 블러드 문 : 나바호의 전설,20171004,제레미 우딩,20281029,0,영국,2017-08-08,2017-08-08,1,20,2017-08-21,0
6424, 직장 스와핑 : 예쁜 여직원들,20178262,최강호,20278889,1,한국,2017-08-17,2017-08-17,1,1,2017-08-30,0
6397, 꽃미남 연하 마사지사,20179739,이시가키 로쿠야,10056306,0,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6335, 처녀들의 만찬,20170308,샬롯 바렛|션 팰런,10091472|10037328,0,미국,2017-08-01,2017-08-01,4,4,2017-08-14,0
6391, 드래곤 스펠: 마법 꽃의 비밀,20179226,마누크 데포얀,10032735,0,독일,2017-08-15,2017-08-15,164,24018,2017-08-28,77002
6362, 탱크: 독일전차군단을 격파하라,20177043,알렉세이 페옥티스토프,10044744,1,러시아,2017-08-07,2017-08-07,1,1,2017-08-20,0
6344, 능욕당하는 여자,20179786,시온 코마츠,10020423,0,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6351, 유부녀의 육체정산,20179769,긴 류지,10019118,1,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6337, 명탐정 코난:진홍의 연가,20170124,시즈노 코분,20113482,509632,일본,2017-08-02,2017-08-02,546,94241,2017-08-15,431210
6317, 비마나 미스터리,20177861,다니엘 미릭,10009336,83804,모로코,2017-07-27,2017-07-27,1,1,2017-08-09,0
6325, 정사 : 내 친구의 애인 무삭제판,20170168,최강호,20278889,1,한국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6315, 미인 여주인의 애욕일기,20178048,카와사키 군지,20240795,1,일본,2017-07-27,2017-07-27,1,1,2017-08-09,0
6376, 극장판 도라에몽: 진구의 남극 꽁꽁 대모험,20179085,다카하시 아츠시,10006889,0,일본,2017-08-10,2017-08-10,320,16752,2017-08-23,160972
6334, 처녀들의 만찬,20170308,샬롯 바렛|션 팰런,10091472|10037328,0,미국,2017-08-01,2017-08-01,4,4,2017-08-14,0
6430, 로스트 인 더 퍼시픽,20170282,빈센트 저우,20280613,0,중국,2017-08-18,2017-08-18,1,1,2017-08-31,0
6373, 빅풋 주니어,20178641,제레미 드그루손|벤 스타센,20187131|10031148,904145,벨기에,2017-08-09,2017-08-09,379,21379,2017-08-22,269815
6449, 문란한 단지처의 욕망,20179735,카와사키 군지,20240795,1,일본,2017-08-24,2017-08-24,1,1,2017-09-06,0
6302, 레전드 갱스터 2 크레이스 형제,20178326,잭커리 애들러,20269549,17,영국,2017-07-27,2017-07-27,5,5,2017-08-09,24
6398, 내일의 안녕,20164160,훌리오 메뎀,10090761,5380,스페인,2017-08-17,2017-08-17,58,783,2017-08-30,7490
6446, 넬리,20176862,안 에몽,10077891,0,캐나다,2017-08-24,2017-08-24,21,202,2017-09-06,1240
6409, 잇 로컬,20170481,제이슨 플레밍,10063742,0,영국,2017-08-17,2017-08-17,5,5,2017-08-30,67
6401, 미션 이스탄불,20170323,크리스티앙 알바트,10077337,81747,독일,2017-08-17,2017-08-17,29,197,2017-08-30,0
6349, 여자 보험왕 : 그녀의 영업비밀,20179304,곽영근,20279089,126,한국,2017-08-03,2017-08-03,20,128,2017-08-16,0
6431, 미스터 쉐프,20170830,엽위민,10049889,432,중국,2017-08-18,2017-08-18,1,161,2017-08-31,545
6309, 바람의 검심,20120363,오오토모 케이시,20124116,2429,일본,2013-01-03,2013-01-03,7,153,2013-01-16,3256
6338, 비에 흔들리는 여자,20170489,하노 요시히로,10086704,0,일본,2017-08-02,2017-08-02,1,50,2017-08-15,0
6387, 예감은 틀리지 않는다,20174961,리테쉬 바트라,10028073,14470,영국,2017-08-10,2017-08-10,82,3250,2017-08-23,32331
6471, 리벤지포르노 여배우지망생,20158064,하뉴켄지,20207586,14,일본,2017-08-29,2017-08-29,1,1,2017-09-11,0
6340, 이모티: 더 무비,20179186,토니 레온디스,10043412,191,미국,2017-08-02,2017-08-02,126,6710,2017-08-15,37796
6333, 일대일,20172822,정미나,20274969,0,한국,2017-07-31,2017-07-31,20,177,2017-08-13,0
6405, 엄마 친구의 섹스,20178243,최강호,20278889,1,한국,2017-08-17,2017-08-17,1,1,2017-08-30,0
6378, 등산후 여자사냥,20179765,카와사키 군지,20240795,1,일본,2017-08-10,2017-08-10,1,1,2017-08-23,0
6314, 미스파이어,20170464,R. 엘리스 프레이저,10091560,1031,미국,2017-07-27,2017-07-27,1,1,2017-08-09,0
6343, 강가와 온천의 정사,20179764,카리노나 마이,10070137,1,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6380, 로버트: 인형의 저주,20170563,앤드류 존스,10045933,1,영국,2017-08-10,2017-08-10,1,60,2017-08-23,0
6355, 트레이터,20170341,수잔나 화이트,10037752,210493,영국,2017-08-03,2017-08-03,33,372,2017-08-16,2009
6354, 툼디: 부러진 검의 전설,20170013,빈 분루에릿,10033306,0,태국,2017-08-03,2017-08-03,5,38,2017-08-16,283
6386, 여자이고 싶은 새엄마,20179766,시온 미키오,10054683,0,일본,2017-08-10,2017-08-10,1,1,2017-08-23,0
6384, 애나벨 : 인형의 주인,20161081,데이비드 F. 샌드버그,20235586,1111284,미국,2017-08-10,2017-08-10,593,154719,2017-08-23,1824217
6369, 내 아내의 친구: 아내가 집에 없던 날,20170686,이진,10029972,1,한국,2017-08-09,2017-08-09,1,1,2017-08-22,0
6328, 헛소동,20177362,조스 웨던,10066368,8784683,미국,2017-07-27,2017-07-27,5,75,2017-08-09,1067
6345, 레이디 맥베스,20174962,윌리엄 올드로이드,10020002,0,영국,2017-08-03,2017-08-03,48,1642,2017-08-16,19313
6437, 스파이: 외인부대 잠입작전,20171617,알렉세이 페옥티스토프,10044744,1,러시아,2017-08-21,2017-08-21,1,1,2017-09-03,0
6377, 남자기숙사의 여관리인,20179784,타카하시 미타카,10074033,0,일본,2017-08-10,2017-08-10,1,1,2017-08-23,0
6433, 내 여자의 엄마(무삭제),20171850,석영오,20269189,149,한국,2017-08-21,2017-08-21,1,1,2017-09-03,0
6383, 숨바꼭질: 어둠의 속삭임,20176782,루이스 퀼레즈,10080365,0,미국,2017-08-10,2017-08-10,1,4,2017-08-23,0
6491, 아키라,20170883,오토모 가츠히로,10050952,5040,일본,2017-08-31,2017-08-31,64,1376,2017-09-13,9750
6460, 파리 시청 앞에서의 키스: 로베르 두아노,20170082,클레망틴 드루디유,10078291,0,프랑스,2017-08-24,2017-08-24,16,288,2017-09-06,2809
6366, 캡처 킬 릴리즈,20171005,닉 맥애널티|브라이언 앨런 스튜어트,20281012|20281030,0,캐나다,2017-08-08,2017-08-08,1,20,2017-08-21,0
6352, 자매의 S스캔들,20170305,김현빈,10006257,1143,한국,2017-08-03,2017-08-03,19,126,2017-08-16,127
6480, 아내의 섹스:남편의 승진을 위해,20172343,나가에 타카미,20267409,1,일본,2017-08-30,2017-08-30,1,1,2017-09-12,0
6487, 더 파이트 클럽,20172186,니콜라이 쿠드랴쇼프,10043025,0,러시아,2017-08-31,2017-08-31,5,5,2017-09-13,0
6368, 하나님 나라에는 악마가 살고 있다,20171025,래리 켄트,20281011,0,캐나다,2017-08-08,2017-08-08,1,20,2017-08-21,0
6347, 민박집의 하룻밤,20179768,카토우 미사키,10079583,0,일본,2017-08-03,2017-08-03,1,1,2017-08-16,0
6481, 아내의 아르바이트,20172368,K.웨스트,20281709,0,일본,2017-08-30,2017-08-30,1,1,2017-09-12,0
6372, 빅풋 주니어,20178641,제레미 드그루손|벤 스타센,20187131|10031148,904145,벨기에,2017-08-09,2017-08-09,379,21379,2017-08-22,269815
6357, 로우,20170723,줄리아 듀코나우,20280809,0,미국,2017-08-05,2017-08-05,1,143,2017-08-18,1192
6414, 익스트림 No.13 감독판,20133943,겔라 바블루아니,10064945,6614,미국,2013-01-08,2013-01-08,1,10,2013-01-21,0
6418, 빨간머리 앤 : 그린게이블로 가는 길,20122581,다카하타 이사오,10009949,8905,일본,2013-01-09,2013-01-09,85,2359,2013-01-22,22200
6417, 박수건달,20124935,조진규,10067346,1218724,한국,2013-01-09,2013-01-09,404,106959,2013-01-22,2776144
6456, 완벽한 거짓말,20154523,얀 고즐런,10046718,0,프랑스,2017-08-24,2017-08-24,21,672,2017-09-06,3075
6408, 육식계 간호사,20179740,모치나가 히토시,10007467,0,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6350, 여자들,20164859,이상덕,20255105,0,한국,2017-08-03,2017-08-03,40,255,2017-08-16,2802
6492, 요리학원에서 스와핑,20172583,긴다이치 코고로,20238348,1,일본,2017-08-31,2017-08-31,1,3,2017-09-13,0
6404, 스와핑 : 형의 여자,20178244,최강호,20278889,1,한국,2017-08-17,2017-08-17,1,1,2017-08-30,0
6434, 돈 킬 잇: 악마사냥꾼,20170683,마이크 멘데즈,10022674,2519,미국,2017-08-21,2017-08-21,1,30,2017-09-03,0
6423, 스파이키드4 : 올더타임인더월드,20134002,로버트 로드리게즈,10016605,59071,미국,2013-01-10,2013-01-10,3,37,2013-01-23,140
6370, 내 이웃의 아내 2: 이웃 부부와 교환하던 날,20170722,이진,10029972,1,한국,2017-08-09,2017-08-09,1,1,2017-08-22,0
6482, 아토믹 블론드,20179491,데이빗 레이치,10011719,58064,미국,2017-08-30,2017-08-30,471,27662,2017-09-12,153821
6381, 벨과 세바스찬 계속되는 모험,20176715,크리스찬 두가이,10077307,64230,프랑스,2017-08-10,2017-08-10,36,566,2017-08-23,3560
6402, 빨간 유카타의 여인,20179737,카리노나 마이,10070137,1,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6483, 초대남 무삭제판,20172492,강유민,20278449,215,한국,2017-08-30,2017-08-30,1,1,2017-09-12,0
6341, 택시운전사,20162869,장훈,10060674,1957948,한국,2017-08-02,2017-08-02,"1,446",698088,2017-08-15,9023951
6346, 무림9대문파-사도황규,20178670,린난,10085822,149,중국,2017-08-03,2017-08-03,5,5,2017-08-16,50
6305, 누나,20113231,이원식,10056888,0,한국,2013-01-03,2013-01-03,12,138,2013-01-16,1500
6363, 맛있는 섹스 은밀한 동거,20170307,이전,10057251,222,한국,2017-08-08,2017-08-08,20,154,2017-08-21,0
6419, 클라우드 아틀라스,20124024,앤디 워쇼스키|라나 워쇼스키|톰 튀크베어,10046113|10014496|20114251,1303256,미국,2013-01-09,2013-01-09,379,43541,2013-01-22,440579
6429, 3분 파트너,20171059,박주영,20246589,42,한국,2017-08-17,2017-08-17,17,125,2017-08-30,0
6472, 비구니자매의비밀애,20144530,토모마츠 나오유키,20166003,22,일본,2017-08-29,2017-08-29,1,1,2017-09-11,0
6477," 무현, 두 도시 이야기 : 파이널 컷",20170247,전인환,20153728,944107,한국,2017-08-30,2017-08-30,103,358,2017-09-12,3097
6412, 런던 블러바드 무삭제 감독판,20123722,윌리엄 모나한,10053138,16959,미국,2013-01-04,2013-01-04,2,25,2013-01-17,0
6440, 브이아이피,20164174,박훈정,10029578,2163060,한국,2017-08-23,2017-08-23,851,174013,2017-09-05,1346977
6416, 머신건 프리처 감독판,20133942,마크 포스터,10024440,1113845,미국,2013-01-09,2013-01-09,1,15,2013-01-22,0
6432, 3류들의 사랑,20171554,우치다 에이지,10052253,0,일본,2017-08-18,2017-08-18,1,50,2017-08-31,0
6447, 더 비지터: 리턴즈,20178601,장 마리 프와레,10059735,26553,프랑스,2017-08-24,2017-08-24,1,1,2017-09-06,31
6428, 화이트 릴리,20174762,나카타 히데오,10007255,87312,일본,2017-08-17,2017-08-17,3,24,2017-08-30,1021
6486, 깨끗한 유부녀,20172584,쿠로사와 다이스케,20282009,0,일본,2017-08-31,2017-08-31,1,4,2017-09-13,0
6519, 안드레아 세니에 ,20123247,울프 시르머,20169200,0,독일,2013-01-19,2013-01-19,1,54,2013-02-01,0
6514, 슬로베니안 걸-여대생 콜걸,20122041,데미안 코졸레,10010977,0,독일,2013-01-17,2013-01-17,1,4,2013-01-30,0
6427, 착한 처형 : 아내를 대신하다,20178242,최강호,20278889,1,한국,2017-08-17,2017-08-17,1,1,2017-08-30,0
6399, 노래로 쏘아 올린 기적,20170384,하니 아부 아사드,10086713,2289,팔레스타인,2017-08-17,2017-08-17,12,178,2017-08-30,2339
6436, 붉은 비키니 무삭제판,20171818,최무연,20245189,150,한국,2017-08-21,2017-08-21,20,360,2017-09-03,0
6454, 여의사의 속옷파티,20179733,사나다 키요시,10003339,0,일본,2017-08-24,2017-08-24,1,1,2017-09-06,0
6415, 마이 리틀 히어로,20126583,김성훈,20128773,7817459,한국,2013-01-09,2013-01-09,341,13457,2013-01-22,182672
6442, 가정방문과 거유부인,20179736,키무라 켄지,10009925,1,일본,2017-08-24,2017-08-24,1,1,2017-09-06,0
6458, 직장 상사의 미인아내,20179734,키무라 켄지,10009925,1,일본,2017-08-24,2017-08-24,1,1,2017-09-06,0
6503, 프레셔스,20122224,리 다니엘스,10019262,64950,미국,2013-01-10,2013-01-10,1,42,2013-01-23,643
6512, 세션 : 이 남자가 사랑하는 법   ,20122232,벤 루윈,10031108,126,미국,2013-01-17,2013-01-17,15,680,2013-01-30,9860
6403, 새엄마의 섹스 교육,20178263,최강호,20278889,1,한국,2017-08-17,2017-08-17,1,1,2017-08-30,0
6410, 장산범,20151003,허정,20169260,5604104,한국,2017-08-17,2017-08-17,621,121836,2017-08-30,1199679
6435, 부부 교환의 날 2017,20171862,이진,10029972,1,한국,2017-08-21,2017-08-21,1,1,2017-09-03,0
6358, 유혹의 덫 무삭제 특별판,20170032,이민,20252529,29,한국,2017-08-06,2017-08-06,1,1,2017-08-19,0
6457, 정사 : 친구의 엄마,20170025,곽영근,20279089,126,한국,2017-08-24,2017-08-24,20,127,2017-09-06,0
6530, 마돈나 : 라이크 어 버진,20134064,메리 램버트,10025682,4943,미국,2013-01-24,2013-01-24,1,7,2013-02-06,0
6527, 드래곤 헌터,20123741,기욤 이베르넬|아르튀르 크왁,20165680|20165681,0,프랑스,2013-01-24,2013-01-24,100,2934,2013-02-06,34867
6573, 징기스칸 : 제국의 건설,20134681,샤그다슈렌,20168864,0,몽고,2013-02-08,2013-02-08,1,262,2013-02-21,0
6508, 로봇 앤 프랭크,20121094,제이크 슈레이어,20134244,0,미국,2013-01-17,2013-01-17,33,415,2013-01-30,10257
6506, 네이키드웨폰-사소리2,20133861,후지와라 켄이치,10090660,15,일본,2013-01-17,2013-01-17,1,10,2013-01-30,0
6478, 발레리안: 천 개 행성의 도시,20158047,뤽 베송,10019011,243687,프랑스,2017-08-30,2017-08-30,614,70846,2017-09-12,502243
6489, 슈퍼오리 : 태양을 지켜라,20179570,빅터 라키소프,10033145,0,러시아,2017-08-31,2017-08-31,164,2215,2017-09-13,23721
6547, 닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,20124166,후지모리 마사야,20113581,35709,일본,2012-02-23,2012-02-23,61,1029,2012-03-07,7999
6470, 태산쿵푸: 6인의 고수,20172345,하지보|원구량,10067106|10082427,0,헝가리,2017-08-28,2017-08-28,1,1,2017-09-10,0
6531, 명탐정 코난:은빛 날개의 마술사,20048799,야마모토 야스이치로,20115431,374362,일본,2013-01-24,2013-01-24,113,19069,2013-02-06,167621
6413, 여교사의 향기,20123721,토모마츠 나오유키,20166003,22,일본,2013-01-04,2013-01-04,1,10,2013-01-17,0
6474, 근친의 사랑:형수님과 며느리,20172344,나가에 타카미,20267409,1,일본,2017-08-30,2017-08-30,1,1,2017-09-12,0
6501, 파이스토리 : 악당상어 소탕작전,20122803,마크 A.Z. 디페|박태동,10024501|20191806,72047,미국,2013-01-10,2013-01-10,259,17900,2013-01-23,258569
6499, 잊혀진 꿈의 동굴,20123202,베르너 헤어조크,10030877,4365,미국,2013-01-10,2013-01-10,2,66,2013-01-23,2738
6356, 파리로 가는 길,20178762,엘레노어 코폴라,10090450,0,미국,2017-08-03,2017-08-03,79,4001,2017-08-16,66754
6463, 가루지기: 변강쇠 더 비기닝,20178741,정진호,20279629,0,한국,2017-08-28,2017-08-28,1,1,2017-09-10,0
6522, 마마,20123041,안드레스 무시에티,20156577,0,미국,2013-01-23,2013-01-23,152,5777,2013-02-05,89180
6520, 레닌그라드: 900일간의 전투,20122801,알렉산드르 블라브스키,10044688,0,러시아,2013-01-20,2013-01-20,1,384,2013-02-02,0
6406, 온천여관의 여인들,20179738,카와사키 군지,20240795,1,일본,2017-08-17,2017-08-17,1,1,2017-08-30,0
6452, 빈센트 반 고흐 : 새로운 시선,20170682,데이비드 비커스태프|필 그랩스키,10041404|10086256,0,영국,2017-08-24,2017-08-24,22,850,2017-09-06,5724
6308," 마진 콜: 24시간, 조작된 진실",20122901,J.C 챈더,20157988,11713,미국,2013-01-03,2013-01-03,29,867,2013-01-16,0
6422, 누군가가 보고있다,20123204,카타오카 슈지,20115338,7,일본,2013-01-10,2013-01-10,1,10,2013-01-23,0
6588, 헨젤과 그레텔: 마녀 사냥꾼 3D,20133981,토미 위르콜라,20166405,0,미국,2013-02-14,2013-02-14,278,38390,2013-02-27,269067
6479, 블랙 워터 뱀파이어,20172203,에반 트라멜,10048599,49958,미국,2017-08-30,2017-08-30,3,3,2017-09-12,0
6468, 목격자,20170011,스브야토슬라브 포드가에브스키,10059096,0,러시아,2017-08-28,2017-08-28,1,10,2017-09-10,0
6462, 로엔그린,20170608,크리스티안 틸레만,10068392,781,독일,2017-08-27,2017-08-27,11,232,2017-09-09,0
6542, 레전드 오브 래빗,20113982,순리준,20126389,0,중국,2012-02-22,2012-02-22,183,4663,2012-03-06,83801
6516, 잭 리처,20123333,크리스토퍼 맥쿼리,10077515,3072178,미국,2013-01-17,2013-01-17,399,75139,2013-01-30,769249
6593, 더 자이언트,20123821,프라파스 콜사라논,20165862,0,미국,2013-02-21,2013-02-21,204,10459,2013-03-06,150313
6545, 언더월드 4: 어웨이크닝,20124746,만스 말린드|비욘 스테인,10024905|10032348,0,미국,2012-02-22,2012-02-22,313,18357,2012-03-06,197066
6515, 위대한 밀로크로제,20123382,이시바시 요시마사,10056351,0,일본,2013-01-17,2013-01-17,10,52,2013-01-30,832
