,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience
4178, 변태상담치료,20165421,쿠니사와 미노루,10051648,1,일본,2016-06-22,2016-06-22,1,1,2016-07-05,0
4157, 닌자터틀 : 어둠의 히어로,20150385,데이브 그린,10010305,19356,미국,2016-06-16,2016-06-16,501,27009,2016-06-29,234385
4154, 탐정사무소-평강공주와 바보온달 무삭제판,20165381,이동현,20143767,273,한국,2016-06-15,2016-06-15,1,81,2016-06-28,0
4110, 친구엄마: 사랑이 필요해 무삭제판,20164764,사카모토 후토시,10034512,13,일본,2016-06-03,2016-06-03,1,10,2016-06-16,0
4111, 리나의 좋은 가슴,20164523,오부치 아키라,20126237,20,일본,2016-06-06,2016-06-06,1,1,2016-06-19,0
4095, 복종의 메이드 - 무한 쾌락,20164688,이시카와 히토시,10056405,13,일본,2016-06-02,2016-06-02,1,1,2016-06-15,0
4163, 외출: 외로운 여자들,20165426,네지메 지로,20238846,2,일본,2016-06-16,2016-06-16,1,10,2016-06-29,0
4102, 육체의 질주 - 단지처,20164687,카타오카 슈지,20115338,8,일본,2016-06-02,2016-06-02,1,1,2016-06-15,0
4162, 여자전쟁: 비열한 거래,20164281,노진수,10008226,523,한국,2016-06-16,2016-06-16,21,292,2016-06-29,0
4184, 나이트라이트,20156251,스콧 벡|브라이언 우즈,20217127|20217126,0,미국,2016-06-23,2016-06-23,1,1,2016-07-06,0
4187, 보고싶다,20163701,서은아|윤재호|장은연,20238489|20153456|10060422,9155,한국,2016-06-23,2016-06-23,1,95,2016-07-06,628
4155, 꼬마기사 트랭크,20164158,안소니 파워,10081076,0,독일,2016-06-16,2016-06-16,80,545,2016-06-29,0
4089, 참을 수 없는 엉덩이,20164682,와타나베 모토츠구,10051405,1,일본,2016-06-01,2016-06-01,1,1,2016-06-14,0
4195, 하우스바운드,20149654,제라드 존스톤,20189688,0,뉴질랜드,2016-06-23,2016-06-23,1,1,2016-07-06,0
4144, 남편 아들의 끝없는 욕망,20164061,사카모토 후토시,10034512,13,일본,2016-06-10,2016-06-10,1,10,2016-06-23,0
4192, 스포찬 배틀 요괴 대결전,20164803,쿠보 히로시,20238026,0,일본,2016-06-23,2016-06-23,10,27,2016-07-06,0
4180, 인디펜던스 데이 : 리써전스,20150782,롤랜드 에머리히,10018115,1250301,미국,2016-06-22,2016-06-22,844,168049,2016-07-05,1437491
4148, 애마부인 2016,20163323,김미연,20207826,532,한국,2016-06-14,2016-06-14,21,301,2016-06-27,0
4186, 보고싶다,20163701,서은아|윤재호|장은연,20238489|20153456|10060422,9155,한국,2016-06-23,2016-06-23,1,95,2016-07-06,628
4194, 젊은엄마 : 디 오리지널,20165801,정도수,20239206,0,한국,2016-06-23,2016-06-23,19,496,2016-07-06,0
4166, 정사: 착한 엄마와 딸,20165424,카에데,20223668,4,일본,2016-06-16,2016-06-16,1,10,2016-06-29,0
4133, 본 투 비 블루,20163164,로버트 뷔드로,20235906,0,캐나다,2016-06-09,2016-06-09,138,4226,2016-06-22,56587
4146, 나도 때론 포르노그라피의 주인공이고 싶다 : 감독판,20165441,장성수,10060256,961,한국,2016-06-13,2016-06-13,1,1,2016-06-26,0
4152, 방탕한금수저부인,20164695,하세가와 카츠유키,10086968,1,일본,2016-06-15,2016-06-15,1,1,2016-06-28,0
4173, 악령의 집,20165784,알렉스 머킨,20176846,0,미국,2016-06-17,2016-06-17,1,54,2016-06-30,0
4191, 서프러제트,20163411,사라 가브론,10033827,0,미국,2016-06-23,2016-06-23,18,1489,2016-07-06,21755
4171, 하숙집 2 (무삭제),20164697,정태령,20226055,632,한국,2016-06-16,2016-06-16,1,60,2016-06-29,0
4197, 하고 싶은 날,20165662,장정관,20237626,1,한국,2016-06-28,2016-06-28,20,193,2016-07-11,0
4181, 카미노,20165770,조쉬 C. 월러,20188666,10,미국,2016-06-22,2016-06-22,1,60,2016-07-05,0
4167, 친구엄마: 은밀한 유혹,20165427,네지메 지로,20238846,3,일본,2016-06-16,2016-06-16,1,10,2016-06-29,0
4189, 비밀은 없다,20140704,이경미,10054739,532324,한국,2016-06-23,2016-06-23,463,53485,2016-07-06,247022
4190, 삼례,20158821,이현정,20168120,0,한국,2016-06-23,2016-06-23,26,258,2016-07-06,3001
4168, 타부-새누나,20164541,이슬,20237666,102,한국,2016-06-16,2016-06-16,20,242,2016-06-29,0
4179, 여사진작가와 남자모델,20164822,슈우키,10051985,1,일본,2016-06-22,2016-06-22,1,1,2016-07-05,0
4147, 젊은 여형사의 섹스수사,20164524,야마우치 다이스케,10046573,32,일본,2016-06-13,2016-06-13,1,1,2016-06-26,0
4161, 소녀와 여자,20155485,김효정,20130020,0,한국,2016-06-16,2016-06-16,15,94,2016-06-29,713
4151, 미스택시드라이버,20164694,토미오카 타다후미,10080690,56,일본,2016-06-15,2016-06-15,1,1,2016-06-28,0
4160, 백엔의 사랑,20162244,타케 마사하루,10079379,359,일본,2016-06-16,2016-06-16,24,311,2016-06-29,4734
4150, 뒷태가 이쁜 미망인,20164693,아라키 타로,10041594,1,일본,2016-06-15,2016-06-15,1,1,2016-06-28,0
4164, 우리들,20153450,윤가은,20113672,0,한국,2016-06-16,2016-06-16,74,850,2016-06-29,19260
4199, 레전드 오브 타잔,20163661,데이빗 예이츠,20100014,3670802,미국,2016-06-29,2016-06-29,540,84540,2016-07-12,838443
4198, 굿바이 싱글,20150972,김태곤,10006078,1350,한국,2016-06-29,2016-06-29,661,122543,2016-07-12,1841771
4175, 내 아내의 엄마: 사위와 사랑에 빠지다,20165101,칸바라 이쿠토,20187906,36,일본,2016-06-21,2016-06-21,1,60,2016-07-04,0
4170, 프랑코포니아,20162585,알렉산더 소쿠로프,10044691,5706,프랑스,2016-06-16,2016-06-16,23,313,2016-06-29,3472
4176, 친구 누나 무삭제,20165785,채길병,10071617,341,한국,2016-06-21,2016-06-21,1,10,2016-07-04,0
4196, 친구 아내: 절친 부부의 초대장,20162298,사카모토 후토시,10034512,11,일본,2016-06-28,2016-06-28,1,60,2016-07-11,0
4174, 노리코의 은밀한 사생활,20164525,사카모토 레이,10034494,0,일본,2016-06-20,2016-06-20,1,1,2016-07-03,0
4188, 보고싶다,20163701,서은아|윤재호|장은연,20238489|20153456|10060422,9155,한국,2016-06-23,2016-06-23,1,95,2016-07-06,628
4172, 아즈마 린의 전기고문실,20165542,오쿠 와타루,20172200,26,일본,2016-06-17,2016-06-17,1,10,2016-06-30,0
4204, 경계,20142221,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,10026800|10085020|20177121,0,한국,2016-06-30,2016-06-30,9,31,2016-07-13,1014
4274, 트릭,20158982,이창열,20225826,0,한국,2016-07-13,2016-07-13,390,8589,2016-07-26,38244
4294, 트럭걸의 사랑이야기,20166866,에지리 다이,10036598,1,일본,2016-07-15,2016-07-15,1,10,2016-07-28,0
4285, 쿨하니까 괜찮아,20166782,맥스 마이어,20169694,0,미국,2016-07-14,2016-07-14,1,1,2016-07-27,0
4206, 경계,20142221,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,10026800|10085020|20177121,0,한국,2016-06-30,2016-06-30,9,31,2016-07-13,1014
4220, 이쁜 아내를 빌려드려요,20166064,테이 쟈가,10079935,1,일본,2016-07-01,2016-07-01,1,1,2016-07-14,0
4252, 로렐,20156942,피터 솔레트,10085862,0,미국,2016-07-07,2016-07-07,62,734,2016-07-20,7373
4269, 속옷 개방 대방출,20166072,야마자키 쿠니노리,10046590,1,일본,2016-07-13,2016-07-13,1,1,2016-07-26,0
4228, 나이스 가이즈,20165041,쉐인 블랙,10037886,9001309,미국,2016-07-06,2016-07-06,239,5010,2016-07-19,24471
4264, 동거의 목적(무삭제판),20166652,조성우,20228788,566,한국,2016-07-12,2016-07-12,1,1,2016-07-25,0
4287, 패신저스,20088370,로드리고 가르시아,10015940,6351,미국,2016-07-14,2016-07-14,4,4,2016-07-27,0
4217, 가라데 파이터,20165282,호세 몬테시노스,20129064,0,미국,2016-07-01,2016-07-01,1,1,2016-07-14,0
4282, 에브리바디 원츠 썸!!,20164825,리차드 링클레이터,10020023,116002,미국,2016-07-14,2016-07-14,63,790,2016-07-27,6526
4223, 형수의 젖은 오후,20166063,타케호라 테츠야,20175500,28,일본,2016-07-01,2016-07-01,1,1,2016-07-14,0
4273, 초대박 거유여상사,20166075,하세가와 카츠유키,10086968,1,일본,2016-07-13,2016-07-13,1,1,2016-07-26,0
4270, 언더 워터,20165201,자움 콜렛 세라,10059297,1186995,미국,2016-07-13,2016-07-13,372,29167,2016-07-26,374330
4256, 컨파인스,20166581,이탄 락커웨이,10007810,0,미국,2016-07-07,2016-07-07,1,20,2016-07-20,0
4262, 섹시 레이디: 나랑 한판 할래?,20166461,아사히 마사츠구,10073087,0,일본,2016-07-11,2016-07-11,1,1,2016-07-24,0
4279, 불륜관계,20162583,삼도,20234266,0,중국,2016-07-14,2016-07-14,6,6,2016-07-27,82
4253, 미친개들,20164961,에릭 하네조,20238286,0,프랑스,2016-07-07,2016-07-07,46,316,2016-07-20,0
4242, 사랑의 침묵 ,20129446,마이클 화이트,10023690,0,영국,2012-10-11,2012-10-11,23,862,2012-10-24,12420
4278, 바그다드 카페 : 디렉터스컷,20162926,퍼시 애들론,10082890,2440,독일,2016-07-14,2016-07-14,56,1308,2016-07-27,14994
4234, 신입 게이샤는 유부녀,20166067,테이 쟈가,10079935,1,일본,2016-07-06,2016-07-06,1,1,2016-07-19,0
4261, 주말부부,20165344,기대호,20208746,736,한국,2016-07-08,2016-07-08,21,291,2016-07-21,0
4235, 아찔한 욕정녀들,20166066,테이 쟈가,10079935,1,일본,2016-07-06,2016-07-06,1,1,2016-07-19,0
4277, 말로니의 두 번째 이야기,20150468,엠마누엘 베르코,20127811,10,프랑스,2016-07-14,2016-07-14,5,5,2016-07-27,0
4214, 키즈모노가타리 I : 철혈편,20165141,신보 아키유키,20176100,9644,일본,2016-06-30,2016-06-30,64,4092,2016-07-13,20649
4227, 플라잉 홈,20165202,도미니크 데루데르,10012737,855,벨기에,2016-07-05,2016-07-05,1,10,2016-07-18,0
4245, 스타: 빛나는 사랑,20120181,한상희,10087516,7968,한국,2012-10-11,2012-10-11,4,66,2012-10-24,549
4212, 빅뱅 메이드,20165042,변진호,20238366,0,한국,2016-06-30,2016-06-30,54,6459,2016-07-13,49909
4211, 미저리 고스트,20165501,마이클 스티브,20237670,0,미국,2016-06-30,2016-06-30,1,4,2016-07-13,0
4210, 맛있는 간호사의 정사,20165841,나루세토 사유키,10006852,0,일본,2016-06-30,2016-06-30,1,1,2016-07-13,0
4205, 경계,20142221,문정현|블라디미르 토도로비치|다니엘 루디 하리얀토,10026800|10085020|20177121,0,한국,2016-06-30,2016-06-30,9,31,2016-07-13,1014
4233, 서른살의 욕정-처음 아니야,20166069,미츠이시 후지로,10090682,1,일본,2016-07-06,2016-07-06,1,1,2016-07-19,0
4246, 에스엠타운 라이브인도쿄스페셜에디션3D,20120561,유호진,20131535,2801,한국,2012-10-11,2012-10-11,46,173,2012-10-24,0
4226, 파우스트의 겁벌,20166104,알비스 헤르마니스,20239446,0,프랑스,2016-07-05,2016-07-05,7,24,2016-07-18,0
4239, 가출소녀와 스토커,20120462,이케다 치히로,10057835,276,일본,2012-10-11,2012-10-11,1,10,2012-10-24,0
4203, 히 네버 다이: 뱀파이어의 전설,20165422,제이슨 크라브지크,10078574,0,미국,2016-06-29,2016-06-29,1,1,2016-07-12,0
4267, 더 웨이브,20162572,로아 우타우,10017533,0,노르웨이,2016-07-13,2016-07-13,122,2510,2016-07-26,16107
4218, 거유이발소-어서오세요,20166062,시미즈 다이케이,10040043,1,일본,2016-07-01,2016-07-01,1,1,2016-07-14,0
4213, 친구의 애인,20165783,사카모토 후토시,10034512,13,일본,2016-06-30,2016-06-30,1,10,2016-07-13,0
4286, 태양 아래(해설판),20166869,비탈리 만스키,20115376,19998,체코,2016-07-14,2016-07-14,2,4,2016-07-27,86
4248, 크로씽 포인트,20166383,다니엘 지릴리,20173652,0,미국,2016-07-06,2016-07-06,1,60,2016-07-19,0
4201, 셀,20164461,토드 윌리엄스,10080307,0,미국,2016-06-29,2016-06-29,23,191,2016-07-12,5308
4255, 잔예 - 살아서는 안되는 방,20163962,나카무라 요시히로,10007160,16643,일본,2016-07-07,2016-07-07,287,9462,2016-07-20,0
4236, 웨포나이즈드,20165862,티모시 우드워드 주니어,20221127,0,미국,2016-07-06,2016-07-06,1,20,2016-07-19,0
4230, 도리를 찾아서,20159058,앤드류 스탠튼,10045926,1148456,미국,2016-07-06,2016-07-06,728,76938,2016-07-19,1832946
4215, 헝그리 하트,20144171,사베리오 코스탄조,10034132,0,이탈리아,2016-06-30,2016-06-30,14,233,2016-07-13,2447
4232, 봉이 김선달,20159644,박대민,10028545,1914779,한국,2016-07-06,2016-07-06,747,136701,2016-07-19,1899601
4266, 나우 유 씨 미 2,20150203,존 추,10068277,1197002,미국,2016-07-13,2016-07-13,861,196279,2016-07-26,2864992
4224, 마탄의 사수,20164161,크리스티안 틸레만,10068392,499,독일,2016-07-03,2016-07-03,9,103,2016-07-16,0
4225, 아내의 엄마: 데릴 사위,20166321,칸바라 이쿠토,20187906,36,일본,2016-07-05,2016-07-05,1,60,2016-07-18,0
4221, 젖은 스커트의 부인,20166065,테이 쟈가,10079935,1,일본,2016-07-01,2016-07-01,1,1,2016-07-14,0
4283, 여자전쟁: 봉천동 혈투,20166361,권성국,10002397,381019,한국,2016-07-14,2016-07-14,21,291,2016-07-27,0
4424, 몽키킹 제로,20168447,묘술,20204626,44,홍콩,2016-08-17,2016-08-17,3,3,2016-08-30,0
4216, 홀리워킹데이,20150258,이희원,20210467,0,한국,2016-06-30,2016-06-30,16,124,2016-07-13,1526
4250, 극장판 프리즘스톤 올스타 셀렉션,20165521,김영범,20256529,0,한국,2016-07-07,2016-07-07,74,749,2016-07-20,0
4259, 어린여자 : 맛있는 관음,20165701,이민환,20199129,327,한국,2016-07-08,2016-07-08,20,230,2016-07-21,0
4435, 로스트 인 더 선,20168424,트레이 넬슨,20242387,0,미국,2016-08-18,2016-08-18,3,12,2016-08-31,0
4305, 개인교수: 심화학습 (무삭제),20166912,정태령,20226055,632,한국,2016-07-21,2016-07-21,1,60,2016-08-03,0
4265, 그녀는 포위됐다 - 지하철,20166076,카네다 사토시,10078578,28,일본,2016-07-13,2016-07-13,1,1,2016-07-26,0
4284, 외도,20166441,최우성,20223066,141,한국,2016-07-14,2016-07-14,20,252,2016-07-27,0
4372, 덕혜옹주,20150979,허진호,10088463,554463,한국,2016-08-03,2016-08-03,774,267112,2016-08-16,4105686
4397, 마일스,20166023,돈 치들,10013003,0,미국,2016-08-10,2016-08-10,36,617,2016-08-23,10718
4238, 스티브잡스:미래를 읽는 천재,20120341,타라 퍼니아,20124306,291,미국,2012-10-10,2012-10-10,1,22,2012-10-23,0
4240, 닌자보이 란타로 : 삼총사의 대모험 ,20128866,코바야시 츠네오,10076312,52816,일본,2012-10-11,2012-10-11,0,0,2012-10-24,41
4381, 유부녀의 하얀 속살,20167626,쿠보데라 카즈토,20120521,5,일본,2016-08-03,2016-08-03,1,1,2016-08-16,0
4400, 불륜의 유부녀,20167632,스기야마 타로,10037999,1,일본,2016-08-10,2016-08-10,1,1,2016-08-23,0
4276, 나의 산티아고,20165130,줄리아 폰 하인츠,20238426,0,독일,2016-07-14,2016-07-14,81,2859,2016-07-27,44518
4402, 슈퍼 프렌즈,20165961,이경호|이원재,20111323|20239406,236966,한국,2016-08-10,2016-08-10,215,7403,2016-08-23,85459
4378, 비거 스플래쉬,20166362,루카 구아다그니노,10018860,34269,이탈리아,2016-08-03,2016-08-03,19,377,2016-08-16,13341
4257, 특수부대 사이보그 솔저,20166262,그리프 퍼스트,10003019,160,미국,2016-07-07,2016-07-07,1,1,2016-07-20,0
4272, 젊은 남편보다 잘하는 남자,20166074,슈우키,10051985,1,일본,2016-07-13,2016-07-13,1,1,2016-07-26,0
4385, 피닉스 라이트 사건,20166176,키스 아렘,20239669,0,미국,2016-08-03,2016-08-03,4,19,2016-08-16,0
4384, 젊은 하숙집 아줌마,20167756,카에데,20223668,4,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4436, 색광: 섹스에 미친 사람들,20167025,가와사키 군지,20240795,1,일본,2016-08-18,2016-08-18,1,1,2016-08-31,0
4244, 세컨드라도 좋아,20120461,요시다 료코,10051736,0,일본,2012-10-11,2012-10-11,1,10,2012-10-24,0
4391, 원나잇 스캔들: 모닝 애프터,20165982,산라 J. 켈,10042141,0,미국,2016-08-05,2016-08-05,1,1,2016-08-18,0
4403, 실화 성생활의 고백,20167665,테이 쟈가,10079935,1,일본,2016-08-10,2016-08-10,1,1,2016-08-23,0
4437," 시발, 놈: 인류의 시작",20152105,백승기,20120681,1954,한국,2016-08-18,2016-08-18,7,98,2016-08-31,1003
4295, 엑소시즘: 로스트테이프,20166904,폴 카타라노토,10083802,0,미국,2016-07-19,2016-07-19,1,60,2016-08-01,0
4426, 서울역,20148460,연상호,10049814,3868963,한국,2016-08-17,2016-08-17,427,29389,2016-08-30,145534
4222, 제독 : 미힐 드 로이테르,20164168,로엘 르네,10017536,593,네덜란드,2016-07-01,2016-07-01,1,1,2016-07-14,223
4321, 라스트 걸 스탠딩,20167668,벤자민 R. 무디,10036307,0,미국,2016-07-25,2016-07-25,1,10,2016-08-07,0
4331, 신랑은 몰라요-바람,20166763,이가라시 히로츠구,10054686,0,일본,2016-07-27,2016-07-27,1,1,2016-08-09,0
4207, 교환:남자친구,20165781,사카모토 후토시,10034512,13,일본,2016-06-30,2016-06-30,1,10,2016-07-13,0
4208, 내 남자친구의 여자,20165782,사카모토 후토시,10034512,13,일본,2016-06-30,2016-06-30,1,10,2016-07-13,0
4275, 관광버스 속 정사,20166129,타케우치 마사토시,10076117,0,일본,2016-07-14,2016-07-14,1,1,2016-07-27,0
4231, 라이엇,20165861,존 라이드,20201927,122,미국,2016-07-06,2016-07-06,1,20,2016-07-19,0
4241, 루퍼,20128270,라이언 존슨,10019762,39777,미국,2012-10-11,2012-10-11,369,33094,2012-10-24,498335
4209, 마일드 앤 러블리,20162241,조세핀 데커,10065995,0,미국,2016-06-30,2016-06-30,4,40,2016-07-13,442
4319, 2차 세계대전 타임트랙,20166022,에밀 에드윈 스미스,20238306,1,미국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4388, 보이 앤 더 월드,20149714,알레 아브레우,20189724,0,브라질,2016-08-04,2016-08-04,3,32,2016-08-17,739
4394, 국가대표 2,20150968,김종현,10005717,372022,한국,2016-08-10,2016-08-10,562,61508,2016-08-23,666005
4280, 셜록: 죽음의 덫 ,20166281,그레이엄 데이크스튼,10002647,0,미국,2016-07-14,2016-07-14,1,1,2016-07-27,0
4311, 미스터 토렌테 <카지노를 털어라!!!>,20163259,산티아고 세구라,10034744,507,스페인,2016-07-21,2016-07-21,5,5,2016-08-03,0
4404, 터널,20154910,김성훈,10004662,1479203,한국,2016-08-10,2016-08-10,820,379079,2016-08-23,5377845
4401, 슈퍼 프렌즈,20165961,이경호|이원재,20111323|20239406,236966,한국,2016-08-10,2016-08-10,215,7403,2016-08-23,85459
4323, 언니들의 속사정: 탐욕의 길,20166661,야마우치 다이스케,10046573,32,일본,2016-07-25,2016-07-25,1,1,2016-08-07,0
4290, 게스트 하우스 여주인의 비밀연애,20167023,후즈키 미호,20240792,0,일본,2016-07-15,2016-07-15,1,1,2016-07-28,0
4249, 터미너스: 인류 멸망의 시작,20166071,마크 퓌르미,10024450,0,미국,2016-07-06,2016-07-06,1,1,2016-07-19,0
4243, 서칭 포 슈가맨,20128746,말릭 벤젠룰,20121121,0,스웨덴,2012-10-11,2012-10-11,25,349,2012-10-24,10259
4202, 우리 연애의 이력,20154803,조성은,20215487,0,한국,2016-06-29,2016-06-29,20,111,2016-07-12,2671
4326, 극장 치한,20167461,밤비노 푸린,20241266,1,일본,2016-07-27,2016-07-27,1,10,2016-08-09,0
4301, 부산행,20156564,연상호,10049814,62813,한국,2016-07-20,2016-07-20,"1,571",872673,2016-08-02,9063544
4373, 마이펫의 이중생활,20156082,크리스 리노드,20112359,768378,미국,2016-08-03,2016-08-03,573,182044,2016-08-16,1944539
4344, 보전자전,20167003,최석원,20235306,2,한국,2016-07-28,2016-07-28,1,2,2016-08-10,0
4316, 타투이스트,20166601,데본 다운즈|케니 게이지,20240107|20240106,0,미국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4297, 굵은 애인과 불륜사이,20166081,고토 다이스케,10001798,1,일본,2016-07-20,2016-07-20,1,1,2016-08-02,0
4324, 어린 엄마: 딸과 함께,20166902,이시노 쇼세이,10088954,1,일본,2016-07-26,2016-07-26,1,60,2016-08-08,0
4349, 위험한 관계,20129626,허진호,10088463,1311769,중국,2012-10-11,2012-10-11,332,26832,2012-10-24,282559
4268, 데몰리션,20163961,장 마크 발레,10059743,40001,미국,2016-07-13,2016-07-13,168,3760,2016-07-26,47316
4219, 모텔아가씨-녹는 육체,20166061,이케지마 유타카,20231928,3,일본,2016-07-01,2016-07-01,1,1,2016-07-14,0
4307, 뜨거운 이웃 무삭제 감독판,20166867,이전,10057251,237,한국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4356, 아기 거북 토토의 바다 대모험,20120429,닉 스트링거,20131539,0,영국,2012-10-18,2012-10-18,37,525,2012-10-31,9049
4320, 71 : 벨파스트의 눈물,20164097,얀 디맨지,10046729,0,영국,2016-07-21,2016-07-21,5,46,2016-08-03,0
4291, 수줍은 내 약혼녀,20167024,마츠모토 신지,20240794,0,일본,2016-07-15,2016-07-15,1,1,2016-07-28,0
4315, 이지머니 3,20150488,얀스 욘손,10046815,0,스웨덴,2016-07-21,2016-07-21,5,123,2016-08-03,0
4293, 에이컵 친구 아내 - 남편 오기 전에,20167021,카츠라기 히로후미,20240786,1,일본,2016-07-15,2016-07-15,1,1,2016-07-28,0
4308, 마신자 - 빨간 옷 소녀의 저주,20165502,웨이-하오 청,20238926,0,대만,2016-07-21,2016-07-21,129,1666,2016-08-03,0
4229, 남편은 바빠서 불륜에 취한 육체,20166070,슈우키,10051985,1,일본,2016-07-06,2016-07-06,1,1,2016-07-19,0
4247, 엘르,20129886,마우고시카 슈모프스카,10022543,0,프랑스,2012-10-11,2012-10-11,10,92,2012-10-24,4128
4260, 워하우스: 죽음의 표식,20166682,루크 마세이,20240286,0,영국,2016-07-08,2016-07-08,1,54,2016-07-21,0
4263, 유리코의 아로마,20166651,요시다 코타,20189723,0,일본,2016-07-11,2016-07-11,20,242,2016-07-24,0
4251, 나만의 승진 테크닉,20164303,강백호,10000627,57,한국,2016-07-07,2016-07-07,20,213,2016-07-20,0
4237, 쾌락열차-현란한 손가락,20166068,쿠보데라 카즈토,20120521,5,일본,2016-07-06,2016-07-06,1,1,2016-07-19,0
4347, 언케이지드,20167601,다니엘 로빈스,20241446,0,미국,2016-07-28,2016-07-28,1,1,2016-08-10,0
4309, 마음,20167004,최원석,20240766,0,한국,2016-07-21,2016-07-21,1,2,2016-08-03,0
4340, 러시아 엄마,20167281,최원준,20241146,0,한국,2016-07-28,2016-07-28,20,497,2016-08-10,0
4303, 엄마 친구: 여자로 보일때 무삭제판,20167061,사카모토 후토시,10034512,13,일본,2016-07-20,2016-07-20,1,10,2016-08-02,0
4450, 릴리그레이스: 마녀이야기,20168423,웨스 밀러,20242326,0,미국,2016-08-24,2016-08-24,1,10,2016-09-06,0
4329, 빅,20165561,트레버 월,20238966,0,미국,2016-07-27,2016-07-27,323,21181,2016-08-09,158980
4258, 환상의 빛,20070157,고레에다 히로카즈,20070799,50077,일본,2016-07-07,2016-07-07,35,974,2016-07-20,13165
4254, 어비스: 메가샤크,20164982,에밀 에드윈 스미스,20238306,1,미국,2016-07-07,2016-07-07,1,1,2016-07-20,0
4271, 요즘 신혼녀의 유행은,20166073,요시유키 유미,20126082,10,일본,2016-07-13,2016-07-13,1,1,2016-07-26,0
4363, 명품 주부의 유혹,20167621,카토 요시카즈,10046549,1,일본,2016-08-01,2016-08-01,1,1,2016-08-14,0
4389, 색다른 정사,20167541,이재남,20240606,190,한국,2016-08-04,2016-08-04,20,177,2016-08-17,0
4327, 기모노를 입은 아가씨,20167462,케이치 후지와라,20241269,1,일본,2016-07-27,2016-07-27,1,10,2016-08-09,0
4339, 대도무문,20162574,유신의,20234226,60,홍콩,2016-07-28,2016-07-28,5,6,2016-08-10,72
4353, 로우리스: 나쁜 영웅들,20129407,존 힐코트,10068634,111674,미국,2012-10-18,2012-10-18,273,10562,2012-10-31,0
4343, 베티블루 37.2 디오리지널,20150467,장 자크 베넥스,20115378,37776,프랑스,2016-07-28,2016-07-28,4,70,2016-08-10,1197
4396, 마이 리틀 자이언트,20165281,스티븐 스필버그,10039450,834239,미국,2016-08-10,2016-08-10,122,6215,2016-08-23,106586
4341, 레이지 헤이지 크레이지,20166131,육이심,10015347,0,홍콩,2016-07-28,2016-07-28,5,5,2016-08-10,0
4281, 아이 인 더 스카이,20165401,개빈 후드,10001029,978832,영국,2016-07-14,2016-07-14,190,1576,2016-07-27,0
4413, 꿈꾸는 나비,20168148,이상화,20111473,378,한국,2016-08-12,2016-08-12,21,135,2016-08-25,0
4289, 피해자,20166662,크리스 아벨,20240246,0,캐나다,2016-07-14,2016-07-14,1,1,2016-07-27,0
4312, 바람난 여자들,20165423,기대호,20208746,829,한국,2016-07-21,2016-07-21,20,196,2016-08-03,0
4317, 타투이스트,20166601,데본 다운즈|케니 게이지,20240107|20240106,0,미국,2016-07-21,2016-07-21,1,1,2016-08-03,0
4374, 매춘: 내 아내와 딸,20167757,카에데,20223668,4,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4368, 간통: 사장님의 아내,20167760,카에데,20223668,4,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4342, 로라의 섹스 파트너,20167444,박범수,20235366,88,한국,2016-07-28,2016-07-28,20,230,2016-08-10,0
4335, 클럽 라이프,20167244,파브리지오 콘테,20240987,0,미국,2016-07-27,2016-07-27,1,60,2016-08-09,0
4393, 거울앞의 정사,20167629,우수바시 수이,10037559,1,일본,2016-08-10,2016-08-10,1,1,2016-08-23,0
4379, 수어사이드 스쿼드,20152963,데이비드 에이어,10011476,331070,미국,2016-08-03,2016-08-03,733,397666,2016-08-16,1848184
4358, 우주전쟁2:넥스트웨이브  ,20121243,토마스 하우엘,10080555,0,미국,2012-10-18,2012-10-18,0,0,2012-10-31,0
4369, 남편 후배의 야한 속삭임,20167625,우수바시 수이,10037559,1,일본,2016-08-03,2016-08-03,1,1,2016-08-16,0
4383, 젊은 제수씨,20167758,카에데,20223668,4,일본,2016-08-03,2016-08-03,1,10,2016-08-16,0
4345, 사냥: 헌터스 킬러,20167001,크리스 브라이언트,10077113,0,프랑스,2016-07-28,2016-07-28,1,1,2016-08-10,0
4375, 명탐정 코난: 순흑의 악몽,20162002,시즈노 코분|야마모토 야스이치로,20113482|20115431,497776,일본,2016-08-03,2016-08-03,369,79742,2016-08-16,491272
4359, 욕구불만 아내의 밀회,20167683,칸바라 이쿠토,20187906,36,일본,2016-07-28,2016-07-28,1,60,2016-08-10,0
4292, 스무살 내 친구 - 미친 향기,20167022,이치엔,20240789,0,일본,2016-07-15,2016-07-15,1,1,2016-07-28,0
4361, 터널 오브 에어리언,20166941,오클라호마 워드,20240666,0,미국,2016-07-28,2016-07-28,1,1,2016-08-10,0
4418, 사우스바운드-죽음의 고속도로,20168402,라디오 사일런스|록산 벤자민|데이빗 브룩크너|패트릭 호배스,20173207|20242353|10011866|20242354,150,미국,2016-08-15,2016-08-15,1,50,2016-08-28,0
