movie_name,movie_code,director_name,director_code,nation,release_date,day1_date,day1_screen,day1_audience,day15_date,day15_audience
 해무(海霧),20134082,심성보,10040850,한국,2014-08-13,2014-08-13,580,174827,2014-08-26,1399320
 곤충왕국 3D,20149962,김진만|김정민,20100264|20160305,한국,2014-08-14,2014-08-14,39,734,2014-08-27,10610
 바세코의 아이들,20148903,김경식,20190052,한국,2014-08-14,2014-08-14,6,225,2014-08-27,2414
 아야의 밤엔 사랑이 필요해,20134435,마거리트 어바우트|클레망 우브르리,10047230|10063631,프랑스,2014-08-14,2014-08-14,8,59,2014-08-27,1069
 야누스: 욕망의 두 얼굴,20140187,손영호,20030698,한국,2014-08-14,2014-08-14,20,1207,2014-08-27,4122
 제로법칙의 비밀,20149421,테리 길리엄,10079776,미국,2014-08-14,2014-08-14,17,826,2014-08-27,5020
 18: 우리들의 성장 느와르,20123500,한윤선,20162219,한국,2014-08-14,2014-08-14,15,53,2014-08-27,1086
 동경 이야기,19538011,오즈 야스지로,10050769,일본,2014-08-16,2014-08-16,1,116,2014-08-29,638
 내 연애의 기억,20149441,이권,10054870,한국,2014-08-20,2014-08-20,175,7506,2014-09-02,46355
 더 기버: 기억전달자,20149099,필립 노이스,10086425,미국,2014-08-20,2014-08-20,225,13893,2014-09-02,105864
 매직 인 더 문라이트,20149591,우디 앨런,10052035,미국,2014-08-20,2014-08-20,178,7317,2014-09-02,69715
 익스펜더블 3,20149818,패트릭 휴즈,20136404,미국,2014-08-20,2014-08-20,306,18971,2014-09-02,150833
 터널 3D,20147928,박규택,20150634,한국,2014-08-20,2014-08-20,264,19255,2014-09-02,78324
 꼬마 니콜라의 여름방학,20147284,로랑 티라르,10016121,프랑스,2014-08-21,2014-08-21,133,4091,2014-09-03,31251
 마더 데레사의 편지,20140093,윌리엄 리에드,10053097,미국,2014-08-21,2014-08-21,65,689,2014-09-03,8513
" 메밀꽃, 운수 좋은 날, 그리고 봄봄",20149796,안재훈|한혜진,20111258|20112027,한국,2014-08-21,2014-08-21,35,1434,2014-09-03,16517
 콜드 라잇 오브 데이,20125907,마브룩 엘 메크리,10022287,미국,2012-05-17,2012-05-17,245,10249,2012-05-30,87240
 퍼스트 그레이더,20124719,저스틴 채드윅,10061166,영국,2012-05-17,2012-05-17,5,32,2012-05-30,612
 프란체스코와 교황,20125209,치로 카펠라리,20127489,독일,2012-05-17,2012-05-17,5,34,2012-05-30,682
 그리움의 종착역,20100466,조성형,10065949,한국,2012-05-24,2012-05-24,1,44,2012-06-06,91
 극장판 썬더일레븐GO : 궁극의 우정 그리폰,20125806,미야오 요시카즈,20112841,일본,2012-05-24,2012-05-24,109,951,2012-06-06,83148
 맨 인 블랙 3,20113885,배리 소넨필드,10030916,미국,2012-05-24,2012-05-24,729,141261,2012-06-06,2731196
" 안녕, 하세요!",20126333,임태형,10058881,한국,2012-05-24,2012-05-24,14,118,2012-06-06,3929
 왓니껴,20149460,이동삼,20189603,한국,2014-08-21,2014-08-21,4,58,2014-09-03,725
 족구왕,20132799,우문기,20112191,한국,2014-08-21,2014-08-21,56,1233,2014-09-03,16939
 관계,20149950,김명서,20190174,한국,2014-08-27,2014-08-27,19,857,2014-09-09,2096
 더 퍼지 : 거리의 반란,20149831,제임스 드모나코,10064017,미국,2014-08-27,2014-08-27,204,12045,2014-09-09,59422
 오드토머스,20149409,스티븐 소머즈,10039430,미국,2014-08-27,2014-08-27,165,4769,2014-09-09,15862
 닌자터틀,20148132,조나단 리브스만,10065332,미국,2014-08-28,2014-08-28,468,48055,2014-09-10,397166
 야간비행,20147432,이송희일,10056129,한국,2014-08-28,2014-08-28,40,569,2014-09-10,6988
 인투 더 스톰,20149811,스티븐 쿼일,20113931,미국,2014-08-28,2014-08-28,423,97234,2014-09-10,1631607
 찰리 컨트리맨,20149463,프레드릭 본드,20189536,미국,2014-08-28,2014-08-28,33,374,2014-09-10,4059
 헬리,20140223,아마트 에스칼란테,10044368,멕시코,2014-08-28,2014-08-28,2,27,2014-09-10,175
 두근두근 내 인생,20134594,이재용,10057210,한국,2014-09-03,2014-09-03,612,99364,2014-09-16,1511019
 루시,20135656,뤽 베송,10019011,미국,2014-09-03,2014-09-03,441,143617,2014-09-16,1848406
 선샤인 온 리스,20149248,덱스터 플레처,10012399,영국,2014-09-03,2014-09-03,142,8296,2014-09-16,25908
 스텝 업: 올 인,20149930,트리시 시에,10082554,미국,2014-09-03,2014-09-03,267,32719,2014-09-16,511222
 타짜-신의 손,20134804,강형철,10000946,한국,2014-09-03,2014-09-03,768,201749,2014-09-16,3246589
 극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,20140181,야쿠와 신노스케,10046703,일본,2014-09-04,2014-09-04,158,1306,2014-09-17,155583
 마야,20149970,알렉스 스타더만,10044832,독일,2014-09-04,2014-09-04,178,3488,2014-09-17,215476
 순천,20132804,이홍기,20178633,한국,2014-09-04,2014-09-04,5,71,2014-09-17,1190
 자유의 언덕,20148840,홍상수,10089497,한국,2014-09-04,2014-09-04,46,1953,2014-09-17,27534
 쿰바: 반쪽무늬 얼룩말의 대모험,20149415,앤서니 실버스톤,10036315,남아프리카공화국,2014-09-04,2014-09-04,109,1312,2014-09-17,70121
 하늘의 황금마차,20130961,오멸,10050307,한국,2014-09-04,2014-09-04,26,106,2014-09-17,1893
 나의 첫번째 장례식,20140426,샘 가바르스키,10034933,벨기에,2014-09-11,2014-09-11,17,440,2014-09-24,5341
 레쓰링,20149839,김호준,10006426,한국,2014-09-11,2014-09-11,29,260,2014-09-24,2110
 마녀,20136864,유영선,20157236,한국,2014-09-11,2014-09-11,60,1010,2014-09-24,7910
 모라토리움기의 다마코,20149378,야마시타 노부히로,10046558,일본,2014-09-11,2014-09-11,9,202,2014-09-24,1899
 씬 시티: 다크히어로의 부활,20134069,프랭크 밀러|로버트 로드리게즈,10084669|10016605,미국,2014-09-11,2014-09-11,328,14537,2014-09-24,81554
 1월의 두 얼굴,20140163,호세인 아미니,10089207,영국,2014-09-11,2014-09-11,45,407,2014-09-24,4370
 꽃과 뱀: 더 제로,20149709,하시모토 하지메,10087276,일본,2014-09-17,2014-09-17,5,48,2014-09-30,672
 먹이사슬,20141561,한동호,20189680,한국,2014-09-17,2014-09-17,20,912,2014-09-30,2070
 그랜드 센트럴,20147686,레베카 즐로토브스키,20170164,프랑스,2014-09-18,2014-09-18,10,92,2014-10-01,1833
 메이즈 러너,20140431,웨스 볼,10044699,미국,2014-09-18,2014-09-18,472,83355,2014-10-01,1819732
 비포 : 불가사의한 피라미드,20140901,이도 엔젤,10024309,이스라엘,2014-09-18,2014-09-18,12,40,2014-10-01,6070
" 서른아홉, 열아홉",20140461,데이빗 모로,10009713,프랑스,2014-09-18,2014-09-18,37,608,2014-10-01,7006
 설계,20149257,박창진,20179021,한국,2014-09-18,2014-09-18,252,8031,2014-10-01,45279
 세븐 싸이코패스,20134609,마틴 맥도나,10024695,영국,2014-09-18,2014-09-18,22,185,2014-10-01,2804
 콰이어트 원,20140424,존 포그,10068484,영국,2014-09-18,2014-09-18,65,764,2014-10-01,6810
 툼스톤,20140524,스콧 프랭크,10038365,미국,2014-09-18,2014-09-18,367,25970,2014-10-01,239711
 포세이돈,20141421,마크 L. 레스터,10024514,미국,2014-09-18,2014-09-18,20,1151,2014-10-01,3576
 피노키오의 모험,20141027,안나 저스티스,20138721,독일,2014-09-18,2014-09-18,34,172,2014-10-01,14641
" 1789, 바스티유의 연인들",20140121,정성복,20110332,한국,2014-09-18,2014-09-18,35,353,2014-10-01,3502
 60만번의 트라이,20148381,박사유|박돈사,20188663|20188664,한국,2014-09-18,2014-09-18,76,2172,2014-10-01,16035
 천국의 아이들,20124044,박흥식,20110989,한국,2012-05-24,2012-05-24,6,36,2012-06-06,1776
 할머니는 일학년,20125208,진광교,10070411,한국,2012-05-24,2012-05-24,30,264,2012-06-06,4653
 U.F.O.,20111686,공귀현,20112654,한국,2012-05-24,2012-05-24,11,43,2012-06-06,958
 미확인 동영상 : 절대클릭금지,20110312,김태경,20111601,한국,2012-05-30,2012-05-30,236,16702,2012-06-12,767826
 스노우 화이트 앤 더 헌츠맨,20113745,루퍼트 샌더스,20127329,미국,2012-05-30,2012-05-30,409,30024,2012-06-12,617485
 차형사,20124065,신태라,10040658,한국,2012-05-30,2012-05-30,395,48130,2012-06-12,910397
 다른나라에서,20124350,홍상수,10089497,한국,2012-05-31,2012-05-31,35,1843,2012-06-13,20325
 나이팅게일,20134105,필립 뮬,10086479,중국,2014-09-25,2014-09-25,4,68,2014-10-08,666
 나인뮤지스; 그녀들의 서바이벌,20121864,이학준,20143264,한국,2014-09-25,2014-09-25,6,47,2014-10-08,562
 더블: 달콤한 악몽,20149830,리처드 아요데,20189787,영국,2014-09-25,2014-09-25,42,489,2014-10-08,7199
 바리새인,20149819,정영배,10061970,한국,2014-09-25,2014-09-25,20,841,2014-10-08,1564
 베리 굿 걸,20140247,나오미 포너,10006979,미국,2014-09-25,2014-09-25,338,16519,2014-10-08,103104
 지골로 인 뉴욕,20140762,존 터투로,10068419,미국,2014-09-25,2014-09-25,230,3701,2014-10-08,29600
 타마코 러브 스토리,20140401,야마다 나오코,20173321,일본,2014-09-25,2014-09-25,25,570,2014-10-08,6719
 프랭크,20140196,레니 에이브러햄슨,10014876,영국,2014-09-25,2014-09-25,194,3832,2014-10-08,41994
 프렌즈 : 하얀 거짓말,20140922,기욤 까네,10003289,프랑스,2014-09-25,2014-09-25,52,1097,2014-10-08,5047
 플러스 원,20140244,데니스 일리아디스,10010817,미국,2014-09-25,2014-09-25,35,402,2014-10-08,2569
 히마와리와 나의 7일,20138328,히라마츠 에미코,10090936,일본,2014-09-25,2014-09-25,2,4,2014-10-08,421
 분신사바-저주의 시작,20140164,안병기,10043339,중국,2014-09-30,2014-09-30,20,908,2014-10-13,1308
 나는 야한 여자가 좋다 2,20141963,김봉은,10004364,한국,2014-10-01,2014-10-01,20,914,2014-10-14,1248
 백발마녀전: 명월천국,20141808,장지량,10060512,중국,2014-10-01,2014-10-01,20,929,2014-10-14,3151
 스톰 둠스데이,20142069,다니엘 러스코,20192006,미국,2014-10-01,2014-10-01,20,914,2014-10-14,1237
" 극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",20141281,사카모토 코이치,10034508,일본,2014-10-02,2014-10-02,205,4251,2014-10-15,179455
 돌이킬 수 없는,20140701,클레르 드니,10006604,프랑스,2014-10-02,2014-10-02,4,10,2014-10-15,126
 리저너블 다우트,20141821,피터 호윗,10086138,독일,2014-10-02,2014-10-02,19,510,2014-10-15,1421
 마담 뺑덕,20136863,임필성,10058886,한국,2014-10-02,2014-10-02,536,67072,2014-10-15,449053
 미조,20148588,남기웅,10007504,한국,2014-10-02,2014-10-02,3,11,2014-10-15,106
 슬로우 비디오,20135386,김영탁,10005032,한국,2014-10-02,2014-10-02,596,98673,2014-10-15,1071120
 애나벨,20141113,존 R. 레오네티,10068722,미국,2014-10-02,2014-10-02,344,81019,2014-10-15,794338
 유고와 라라 : 신비의 숲 어드벤처,20149838,왕운비,20190906,중국,2014-10-02,2014-10-02,104,740,2014-10-15,24795
 정글히어로,20141028,박태동|마우리시오 드 라 오르타,20191806|20192050,한국,2014-10-02,2014-10-02,181,2181,2014-10-15,66150
 제보자,20134589,임순례,10058650,한국,2014-10-02,2014-10-02,676,107854,2014-10-15,1355080
 초콜렛 도넛,20147691,트래비스 파인,10081271,미국,2014-10-02,2014-10-02,53,2171,2014-10-15,27617
 드라큘라 2014,20142441,패트릭 맥마너스,10023018,미국,2014-10-07,2014-10-07,4,119,2014-10-20,563
 아틀란틱 머신,20141607,자레드 콘,20191266,미국,2014-10-07,2014-10-07,20,908,2014-10-20,1181
 가자! 장미여관으로 3 - 방황,20142322,김봉은,10004364,한국,2014-10-08,2014-10-08,20,814,2014-10-21,1529
 나의 사랑 나의 신부,20147930,임찬상,10058842,한국,2014-10-08,2014-10-08,577,88406,2014-10-21,1543209
 드라큘라: 전설의 시작,20141261,개리 쇼어,10039753,미국,2014-10-08,2014-10-08,347,74586,2014-10-21,1048724
 맨홀,20148927,신재영,20153417,한국,2014-10-08,2014-10-08,279,26180,2014-10-21,132604
 에코,20140456,데이브 그린,10010305,미국,2014-10-08,2014-10-08,107,649,2014-10-21,18949
 5일의 마중,20141088,장예모,10060343,중국,2014-10-08,2014-10-08,62,1048,2014-10-21,35139
" 소년, 소녀 그리고 바다",20141107,가와세 나오미,10000249,일본,2014-10-09,2014-10-09,21,723,2014-10-22,5108
 지미스 홀,20141206,켄 로치,10075847,영국,2014-10-09,2014-10-09,34,1513,2014-10-22,9159
 행복배달부 팻아저씨,20149878,마이크 디사,10022641,영국,2014-10-09,2014-10-09,155,8988,2014-10-22,27943
 꼬마잠수함 올리,20141781,헤 질리,10059196,중국,2014-10-16,2014-10-16,127,1452,2014-10-29,24084
 노벰버 맨,20140458,로저 도널드슨,10017708,미국,2014-10-16,2014-10-16,360,29734,2014-10-29,246457
 사막에서 연어낚시,20149388,라세 할스트롬,10013865,영국,2014-10-16,2014-10-16,87,1740,2014-10-29,15916
 사토미를 찾아라,20142523,NEW PISTOL,20193793,한국,2014-10-16,2014-10-16,20,852,2014-10-29,2595
 천 번을 불러도,20148801,신성섭,20188775,한국,2014-10-16,2014-10-16,8,103,2014-10-29,577
 청풍자,20142129,맥조휘|장문강,10025470|10060155,홍콩,2014-10-16,2014-10-16,20,819,2014-10-29,1052
 컬러풀 웨딩즈,20149984,필립 드 쇼브홍,10086434,프랑스,2014-10-16,2014-10-16,323,16474,2014-10-29,180153
 킬 유어 달링,20140459,존 크로키다스,10068388,미국,2014-10-16,2014-10-16,93,3241,2014-10-29,26855
 할리데이,20149397,맥스 기와|다니아 파스퀴니,20115394|10009249,영국,2014-10-16,2014-10-16,147,1248,2014-10-29,12804
 황금시대,20141408,허안화,10088392,중국,2014-10-16,2014-10-16,58,1754,2014-10-29,10892
 거짓말 2014,20142812,이민환,20199129,한국,2014-10-22,2014-10-22,19,815,2014-11-04,1058
 거룩한 소녀 마리아,20141521,디트리흐 브룽게만,10047270,독일,2014-10-23,2014-10-23,5,21,2014-11-05,826
 나를 찾아줘,20140425,데이빗 핀처,10012198,미국,2014-10-23,2014-10-23,549,64919,2014-11-05,1376748
 나의 멋진 친구들,20142444,레나 코펠,10024776,스웨덴,2014-10-23,2014-10-23,2,2,2014-11-05,19
 다이빙벨,20141706,이상호|안해룡,20191566|10043984,한국,2014-10-23,2014-10-23,20,1430,2014-11-05,25161
 레드카펫,20139964,박범수,10028647,한국,2014-10-23,2014-10-23,375,26180,2014-11-05,300480
 마인드스케이프,20142021,호르헤 도라도,10088505,스페인,2014-10-23,2014-10-23,195,2901,2014-11-05,29707
 보이후드,20149910,리차드 링클레이터,10020023,미국,2014-10-23,2014-10-23,206,5083,2014-11-05,141979
 블루 발렌타인,20126026,데릭 시엔프랜스,20128509,미국,2012-05-31,2012-05-31,14,748,2012-06-13,9768
 엄마에게,20090105,이홍재,10058231,한국,2012-05-31,2012-05-31,4,37,2012-06-13,351
 마다가스카3 : 이번엔 서커스다!,20124136,에릭 다넬|톰 맥그라스|콘래드 베논,10048039|10080866|10076486,미국,2012-06-06,2012-06-06,509,226836,2012-06-19,1030621
 프로메테우스,20125086,리들리 스콧,10019469,미국,2012-06-06,2012-06-06,521,177078,2012-06-19,840046
 후궁 : 제왕의 첩,20113533,김대승,10003845,한국,2012-06-06,2012-06-06,558,272166,2012-06-19,1851897
 슈퍼스타,20125430,임진순,10058831,한국,2012-06-07,2012-06-07,16,109,2012-06-20,1370
 금의위 : 14 검의 비밀,20126573,이인항,10057088,홍콩,2012-06-14,2012-06-14,35,691,2012-06-27,8502
 더 스토닝,20112715,사이러스 노라스테,10034320,미국,2012-06-14,2012-06-14,16,264,2012-06-27,4660
 더 씽,20126617,매티스 반 헤이닌겐 주니어,20128809,미국,2012-06-14,2012-06-14,172,5038,2012-06-27,50620
 엘리아스: 바다의 보물을 찾아라!,20141681,리스 오스볼,10019715,노르웨이,2014-10-23,2014-10-23,94,498,2014-11-05,16608
 오토마타,20142689,가베 이바네즈,20126129,스페인,2014-10-23,2014-10-23,19,128,2014-11-05,1598
 우리는 형제입니다,20148842,장진,10060535,한국,2014-10-23,2014-10-23,517,62171,2014-11-05,872815
 타임 투 러브,20142110,저스틴 리어든,10073917,미국,2014-10-23,2014-10-23,201,4720,2014-11-05,23567
 토카레브,20142854,파코 카베자스,20173213,미국,2014-10-23,2014-10-23,20,908,2014-11-05,3375
 애프터 파티,20140443,미겔 라라야,10026903,스페인,2014-10-29,2014-10-29,2,118,2014-11-11,3951
 와이 스톱 나우,20142881,필 도링|론 니스워너,10026016|10017944,미국,2014-10-29,2014-10-29,2,99,2014-11-11,3966
 위층여자,20143285,이찬욱,20195166,한국,2014-10-29,2014-10-29,20,853,2014-11-11,3739
 틴토 브라스의 모든 것,20149756,마시밀라노 자닌,20189753,이탈리아,2014-10-29,2014-10-29,20,852,2014-11-11,2207
 깨끗하고 연약한,20149020,신조 타케히코,20112339,일본,2014-10-30,2014-10-30,12,377,2014-11-12,2361
 나의 독재자,20148626,이해준,10058053,한국,2014-10-30,2014-10-30,637,37015,2014-11-12,378635
 내가 잠들기 전에,20141961,로완 조페,10017542,영국,2014-10-30,2014-10-30,190,6705,2014-11-12,49801
 리턴드,20142732,마누엘 카르발로,20120282,스페인,2014-10-30,2014-10-30,21,865,2014-11-12,1978
" 모모세, 여기를 봐",20142701,야쿠모 사이지,20193093,일본,2014-10-30,2014-10-30,31,282,2014-11-12,2968
 반 고흐: 위대한 유산,20149016,핌 반 호브,10089272,네덜란드,2014-10-30,2014-10-30,34,501,2014-11-12,7666
 본타: 땅콩왕국의 전설,20142844,레오 리,10015154,중국,2014-10-30,2014-10-30,57,287,2014-11-12,16634
 서울연애,20135915,이우정,20113595,한국,2014-10-30,2014-10-30,4,60,2014-11-12,1243
 소리굽쇠,20123082,추상록,10072961,한국,2014-10-30,2014-10-30,45,229,2014-11-12,2862
 앵그리스트 맨,20141441,필 알덴 로빈슨,10086291,미국,2014-10-30,2014-10-30,159,2782,2014-11-12,29325
 웨스턴 리벤지,20142341,크리스티안 레브링,10077869,덴마크,2014-10-30,2014-10-30,114,2088,2014-11-12,15140
" 제자, 옥한흠",20142798,김상철,10004440,한국,2014-10-30,2014-10-30,18,1526,2014-11-12,24056
 누구에게나 찬란한,20148627,임유철,10058719,한국,2014-11-06,2014-11-06,42,369,2014-11-19,11203
 다우더,20149514,구혜선,10002274,한국,2014-11-06,2014-11-06,38,293,2014-11-19,3446
 박스트롤,20142301,그레이엄 애나블|안소니 스타치,10081282|10043454,미국,2014-11-06,2014-11-06,163,1326,2014-11-19,87504
 신선조-혈풍,20143393,츠지 히로유키,10050127,일본,2014-11-06,2014-11-06,6,164,2014-11-19,244
 인터스텔라,20149120,크리스토퍼 놀란,10077460,미국,2014-11-06,2014-11-06,"1,089",227025,2014-11-19,5440039
 지옥화,20111911,이상우,20111446,한국,2014-11-06,2014-11-06,5,55,2014-11-19,531
 패션왕,20147129,오기환,10050086,한국,2014-11-06,2014-11-06,518,48348,2014-11-19,568175
 현기증,20141609,이돈구,10055132,한국,2014-11-06,2014-11-06,71,999,2014-11-19,8415
 상해전기,20148353,지아 장 커,10069980,중국,2014-11-07,2014-11-07,1,65,2014-11-20,104
 거인,20141001,김태용,20191068,한국,2014-11-13,2014-11-13,77,2044,2014-11-26,19942
 달사람,20142628,스테판 셰쉬,10038815,프랑스,2014-11-13,2014-11-13,3,36,2014-11-26,828
 레디액션 청춘,20148619,김진무|박가희|주성수|정원식,20114292|20188661|20141934|20188662,한국,2014-11-13,2014-11-13,19,163,2014-11-26,2427
 아더 우먼,20142023,닉 카사베츠,10008972,미국,2014-11-13,2014-11-13,331,13185,2014-11-26,76593
 왓 이프,20142481,마이클 도즈,10022881,아일랜드,2014-11-13,2014-11-13,137,2694,2014-11-26,27525
 울브스,20142321,데이비드 헤이터,10011583,미국,2014-11-13,2014-11-13,291,7377,2014-11-26,43112
 철의 꿈,20147451,박경근,10028414,한국,2014-11-13,2014-11-13,9,51,2014-11-26,1013
 카트,20136802,부지영,10031684,한국,2014-11-13,2014-11-13,533,101033,2014-11-26,722336
 토마스와 친구들: 잃어버린 왕관,20143325,롭 실베스트리,10040734,영국,2014-11-13,2014-11-13,51,686,2014-11-26,14107
 토미웅거러 스토리,20143107,브래드 번스타인,10042006,프랑스,2014-11-13,2014-11-13,3,21,2014-11-26,343
 괴테스쿨의 사고뭉치들,20149699,보라 닥테킨,10031474,독일,2014-11-20,2014-11-20,11,670,2014-12-03,1733
 그 사람 그 사랑 그 세상,20143081,권혁만,20195495,한국,2014-11-20,2014-11-20,46,1141,2014-12-03,13410
 모던발레 채플린,20143564,소니아 파라모,10036595,독일,2014-11-20,2014-11-20,14,193,2014-12-03,583
 못,20132796,서호빈,20166810,한국,2014-11-20,2014-11-20,18,303,2014-12-03,2103
 봄,20130573,조근현,10065272,한국,2014-11-20,2014-11-20,104,1117,2014-12-03,13787
 부니 베어: 롤라 구출 대모험,20143565,정량,10019781,중국,2014-11-20,2014-11-20,112,834,2014-12-03,40967
 아빠를 빌려드립니다,20136312,김덕수,10003883,한국,2014-11-20,2014-11-20,324,13283,2014-12-03,157883
 락아웃: 익스트림미션,20124946,제임스 매더스|스테판 St. 레게르,10064084|20128130,미국,2012-06-14,2012-06-14,328,33802,2012-06-27,450051
 사다코 3D : 죽음의 동영상,20125646,하나부사 츠토무,20127909,일본,2012-06-14,2012-06-14,243,16432,2012-06-27,122299
 시작은 키스!,20126408,다비드 포앙키노스|스테판 포엔키노스,20128730|10038811,프랑스,2012-06-14,2012-06-14,29,935,2012-06-27,17287
 뉴타입 히어로 얏타맨,20126590,히시다 마사카즈|사사가와 히로시,20129369|20129370,일본,2012-06-21,2012-06-21,8,36,2012-07-04,2003
 두 개의 문,20112443,김일란|홍지유,10005439|10089864,한국,2012-06-21,2012-06-21,16,1079,2012-07-04,20124
 액트 오브 킬링,20148424,조슈아 오펜하이머,10066339,덴마크,2014-11-20,2014-11-20,32,423,2014-12-03,5620
 에이리언 스페이스,20143665,에멧 카리난,20197168,미국,2014-11-20,2014-11-20,4,214,2014-12-03,384
 퓨리,20140694,데이비드 에이어,10011476,미국,2014-11-20,2014-11-20,517,74695,2014-12-03,1114156
 헝거게임: 모킹제이,20140402,프란시스 로렌스,10084230,미국,2014-11-20,2014-11-20,587,88152,2014-12-03,807694
 고양이 사무라이,20149698,야마구치 요시타카,20189716,일본,2014-11-27,2014-11-27,15,276,2014-12-10,4602
 꾸뻬씨의 행복여행,20142843,피터 첼섬,10085993,영국,2014-11-27,2014-11-27,227,7932,2014-12-10,99264
 내 마음의 고향,20138061,박영철,20120221,한국,2014-11-27,2014-11-27,1,1,2014-12-10,41
" 님아, 그 강을 건너지 마오",20141111,진모영,20179941,한국,2014-11-27,2014-11-27,186,8607,2014-12-10,354503
 덤 앤 더머 투,20149287,바비 패럴리|피터 패럴리,10028253|10086073,미국,2014-11-27,2014-11-27,341,20011,2014-12-10,187702
 빅매치,20134590,최호,10072907,한국,2014-11-27,2014-11-27,618,75112,2014-12-10,1023081
 빌리 엘리어트 뮤지컬 라이브,20142182,스티븐 달드리,10039299,미국,2014-11-27,2014-11-27,36,711,2014-12-10,13149
" 안녕, 투이",20132797,김재한,20127650,한국,2014-11-27,2014-11-27,9,36,2014-12-10,938
 제인 구달,20111409,로렌츠 크나우어,20177301,독일,2014-11-27,2014-11-27,26,171,2014-12-10,2661
 해적왕의 황금나침반,20143261,마이크 마주크,20178560,독일,2014-11-27,2014-11-27,27,197,2014-12-10,4395
 혼스,20142741,알렉산더 아야,10044547,미국,2014-11-27,2014-11-27,160,2798,2014-12-10,17289
 엑소더스: 신들과 왕들,20140842,리들리 스콧,10019469,미국,2014-12-03,2014-12-03,756,97384,2014-12-16,1444198
 갈증,20142503,나카시마 테츠야,10007194,일본,2014-12-04,2014-12-04,32,645,2014-12-17,6466
 꼬마 잠수함 올리 2,20143314,밥 두셋,10029884,미국,2014-12-04,2014-12-04,90,1852,2014-12-17,30473
 덕수리 5형제,20134588,전형준,10061527,한국,2014-12-04,2014-12-04,327,18744,2014-12-17,209747
 목숨,20141704,이창재,10057682,한국,2014-12-04,2014-12-04,97,2746,2014-12-17,31766
 악사들,20148620,김지곤,20128778,한국,2014-12-04,2014-12-04,6,38,2014-12-17,1256
 울언니,20143666,이제락,10057343,한국,2014-12-04,2014-12-04,10,226,2014-12-17,4226
 지휘자를 위한 1분,20143542,앙헬 에스테반|엘레나 고아텔리,10048705|10049164,이탈리아,2014-12-04,2014-12-04,7,34,2014-12-17,1189
 춘하추동 로맨스,20149495,오창민,20111863,한국,2014-12-04,2014-12-04,5,281,2014-12-17,791
 테레즈 데케루,20143315,끌로드 밀러,10006617,프랑스,2014-12-04,2014-12-04,5,147,2014-12-17,1211
 GROW: 인피니트의 리얼 청춘 라이프,20143574,김진수,20196292,한국,2014-12-04,2014-12-04,70,4943,2014-12-17,23165
" 러브, 로지",20142421,크리스티안 디터,20177245,영국,2014-12-10,2014-12-10,348,27335,2014-12-23,281982
 버진 스노우,20143706,그렉 아라키,10002938,프랑스,2014-12-10,2014-12-10,121,2269,2014-12-23,14554
 사랑에 대한 모든 것,20143543,제임스 마쉬,10064077,미국,2014-12-10,2014-12-10,384,31139,2014-12-23,265059
 슈퍼처방전,20142857,대니 분,10010195,프랑스,2014-12-10,2014-12-10,144,1978,2014-12-23,19128
 원피스 : 에피소드 오브 루피 ~핸드 아일랜드의 모험~,20144361,모리타 히로유키|혼고 미츠루,10026362|20171609,일본,2014-12-10,2014-12-10,9,34,2014-12-23,1581
 쿼바디스,20141114,김재환,20113064,한국,2014-12-10,2014-12-10,7,295,2014-12-23,10536
" 파리오페라 발레의 별, 아녜스",20143901,마를렌느 이오네스코,10056735,프랑스,2014-12-10,2014-12-10,8,468,2014-12-23,1047
 파커,20148996,테일러 핵포드,10079955,미국,2014-12-10,2014-12-10,48,618,2014-12-23,6828
 무드 인디고,20143343,미셸 공드리,10027141,프랑스,2014-12-11,2014-12-11,55,2172,2014-12-24,24168
 변종샤크,20144504,그리프 퍼스트,10003019,미국,2014-12-11,2014-12-11,5,256,2014-12-24,424
 토미카 무비,20143961,오카모토 토모로,20198666,일본,2014-12-11,2014-12-11,23,144,2014-12-24,2719
 톰과 제리 아카데미 가다,20144281,조셉 바바라|윌리엄 한나,10067341|10053328,미국,2014-12-11,2014-12-11,32,218,2014-12-24,5909
 파티51,20137564,정용택,10062020,한국,2014-12-11,2014-12-11,9,81,2014-12-24,1458
 국제시장,20137048,윤제균,10054492,한국,2014-12-17,2014-12-17,931,184756,2014-12-30,4869135
 호빗: 다섯 군대 전투,20140226,피터 잭슨,10085973,미국,2014-12-17,2014-12-17,900,188655,2014-12-30,2448113
 마미,20141621,자비에 돌란,20115444,캐나다,2014-12-18,2014-12-18,84,2614,2014-12-31,35122
 앙상블,20128610,이종필,10057407,한국,2014-12-18,2014-12-18,1,195,2014-12-31,762
 두 번의 결혼식과 한 번의 장례식,20124061,김조광수,10005655,한국,2012-06-21,2012-06-21,66,3372,2012-07-04,38684
 미쓰GO,20113532,박철관,10029406,한국,2012-06-21,2012-06-21,417,58579,2012-07-04,592859
 설마 그럴리가 없어,20126624,조성규,10065915,한국,2012-06-21,2012-06-21,6,74,2012-07-04,1252
 아부의 왕,20124055,정승구,10061917,한국,2012-06-21,2012-06-21,410,48745,2012-07-04,469145
 페이스 블라인드,20126413,줄리앙 마그넷,10069553,미국,2012-06-21,2012-06-21,179,11849,2012-07-04,88844
