,actor_code,filmo,filmo_code,average_audience
5083,10090921,빌리 엘리어트 뮤지컬 라이브,20142182,0
5018,10084416,시작은 키스!,20126408,41968
5038,20196881,윌리엄 텔,20143401,0
5065,10005682,빅매치,20134590,42410
5031,10019779,헝거게임: 모킹제이,20140402,568521
5015,20127910,사다코 3D : 죽음의 동영상,20125646,12696
4956,10006545,카트,20136802,1268278
5056,10057315,빅매치,20134590,2485586
5086,10059538,제인 구달,20111409,0
5098,10039749,엑소더스: 신들과 왕들,20140842,869722
5058,20110148,빅매치,20134590,693381
5095,10068874,혼스,20142741,6729
5075,20136191,빅매치,20134590,1134568
5043,10000243,고양이 사무라이,20149698,0
5019,10032411,시작은 키스!,20126408,0
5087,10043730,제인 구달,20111409,1315212
5070,20181504,빅매치,20134590,0
5064,20203580,빅매치,20134590,0
5034,10052042,헝거게임: 모킹제이,20140402,517191
5090,20178561,해적왕의 황금나침반,20143261,7638
5089,10003496,학교 가는길,20142690,570148
5072,20204062,빅매치,20134590,0
5078,20111862,빅매치,20134590,0
5040,20196883,윌리엄 텔,20143401,0
5035,10049440,헝거게임: 모킹제이,20140402,212909
5071,20204058,빅매치,20134590,0
5097,10066641,엑소더스: 신들과 왕들,20140842,34050
5069,20181108,빅매치,20134590,175
5093,20178564,해적왕의 황금나침반,20143261,7638
5050,10064734,넥스트 투모로우 2,20144003,7109
5061,10036963,빅매치,20134590,63908
5029,10062627,헝거게임: 모킹제이,20140402,782299
5077,20174763,빅매치,20134590,11784
5088,10085363,제인 구달,20111409,169382
5057,10040665,빅매치,20134590,1269876
5119,20203660,덕수리 5형제,20134588,0
5120,20182677,덕수리 5형제,20134588,0
5122,20196227,덕수리 5형제,20134588,0
5126,20196270,덕수리 5형제,20134588,0
5104,10050144,갈증,20142503,124901
5103,10073039,갈증,20142503,18957
5124,20160623,덕수리 5형제,20134588,0
5109,20145724,꼬마 잠수함 올리 2,20143314,11880
5116,20133479,덕수리 5형제,20134588,0
5127,20231906,덕수리 5형제,20134588,0
5102,10001563,갈증,20142503,3653
5114,20176541,덕수리 5형제,20134588,316953
5123,20204190,덕수리 5형제,20134588,0
5111,10054305,덕수리 5형제,20134588,338168
5152,20203508,춘하추동 로맨스,20149495,0
5110,20174745,꼬마 잠수함 올리 2,20143314,87885
5125,20217046,덕수리 5형제,20134588,0
5107,20192066,꼬마 잠수함 올리 2,20143314,29114
5115,20111692,덕수리 5형제,20134588,678179
5208,20181377,국제시장,20137048,0
5178,10074540,슈퍼처방전,20142857,62876
5144,20200529,울언니,20143666,0
5174,20154481,버진 스노우,20143706,1143
5227,10051115,호빗: 다섯 군대 전투,20140226,1115916
5182,10007517,쿼바디스,20141114,9998
5163,20196295,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5162,20196294,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5138,20202897,울언니,20143666,0
5106,20174747,꼬마 잠수함 올리 2,20143314,59571
5143,20204168,울언니,20143666,0
5157,10050205,테레즈 데케루,20143315,305256
5133,20141337,목숨,20141704,0
5159,10041073,테레즈 데케루,20143315,5187
5108,10054347,꼬마 잠수함 올리 2,20143314,38583
5189,10077766,변종샤크,20144504,81575
5135,20204042,악사들,20148620,0
5145,20204036,울언니,20143666,0
5186,10000037,무드 인디고,20143343,6566
5101,10046700,갈증,20142503,46434
5213,20202898,국제시장,20137048,0
5112,10037095,덕수리 5형제,20134588,738256
5161,20196293,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5134,20203671,악사들,20148620,0
5179,10081515,슈퍼처방전,20142857,0
5156,20111082,춘하추동 로맨스,20149495,142578
5173,20178838,버진 스노우,20143706,3031
5167,20196300,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5113,10056447,덕수리 5형제,20134588,447569
5180,20165428,쿼바디스,20141114,0
5169,20173124,"러브, 로지",20142421,319793
5155,20111279,춘하추동 로맨스,20149495,3435801
5105,10007257,갈증,20142503,28642
5146,10069842,울언니,20143666,185978
5117,20203487,덕수리 5형제,20134588,0
5205,20133283,국제시장,20137048,0
5141,20134782,울언니,20143666,0
5121,20159905,덕수리 5형제,20134588,0
5158,20113678,테레즈 데케루,20143315,14825
5168,20113051,"러브, 로지",20142421,332109
5149,20140552,춘하추동 로맨스,20149495,0
5154,10058149,춘하추동 로맨스,20149495,0
5190,10091193,변종샤크,20144504,227638
5164,20196296,GROW: 인피니트의 리얼 청춘 라이프,20143574,30632
5136,10050043,울언니,20143666,270135
5139,20203488,울언니,20143666,0
5128,10003606,덕수리 5형제,20134588,0
5244,20180780,두 번의 결혼식과 한 번의 장례식,20124061,0
5147,20237567,울언니,20143666,0
5314,20195470,기술자들,20149265,0
5175,10047810,사랑에 대한 모든 것,20143543,966700
5230,20179797,호빗: 다섯 군대 전투,20140226,2562221
5232,10051209,마미,20141621,0
5221,10028517,국제시장,20137048,958961
5233,20179278,마미,20141621,7417
5339,10064321,숲속으로,20143422,1182889
5334,20111744,상의원,20147176,77801
5202,20134001,국제시장,20137048,0
5266,20129055,설마 그럴리가 없어,20126624,0
5296,20170901,기술자들,20149265,4387829
5332,20234546,상의원,20147176,0
5341,10077251,숲속으로,20143422,809523
5265,20129054,설마 그럴리가 없어,20126624,0
5200,10025537,국제시장,20137048,1851
5137,20176563,울언니,20143666,6
5142,20203790,울언니,20143666,0
5226,10075724,호빗: 다섯 군대 전투,20140226,650085
5198,20171140,국제시장,20137048,324309
5216,20204178,국제시장,20137048,0
5313,20180258,기술자들,20149265,0
5306,20149869,기술자들,20149265,0
5278,20179717,아부의 왕,20124055,0
5272,10004577,아부의 왕,20124055,1270120
5172,10077526,버진 스노우,20143706,0
5300,10066791,기술자들,20149265,1858046
5256,20179749,미쓰GO,20113532,0
5215,20163295,국제시장,20137048,0
5252,10055401,미쓰GO,20113532,847820
5235,20204111,앙상블,20128610,0
5240,10061947,두 번의 결혼식과 한 번의 장례식,20124061,756
5282,20147135,아부의 왕,20124055,0
5337,10065531,숲속으로,20143422,845379
5264,10054119,미쓰GO,20113532,90286
5316,20145277,기술자들,20149265,0
5335,10005691,상의원,20147176,46239
5187,10042144,무드 인디고,20143343,1635
5269,20182016,설마 그럴리가 없어,20126624,0
5197,10013826,국제시장,20137048,965916
5263,20236946,미쓰GO,20113532,8897
5203,20165538,국제시장,20137048,0
5330,20145277,상의원,20147176,0
5262,10007542,미쓰GO,20113532,645
5196,10060331,국제시장,20137048,2802540
5299,20111526,기술자들,20149265,3390000
5284,20163848,아부의 왕,20124055,9439
5250,10054128,미쓰GO,20113532,3534296
5160,10038501,테레즈 데케루,20143315,0
5212,20203662,국제시장,20137048,0
5255,10004305,미쓰GO,20113532,1140647
5201,10003969,국제시장,20137048,0
5292,10069604,클라우즈 오브 실스마리아,20142964,65385
5153,10004723,춘하추동 로맨스,20149495,0
5231,10045649,마미,20141621,5693
5258,10087446,미쓰GO,20113532,0
5249,10001825,미쓰GO,20113532,197380
5336,10025792,숲속으로,20143422,335210
5185,10050205,무드 인디고,20143343,301769
5206,20203770,국제시장,20137048,0
5259,20163223,미쓰GO,20113532,10141
5129,10029425,덕수리 5형제,20134588,0
5247,10002548,두 번의 결혼식과 한 번의 장례식,20124061,63221
5222,20110629,국제시장,20137048,0
5243,10057741,두 번의 결혼식과 한 번의 장례식,20124061,0
5209,20203631,국제시장,20137048,0
5218,20185969,국제시장,20137048,38244
5150,20192427,춘하추동 로맨스,20149495,0
5165,20196297,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5131,20192448,목숨,20141704,0
5140,20203628,울언니,20143666,0
5151,20143240,춘하추동 로맨스,20149495,0
5176,10083291,사랑에 대한 모든 것,20143543,290416
5219,20150459,국제시장,20137048,434777
5224,10056480,호빗: 다섯 군대 전투,20140226,1643559
5118,20203588,덕수리 5형제,20134588,0
5193,10005297,국제시장,20137048,1471948
5130,20192447,목숨,20141704,0
5177,10010195,슈퍼처방전,20142857,7021
5171,10048502,버진 스노우,20143706,656133
5286,10027885,페이스 블라인드,20126413,294516
5268,10065915,설마 그럴리가 없어,20126624,0
5246,10056268,두 번의 결혼식과 한 번의 장례식,20124061,283
5236,20204112,앙상블,20128610,0
5238,10019138,두 번의 결혼식과 한 번의 장례식,20124061,335599
5220,20140048,국제시장,20137048,33008
5302,10065609,기술자들,20149265,1185625
5194,10050151,국제시장,20137048,3067017
5301,10058796,기술자들,20149265,1989352
5132,20203643,목숨,20141704,0
5210,20203581,국제시장,20137048,0
5184,10016462,무드 인디고,20143343,11716
5192,10090290,국제시장,20137048,2898683
5217,20133258,국제시장,20137048,0
5395,10061758,워킹걸,20147947,0
5267,20127964,설마 그럴리가 없어,20126624,0
5191,20203672,파티51,20137564,0
5257,20130877,미쓰GO,20113532,0
5274,20112263,아부의 왕,20124055,146602
5253,10001779,미쓰GO,20113532,1800610
5324,20197407,상의원,20147176,0
5188,20126651,무드 인디고,20143343,331229
5223,10024795,호빗: 다섯 군대 전투,20140226,665624
5242,20133623,두 번의 결혼식과 한 번의 장례식,20124061,0
5277,20137049,아부의 왕,20124055,23390
5237,10003973,두 번의 결혼식과 한 번의 장례식,20124061,1
5199,10061967,국제시장,20137048,1507255
5261,10056895,미쓰GO,20113532,632685
5325,20067092,상의원,20147176,0
5288,10033933,페이스 블라인드,20126413,1039770
5166,20196299,GROW: 인피니트의 리얼 청춘 라이프,20143574,39577
5211,20204029,국제시장,20137048,0
5181,10043361,쿼바디스,20141114,31271
5331,10005532,상의원,20147176,270148
5170,10020204,버진 스노우,20143706,319889
5207,20203568,국제시장,20137048,0
5303,20143687,기술자들,20149265,628508
5148,10002379,울언니,20143666,0
5287,10069496,페이스 블라인드,20126413,379680
5229,10090849,호빗: 다섯 군대 전투,20140226,468560
5183,10041120,"파리오페라 발레의 별, 아녜스",20143901,0
5290,20140048,I AM,20113553,0
5195,10062279,국제시장,20137048,2016249
5239,10037146,두 번의 결혼식과 한 번의 장례식,20124061,0
5273,10001779,아부의 왕,20124055,1808739
5260,20182074,미쓰GO,20113532,0
5248,10072645,두 번의 결혼식과 한 번의 장례식,20124061,124894
5214,20114792,국제시장,20137048,0
5280,20181152,아부의 왕,20124055,0
5225,10020162,호빗: 다섯 군대 전투,20140226,2393409
5228,10077498,호빗: 다섯 군대 전투,20140226,591004
5298,10001779,기술자들,20149265,1661134
5289,20170154,페이스 블라인드,20126413,54
5387,10060947,언브로큰,20149948,11886
5241,20166713,두 번의 결혼식과 한 번의 장례식,20124061,0
5305,20184701,기술자들,20149265,0
5319,10087518,상의원,20147176,1513882
5353,10005220,개를 훔치는 완벽한 방법,20130574,0
5385,10016538,아메리칸 셰프,20140609,2267450
5270,10037095,아부의 왕,20124055,702368
5283,10090114,아부의 왕,20124055,1026
5377,10025008,테이큰 3,20143642,1287690
5315,10072825,기술자들,20149265,0
5234,20204110,앙상블,20128610,0
5309,10054514,기술자들,20149265,0
5276,20111927,아부의 왕,20124055,0
5375,10019770,테이큰 3,20143642,723965
5308,20153738,기술자들,20149265,0
5349,10072250,개를 훔치는 완벽한 방법,20130574,185740
5251,10035832,미쓰GO,20113532,2113713
5304,10005221,기술자들,20149265,960618
5285,10028629,아부의 왕,20124055,2744
5279,20180050,아부의 왕,20124055,0
5245,10043326,두 번의 결혼식과 한 번의 장례식,20124061,0
5333,10072934,상의원,20147176,1085
5352,20156438,개를 훔치는 완벽한 방법,20130574,0
5367,10030708,마다가스카의 펭귄,20149859,1067163
5360,20122862,개를 훔치는 완벽한 방법,20130574,22900
5351,10057706,개를 훔치는 완벽한 방법,20130574,213009
5281,20130928,아부의 왕,20124055,0
5311,20181195,기술자들,20149265,0
5369,10080866,마다가스카의 펭귄,20149859,0
5371,10077453,마다가스카의 펭귄,20149859,0
5312,20148293,기술자들,20149265,0
5364,10071147,더 테너 리리코 스핀토,20141614,212929
5328,20209686,상의원,20147176,181136
5326,20166881,상의원,20147176,0
5294,20112356,클라우즈 오브 실스마리아,20142964,85250
5396,10061758,워킹걸,20147947,0
5307,10053872,기술자들,20149265,0
5297,10005030,기술자들,20149265,247674
5317,20144380,기술자들,20149265,0
5386,10067699,아메리칸 셰프,20140609,344887
5254,10028888,미쓰GO,20113532,789796
5358,10005532,개를 훔치는 완벽한 방법,20130574,270148
5271,10035832,아부의 왕,20124055,2119703
5383,10038163,아메리칸 셰프,20140609,1916903
5204,10090348,국제시장,20137048,0
5293,10077997,클라우즈 오브 실스마리아,20142964,607878
5275,20128729,아부의 왕,20124055,75069
5323,20159507,상의원,20147176,0
5362,10066805,개를 훔치는 완벽한 방법,20130574,941836
5388,20181781,언브로큰,20149948,1369554
5356,20199635,개를 훔치는 완벽한 방법,20130574,1122
5338,10048445,숲속으로,20143422,617168
5397,20112298,워킹걸,20147947,11082
5291,20133559,I AM,20113553,1866
5321,10028892,상의원,20147176,3004785
5322,20111976,상의원,20147176,641916
5393,10006120,워킹걸,20147947,317968
5327,10028660,상의원,20147176,293312
5345,10068370,맵 투 더 스타,20141783,288013
5329,20136191,상의원,20147176,1134568
5318,20262849,상의원,20147176,0
5374,10082045,내일을 위한 시간,20143045,4026
5390,10031593,언브로큰,20149948,3507930
5320,10001656,상의원,20147176,1399793
5379,10083379,테이큰 3,20143642,219564
5359,20233866,개를 훔치는 완벽한 방법,20130574,0
5398,10030269,워킹걸,20147947,0
5363,10054008,더 테너 리리코 스핀토,20141614,822600
5370,10077075,마다가스카의 펭귄,20149859,0
5392,20133947,워킹걸,20147947,443462
5347,10006390,개를 훔치는 완벽한 방법,20130574,789491
5382,10036752,아메리칸 셰프,20140609,30140
5372,10075911,마다가스카의 펭귄,20149859,60048
5344,10033828,맵 투 더 스타,20141783,4046
5350,10000955,개를 훔치는 완벽한 방법,20130574,1182549
5348,20179001,개를 훔치는 완벽한 방법,20130574,2711071
5378,10067550,테이큰 3,20143642,0
5389,10001038,언브로큰,20149948,125996
5365,10056081,더 테너 리리코 스핀토,20141614,1853
5376,10082423,테이큰 3,20143642,416260
5373,10022184,내일을 위한 시간,20143045,179801
5384,10010611,아메리칸 셰프,20140609,629202
5340,10042927,숲속으로,20143422,130206
5381,10021005,아메리칸 셰프,20140609,0
5380,10068447,아메리칸 셰프,20140609,1823929
5368,10067815,마다가스카의 펭귄,20149859,828459
5357,20138908,개를 훔치는 완벽한 방법,20130574,0
5366,20142516,더 테너 리리코 스핀토,20141614,2339635
5361,20236647,개를 훔치는 완벽한 방법,20130574,23631
5399,20135968,워킹걸,20147947,0
5355,10028753,개를 훔치는 완벽한 방법,20130574,0
5354,20147763,개를 훔치는 완벽한 방법,20130574,0
5394,20111834,워킹걸,20147947,0
5310,20181069,기술자들,20149265,0
5346,20111975,맵 투 더 스타,20141783,745552
5342,10069498,맵 투 더 스타,20141783,260187
5343,20112617,맵 투 더 스타,20141783,312804
5400,20220875,워킹걸,20147947,0
5391,10066680,워킹걸,20147947,2356002
5408,20224076,워킹걸,20147947,0
5419,10031169,패딩턴,20144523,356767
5423,10041073,나의 사적인 여자친구,20143921,2380
5427,10056669,설해,20124398,96023
5413,10004335,워킹걸,20147947,79133
5405,20222946,워킹걸,20147947,0
5406,20111082,워킹걸,20147947,114303
5430,20225099,설해,20124398,0
5411,10066926,워킹걸,20147947,1477625
5415,10047462,타임 패러독스,20144481,116720
5442,20193027,설해,20124398,10
5416,10008123,타임 패러독스,20144481,77044
5425,10071696,바티칸 뮤지엄,20144522,123262
5426,20126329,설해,20124398,0
5494,20227366,미라클 여행기,20148631,0
5489,20224092,허삼관,20131262,0
5473,10035832,허삼관,20131262,2038612
5441,20238726,설해,20124398,495
5436,20227617,설해,20124398,0
5487,20223873,허삼관,20131262,0
5412,20220846,워킹걸,20147947,563823
5440,20113303,설해,20124398,461553
5410,20154888,워킹걸,20147947,0
5464,10004373,오늘의 연애,20142407,21937
