,actor_code,filmo,filmo_code,average_audience
4404,10029298,천국의 아이들,20124044,727475
4304,10043631,타짜-신의 손,20134804,901356
4497,10049967,바리새인,20149819,0
4429,20181359,할머니는 일학년,20125208,0
4492,20159723,나인뮤지스; 그녀들의 서바이벌,20121864,0
4458,10077282,스노우 화이트 앤 더 헌츠맨,20113745,2714358
4490,20192049,나인뮤지스; 그녀들의 서바이벌,20121864,0
4436,20112654,U.F.O.,20111686,0
4314,20067819,자유의 언덕,20148840,136205
4357,10027673,씬 시티: 다크히어로의 부활,20134069,267809
4388,10053157,툼스톤,20140524,1136367
4295,10089643,타짜-신의 손,20134804,0
4439,20142158,U.F.O.,20111686,0
4403,10053565,천국의 아이들,20124044,890901
4430,20192366,할머니는 일학년,20125208,72
4493,20199278,나인뮤지스; 그녀들의 서바이벌,20121864,0
4469,10029193,차형사,20124065,164450
4428,20181066,할머니는 일학년,20125208,0
4478,20191126,차형사,20124065,0
4480,20180371,차형사,20124065,0
4479,20113225,차형사,20124065,599
4414,20184214,천국의 아이들,20124044,0
4443,20184368,U.F.O.,20111686,0
4452,20180983,미확인 동영상 : 절대클릭금지,20110312,0
4494,20200951,나인뮤지스; 그녀들의 서바이벌,20121864,0
4427,20180049,할머니는 일학년,20125208,0
4475,20181264,차형사,20124065,0
4454,20137023,미확인 동영상 : 절대클릭금지,20110312,0
4455,20184493,미확인 동영상 : 절대클릭금지,20110312,0
4433,20126230,U.F.O.,20111686,0
4416,20184416,천국의 아이들,20124044,0
4483,10062071,다른나라에서,20124350,1296614
4435,20112654,U.F.O.,20111686,0
4462,20128311,차형사,20124065,1676040
4453,20181493,미확인 동영상 : 절대클릭금지,20110312,0
4472,20180580,차형사,20124065,0
4486,10002548,다른나라에서,20124350,63221
4413,20183631,천국의 아이들,20124044,0
4409,20181004,천국의 아이들,20124044,0
4412,20181709,천국의 아이들,20124044,0
4424,20179369,할머니는 일학년,20125208,0
4450,10061555,미확인 동영상 : 절대클릭금지,20110312,0
4459,10000877,차형사,20124065,912044
4484,10054391,다른나라에서,20124350,747363
4466,20179073,차형사,20124065,0
4477,20141082,차형사,20124065,0
4489,10056114,나이팅게일,20134105,50
4449,20150264,미확인 동영상 : 절대클릭금지,20110312,0
4451,10028638,미확인 동영상 : 절대클릭금지,20110312,214
4465,20171225,차형사,20124065,0
4476,20154196,차형사,20124065,0
4481,10057136,다른나라에서,20124350,24193
4463,20128312,차형사,20124065,3962
4485,10026716,다른나라에서,20124350,344239
4447,20112931,미확인 동영상 : 절대클릭금지,20110312,732166
4474,10088291,차형사,20124065,0
4457,10077997,스노우 화이트 앤 더 헌츠맨,20113745,574343
4491,20197662,나인뮤지스; 그녀들의 서바이벌,20121864,0
4411,20161567,천국의 아이들,20124044,0
4467,20179093,차형사,20124065,0
4461,20111011,차형사,20124065,249493
4495,10063284,더블: 달콤한 악몽,20149830,984198
4419,10040307,천국의 아이들,20124044,0
4420,20128229,할머니는 일학년,20125208,0
4496,20112617,더블: 달콤한 악몽,20149830,312614
4482,10053981,다른나라에서,20124350,772042
4471,10013826,차형사,20124065,965916
4464,20112995,차형사,20124065,0
4460,10035868,차형사,20124065,27941
4470,10058320,차형사,20124065,707493
4426,20179848,할머니는 일학년,20125208,0
4500,10001753,바리새인,20149819,47125
4438,20137023,U.F.O.,20111686,0
4431,10057434,U.F.O.,20111686,36446
4399,10026802,60만번의 트라이,20148381,2243934
4499,10065832,바리새인,20149819,5181014
4468,10040580,차형사,20124065,4384227
4473,10087442,차형사,20124065,0
4456,10035154,스노우 화이트 앤 더 헌츠맨,20113745,506286
4505,20199186,바리새인,20149819,0
4506,20199516,바리새인,20149819,0
4503,20198974,바리새인,20149819,0
4533,10048358,리저너블 다우트,20141821,30
4514,10053157,베리 굿 걸,20140247,1205908
4530,10012401,히마와리와 나의 7일,20138328,1010
4518,10027996,지골로 인 뉴욕,20140762,14486
4502,20197946,바리새인,20149819,0
4508,20200095,바리새인,20149819,0
4504,20199069,바리새인,20149819,0
4509,20200947,바리새인,20149819,0
4517,10035097,지골로 인 뉴욕,20140762,125584
4513,20120281,베리 굿 걸,20140247,1413629
4522,10079140,타마코 러브 스토리,20140401,0
4538,20197790,마담 뺑덕,20136863,0
4521,10038079,타마코 러브 스토리,20140401,0
4501,20197048,바리새인,20149819,0
4519,10036752,지골로 인 뉴욕,20140762,153794
4511,20201012,바리새인,20149819,0
4507,20199850,바리새인,20149819,0
4528,10034518,히마와리와 나의 7일,20138328,34877
4568,10091176,애나벨,20141113,0
4515,10068419,지골로 인 뉴욕,20140762,20353
4520,10019511,지골로 인 뉴욕,20140762,377032
4543,20201547,마담 뺑덕,20136863,0
4589,10000476,제보자,20134589,4322
4673,10047901,컬러풀 웨딩즈,20149984,0
4709,10020444,보이후드,20149910,0
4549,10007527,슬로우 비디오,20135386,595885
4652,10031520,에코,20140456,0
4636,10054257,나의 사랑 나의 신부,20147930,139113
4526,10025026,프랭크,20140196,141907
4658,10030094,지미스 홀,20141206,0
4588,10004264,제보자,20134589,623857
4689,20173216,나의 멋진 친구들,20142444,7135
4562,20201517,슬로우 비디오,20135386,0
4604,20181321,제보자,20134589,0
4646,20199053,맨홀,20148927,0
4597,20198175,제보자,20134589,0
4599,20200529,제보자,20134589,0
4571,10080145,애나벨,20141113,0
4557,20113692,슬로우 비디오,20135386,0
4651,10022056,에코,20140456,0
4648,10072168,맨홀,20148927,5096
4693,10054204,레드카펫,20139964,434849
4653,10031289,에코,20140456,0
4628,20146959,나의 사랑 나의 신부,20147930,0
4626,20199709,나의 사랑 나의 신부,20147930,0
4524,20112618,프랭크,20140196,698524
4608,20126450,제보자,20134589,15253
4664,20192067,꼬마잠수함 올리,20141781,0
4576,20191808,정글히어로,20141028,1624601
4666,10085363,노벰버 맨,20140458,161337
4687,20113745,나를 찾아줘,20140425,598596
4592,10055683,제보자,20134589,1422
4564,20113462,슬로우 비디오,20135386,354089
4553,20184903,슬로우 비디오,20135386,0
4624,20155963,나의 사랑 나의 신부,20147930,1634051
4714,10004761,엄마에게,20090105,0
4529,10007257,히마와리와 나의 7일,20138328,29361
4548,10071209,슬로우 비디오,20135386,1726265
4616,10055414,제보자,20134589,2535861
4625,20147107,나의 사랑 나의 신부,20147930,13360
4700,20187968,레드카펫,20139964,0
4590,20153744,제보자,20134589,2196691
4691,20191566,다이빙벨,20141706,15264
4565,20111862,슬로우 비디오,20135386,0
4598,20199979,제보자,20134589,0
4637,20111869,나의 사랑 나의 신부,20147930,2942
4650,10003482,에코,20140456,0
4572,20190907,유고와 라라 : 신비의 숲 어드벤처,20149838,212649
4575,20283250,정글히어로,20141028,0
4692,20165444,다이빙벨,20141706,0
4555,20232846,슬로우 비디오,20135386,0
4665,10089884,꼬마잠수함 올리,20141781,57012
4631,20201789,나의 사랑 나의 신부,20147930,0
4577,20129731,정글히어로,20141028,61276
4638,20211008,나의 사랑 나의 신부,20147930,2054297
4645,20199010,맨홀,20148927,0
4550,10050151,슬로우 비디오,20135386,3481465
4586,10029013,제보자,20134589,1544887
4600,20200630,제보자,20134589,0
4527,10038246,프랭크,20140196,1080
4614,20111869,제보자,20134589,2942
4587,10019138,제보자,20134589,315264
4607,10060157,제보자,20134589,0
4670,10048445,사막에서 연어낚시,20149388,646463
4683,10018512,거룩한 소녀 마리아,20141521,0
4585,10054755,제보자,20134589,645557
4539,10047275,마담 뺑덕,20136863,0
4702,10043631,레드카펫,20139964,901356
4627,20132395,나의 사랑 나의 신부,20147930,0
4609,20112019,제보자,20134589,0
4672,20166494,컬러풀 웨딩즈,20149984,73
4595,20197672,제보자,20134589,0
4660,10008952,지미스 홀,20141206,185851
4532,10012810,리저너블 다우트,20141821,489905
4554,10000476,슬로우 비디오,20135386,4322
4569,10045292,애나벨,20141113,0
4570,10048057,애나벨,20141113,0
4594,20197010,제보자,20134589,0
4612,10060043,제보자,20134589,1254906
4619,10044263,초콜렛 도넛,20147691,921788
4708,10082504,보이후드,20149910,18179
4516,10052035,지골로 인 뉴욕,20140762,73974
4681,10051599,황금시대,20141408,0
4622,20121022,나의 사랑 나의 신부,20147930,3003019
4546,20209686,마담 뺑덕,20136863,181136
4523,10000021,타마코 러브 스토리,20140401,0
4647,20151226,맨홀,20148927,0
4696,10065609,레드카펫,20139964,2309318
4603,20196319,제보자,20134589,0
4630,20150685,나의 사랑 나의 신부,20147930,0
4580,20191157,정글히어로,20141028,34550
4655,10070442,5일의 마중,20141088,18914
4701,10055414,레드카펫,20139964,2535861
4536,20181686,마담 뺑덕,20136863,0
4641,10012810,드라큘라: 전설의 시작,20141261,269852
4611,20189746,제보자,20134589,476665
4620,10070789,초콜렛 도넛,20147691,0
4512,10009990,베리 굿 걸,20140247,553166
4593,10056268,제보자,20134589,283
4545,20202895,마담 뺑덕,20136863,0
4674,10077934,컬러풀 웨딩즈,20149984,23827
4680,20125868,황금시대,20141408,30585
4606,20152117,제보자,20134589,564994
4578,20191809,정글히어로,20141028,0
4659,10039961,지미스 홀,20141206,0
4676,10009288,킬 유어 달링,20140459,2206317
4584,20111976,제보자,20134589,545414
4559,20199949,슬로우 비디오,20135386,0
4579,20113125,정글히어로,20141028,117943
4644,10004452,맨홀,20148927,1147385
4649,10005532,맨홀,20148927,270148
4567,10041056,애나벨,20141113,2052474
4558,20199285,슬로우 비디오,20135386,0
4715,20166947,엄마에게,20090105,0
4656,20100381,"소년, 소녀 그리고 바다",20141107,0
4643,10062071,맨홀,20148927,1290172
4710,10014012,블루 발렌타인,20126026,489925
4711,10027310,블루 발렌타인,20126026,84126
4629,20196506,나의 사랑 나의 신부,20147930,0
4640,20129264,드라큘라: 전설의 시작,20141261,1089869
4688,10027333,나를 찾아줘,20140425,0
4678,20120281,킬 유어 달링,20140459,1422483
4699,20179798,레드카펫,20139964,0
4618,10002548,제보자,20134589,63221
4544,10006545,마담 뺑덕,20136863,1268278
4684,10041055,거룩한 소녀 마리아,20141521,0
4615,10087396,제보자,20134589,54
4583,10029474,제보자,20134589,2022615
4716,20179654,엄마에게,20090105,0
4560,20200096,슬로우 비디오,20135386,0
4581,20199567,정글히어로,20141028,0
4535,20110323,마담 뺑덕,20136863,209862
4573,20137223,유고와 라라 : 신비의 숲 어드벤처,20149838,107510
4547,10054345,마담 뺑덕,20136863,720011
4537,20197267,마담 뺑덕,20136863,0
4552,10070393,슬로우 비디오,20135386,4773803
4617,20200732,제보자,20134589,0
4534,10062025,마담 뺑덕,20136863,1577032
4668,10085818,노벰버 맨,20140458,154247
4596,20198166,제보자,20134589,0
4677,20126770,킬 유어 달링,20140459,513484
4662,20174747,꼬마잠수함 올리,20141781,60330
4510,20200982,바리새인,20149819,0
4671,10077996,사막에서 연어낚시,20149388,19456
4561,10089002,슬로우 비디오,20135386,0
4669,10056775,사막에서 연어낚시,20149388,447442
4574,20191807,정글히어로,20141028,0
4541,20200859,마담 뺑덕,20136863,0
4556,10057492,슬로우 비디오,20135386,98151
4718,10077046,마다가스카3 : 이번엔 서커스다!,20124136,328627
4602,10003526,제보자,20134589,66768
4601,20201055,제보자,20134589,0
4667,10051089,노벰버 맨,20140458,491972
4525,20181781,프랭크,20140196,1410417
4639,20199031,나의 사랑 나의 신부,20147930,0
4540,20200430,마담 뺑덕,20136863,0
4654,10001889,5일의 마중,20141088,168707
4582,20201375,정글히어로,20141028,0
4634,20136191,나의 사랑 나의 신부,20147930,1134568
4621,10000056,초콜렛 도넛,20147691,2
4566,10042830,슬로우 비디오,20135386,711256
4706,10020564,보이후드,20149910,0
4663,20192066,꼬마잠수함 올리,20141781,33668
4591,10005801,제보자,20134589,2645
4605,20163894,제보자,20134589,0
4551,10001779,슬로우 비디오,20135386,1721348
4613,10005012,제보자,20134589,1744
4690,10058397,나의 멋진 친구들,20142444,0
4632,20135230,나의 사랑 나의 신부,20147930,0
4661,10017665,지미스 홀,20141206,8657
4682,10042617,거룩한 소녀 마리아,20141521,0
4542,10003902,마담 뺑덕,20136863,365868
4563,10005091,슬로우 비디오,20135386,0
4531,10034095,리저너블 다우트,20141821,769346
4623,10040372,나의 사랑 나의 신부,20147930,510819
4635,10013826,나의 사랑 나의 신부,20147930,965916
4697,20176541,레드카펫,20139964,210777
4610,10072934,제보자,20134589,1085
4633,20125798,나의 사랑 나의 신부,20147930,0
4705,10086900,마인드스케이프,20142021,0
4761,10048281,더 씽,20126617,0
4780,10066421,애프터 파티,20140443,0
4756,10037324,더 스토닝,20112715,0
4746,20179444,슈퍼스타,20125430,0
4704,10024254,마인드스케이프,20142021,149239
4694,10001765,레드카펫,20139964,289391
4717,10031151,마다가스카3 : 이번엔 서커스다!,20124136,673792
4754,20154169,슈퍼스타,20125430,0
4764,20127194,우리는 형제입니다,20148842,1740743
4698,20111206,레드카펫,20139964,32155
4695,10050734,레드카펫,20139964,722587
4797,20202066,나의 독재자,20148626,0
4686,10017663,나를 찾아줘,20140425,262212
4774,10058024,우리는 형제입니다,20148842,1380044
4740,10050781,후궁 : 제왕의 첩,20113533,210889
4733,20110935,후궁 : 제왕의 첩,20113533,1104436
4679,10079526,황금시대,20141408,349341
4752,20180824,슈퍼스타,20125430,0
4732,10054755,후궁 : 제왕의 첩,20113533,669166
4721,10084238,마다가스카3 : 이번엔 서커스다!,20124136,29385
4796,20201749,나의 독재자,20148626,0
4770,20143806,우리는 형제입니다,20148842,364840
4777,20203246,우리는 형제입니다,20148842,512382
4765,10067353,우리는 형제입니다,20148842,3197566
4775,20164537,우리는 형제입니다,20148842,2803179
4730,10066805,후궁 : 제왕의 첩,20113533,941836
4719,10011916,마다가스카3 : 이번엔 서커스다!,20124136,424873
4787,10050823,깨끗하고 연약한,20149020,10234
4768,20201973,우리는 형제입니다,20148842,0
4790,10029474,나의 독재자,20148626,2091078
4748,20179611,슈퍼스타,20125430,0
4713,20166943,엄마에게,20090105,0
4753,20163500,슈퍼스타,20125430,0
4722,20125860,프로메테우스,20125086,194515
4766,20188853,우리는 형제입니다,20148842,0
4731,20110875,후궁 : 제왕의 첩,20113533,357377
4642,10061581,맨홀,20148927,1126512
4735,20179602,후궁 : 제왕의 첩,20113533,0
4794,20162933,나의 독재자,20148626,0
4771,20111927,우리는 형제입니다,20148842,0
4675,10035305,컬러풀 웨딩즈,20149984,0
4785,10081295,와이 스톱 나우,20142881,0
4712,20166941,엄마에게,20090105,0
4723,20112618,프로메테우스,20125086,652574
4736,20179778,후궁 : 제왕의 첩,20113533,0
4782,20188989,야쿠자-피의 전쟁,20143281,0
4739,10043361,후궁 : 제왕의 첩,20113533,29765
4745,20128789,슈퍼스타,20125430,0
4750,20180302,슈퍼스타,20125430,0
4749,10071119,슈퍼스타,20125430,0
4707,10047462,보이후드,20149910,113215
4744,10005617,슈퍼스타,20125430,2022939
4738,20111199,후궁 : 제왕의 첩,20113533,0
4685,10031156,나를 찾아줘,20140425,398165
4728,10003967,후궁 : 제왕의 첩,20113533,1087314
4703,10054226,레드카펫,20139964,3720
4786,10006649,깨끗하고 연약한,20149020,566383
4778,20189354,우리는 형제입니다,20148842,0
4762,10043877,오토마타,20142689,182727
4792,20112263,나의 독재자,20148626,174588
4769,20217767,우리는 형제입니다,20148842,510878
4755,10060031,슈퍼스타,20125430,652097
4783,10063284,와이 스톱 나우,20142881,984646
4657,10065557,"소년, 소녀 그리고 바다",20141107,0
4758,10064305,더 스토닝,20112715,486019
4743,10037091,슈퍼스타,20125430,5227
4800,20184125,나의 독재자,20148626,0
4760,10066641,더 씽,20126617,277551
4734,20179535,후궁 : 제왕의 첩,20113533,0
4788,10001533,깨끗하고 연약한,20149020,3626
4779,20115321,아라벨라,20142501,680
4747,10001911,슈퍼스타,20125430,0
4724,10035154,프로메테우스,20125086,493407
4789,10035772,나의 독재자,20148626,2217030
4742,10029425,후궁 : 제왕의 첩,20113533,0
4767,20189746,우리는 형제입니다,20148842,476665
4725,10000337,프로메테우스,20125086,835237
4798,10027768,나의 독재자,20148626,484
4799,20140913,나의 독재자,20148626,0
4773,20231906,우리는 형제입니다,20148842,0
4720,10063499,마다가스카3 : 이번엔 서커스다!,20124136,444450
4795,20163054,나의 독재자,20148626,0
4763,10013648,오토마타,20142689,308
4776,20100604,우리는 형제입니다,20148842,47
4759,10025732,더 씽,20126617,634105
4751,20180760,슈퍼스타,20125430,597
4729,10004220,후궁 : 제왕의 첩,20113533,459652
4791,10054493,나의 독재자,20148626,837145
4793,20113462,나의 독재자,20148626,346128
4737,20180901,후궁 : 제왕의 첩,20113533,0
4757,20128510,더 스토닝,20112715,0
4726,10055199,프로메테우스,20125086,1076675
4741,20113303,후궁 : 제왕의 첩,20113533,461553
4727,10066680,후궁 : 제왕의 첩,20113533,1859048
4781,10045071,애프터 파티,20140443,0
4784,10025968,와이 스톱 나우,20142881,6258
4772,20189746,우리는 형제입니다,20148842,476665
4816,10063030,반 고흐: 위대한 유산,20149016,11889
4822,20111089,서울연애,20135915,15953
4802,20111834,나의 독재자,20148626,0
4845,20201073,누구에게나 찬란한,20148627,0
4844,20199610,누구에게나 찬란한,20148627,0
4807,20166701,나의 독재자,20148626,1643
4826,20156823,소리굽쇠,20123082,0
4982,20131419,봄,20130573,0
4890,20111834,패션왕,20147129,0
4804,10060279,나의 독재자,20148626,4747
4972,20199728,못,20132796,0
5002,20199547,아빠를 빌려드립니다,20136312,0
4824,20156820,소리굽쇠,20123082,0
4819,10087620,서울연애,20135915,138604
4926,10055174,레디액션 청춘,20148619,0
4868,20113303,지옥화,20111911,461553
4827,10005578,소리굽쇠,20123082,8131
4840,10003788,누구에게나 찬란한,20148627,1746086
4921,20189669,거인,20141001,1872
4838,10082948,투와이스 본,20147723,218680
4853,10034407,박스트롤,20142301,981142
4881,20199630,패션왕,20147129,0
4833,10025047,웨스턴 리벤지,20142341,656081
4873,20187586,패션왕,20147129,0
4863,10071137,지옥화,20111911,0
4848,10040919,다우더,20149514,114064
4943,20203488,카트,20136802,0
4945,20197567,카트,20136802,0
4913,20196189,거인,20141001,0
4886,20201246,패션왕,20147129,0
4825,20156822,소리굽쇠,20123082,0
4878,20199569,패션왕,20147129,0
4966,20180681,못,20132796,776
4906,10069979,1000 : 최후의 전사들,20142799,0
4958,10042418,토미웅거러 스토리,20143107,1060
5010,20112888,아빠를 빌려드립니다,20136312,1650036
4820,10057698,서울연애,20135915,3358967
4864,20186239,지옥화,20111911,0
4810,10008581,내가 잠들기 전에,20141961,257210
4818,20166705,서울연애,20135915,9722
4914,20199649,거인,20141001,0
4920,20111082,거인,20141001,114303
4846,20201373,누구에게나 찬란한,20148627,0
5063,20203449,빅매치,20134590,0
4905,10041090,1000 : 최후의 전사들,20142799,0
5004,20199681,아빠를 빌려드립니다,20136312,0
5008,20201867,아빠를 빌려드립니다,20136312,0
4867,10037240,지옥화,20111911,0
4950,20162246,카트,20136802,0
4915,20199833,거인,20141001,0
4837,20246409,"제자, 옥한흠",20142798,9533
4968,20126226,못,20132796,1557
4847,20203008,누구에게나 찬란한,20148627,0
4815,20115452,반 고흐: 위대한 유산,20149016,4102
4888,20201574,패션왕,20147129,0
4855,10042493,박스트롤,20142301,0
4813,10034112,"모모세, 여기를 봐",20142701,0
4817,20112298,서울연애,20135915,13103
4961,20197806,괴테스쿨의 사고뭉치들,20149699,0
4887,20201553,패션왕,20147129,0
4985,20113225,봄,20130573,599
4940,10003507,카트,20136802,778474
4842,20138511,누구에게나 찬란한,20148627,0
4843,20199594,누구에게나 찬란한,20148627,0
4928,20178260,레디액션 청춘,20148619,23052
4932,10009288,왓 이프,20142481,2206700
4852,10049256,박스트롤,20142301,219856
4883,20199725,패션왕,20147129,0
4987,10071193,봄,20130573,0
4910,20179006,거인,20141001,0
4834,10048502,웨스턴 리벤지,20142341,656062
4911,20112298,거인,20141001,8598
4994,10054347,부니 베어: 롤라 구출 대모험,20143565,37530
4969,20158397,못,20132796,0
4850,20196006,다우더,20149514,0
4909,10000737,거인,20141001,135190
4854,10080195,박스트롤,20142301,10277
4933,10065145,왓 이프,20142481,0
4839,10048413,투와이스 본,20147723,52338
4998,20174745,부니 베어: 롤라 구출 대모험,20143565,86598
4983,20179602,봄,20130573,0
4912,20186308,거인,20141001,0
5032,10086510,헝거게임: 모킹제이,20140402,91536
4934,10018892,울브스,20142321,1469409
4882,20199656,패션왕,20147129,0
4984,20201372,봄,20130573,0
5028,10067925,퓨리,20140694,34779
4986,10054425,봄,20130573,0
4805,20210306,나의 독재자,20148626,476665
4884,20199908,패션왕,20147129,0
4841,20157226,누구에게나 찬란한,20148627,0
4930,10004631,레디액션 청춘,20148619,0
4874,20187587,패션왕,20147129,2865
4849,10002274,다우더,20149514,0
4919,10005532,거인,20141001,270148
4865,20111446,지옥화,20111911,188
4866,20135200,지옥화,20111911,0
4974,20180682,못,20132796,0
4942,20209526,카트,20136802,1611253
5030,10066309,헝거게임: 모킹제이,20140402,747357
4981,20143929,봄,20130573,0
4952,20153744,카트,20136802,2196691
4980,20153711,봄,20130573,0
4861,10075675,인터스텔라,20149120,41338
4897,20199743,현기증,20141609,0
4936,20127372,울브스,20142321,11246
4801,10057492,나의 독재자,20148626,98151
4948,20204012,카트,20136802,0
4962,10073428,괴테스쿨의 사고뭉치들,20149699,2221
4898,20200439,현기증,20141609,0
4896,10004713,현기증,20141609,361494
4924,10076259,달사람,20142628,0
4935,10025799,울브스,20142321,0
4900,20111089,현기증,20141609,12209
4894,10037179,현기증,20141609,865725
4923,10052338,달사람,20142628,14182
4975,20197660,못,20132796,5067
4959,10026300,토미웅거러 스토리,20143107,0
4965,10054829,그 사람 그 사랑 그 세상,20143081,0
4918,20201467,거인,20141001,0
4947,10006293,카트,20136802,0
4823,10066441,소리굽쇠,20123082,411677
4895,10012858,현기증,20141609,270618
5005,20157247,아빠를 빌려드립니다,20136312,894515
4891,10057104,패션왕,20147129,5511
4967,20125249,못,20132796,23333
4835,10002465,"제자, 옥한흠",20142798,506347
4996,20169380,부니 베어: 롤라 구출 대모험,20143565,18654
5014,10056412,사다코 3D : 죽음의 동영상,20125646,4377
4902,10006185,현기증,20141609,8149
4877,20141082,패션왕,20147129,0
4821,20113462,서울연애,20135915,442367
4829,10069842,소리굽쇠,20123082,185978
4812,10024254,내가 잠들기 전에,20141961,145932
4860,20114821,인터스텔라,20149120,444125
4858,10045773,인터스텔라,20149120,1196447
4856,10031191,박스트롤,20142301,686856
4811,10076631,내가 잠들기 전에,20141961,556630
4953,20168260,카트,20136802,155622
4922,10074102,달사람,20142628,48110
5000,10026802,아빠를 빌려드립니다,20136312,2222303
4944,20149841,카트,20136802,0
4876,20199499,패션왕,20147129,0
4917,10083350,거인,20141001,0
4939,10004995,카트,20136802,484911
4937,10049852,카트,20136802,976172
4836,10035868,"제자, 옥한흠",20142798,352061
4992,20110341,봄,20130573,768343
4880,20162215,패션왕,20147129,0
4871,20282689,패션왕,20147129,0
4814,20170381,"모모세, 여기를 봐",20142701,4202
4857,20113063,인터스텔라,20149120,212428
4859,10023474,인터스텔라,20149120,853382
4960,10069398,토미웅거러 스토리,20143107,0
4955,20111869,카트,20136802,2942
4991,10070417,봄,20130573,1467556
4951,20196234,카트,20136802,0
4973,10004125,못,20132796,0
4875,20111894,패션왕,20147129,317668
4964,10072075,그 사람 그 사랑 그 세상,20143081,1047865
5022,20179843,두 개의 문,20112443,0
4870,20112931,패션왕,20147129,786669
4978,10004466,봄,20130573,366003
5048,10038855,꾸뻬씨의 행복여행,20142843,456693
4831,10017413,앵그리스트 맨,20141441,401211
4830,10066710,소리굽쇠,20123082,736
4997,20174743,부니 베어: 롤라 구출 대모험,20143565,90964
4892,20186095,패션왕,20147129,3557749
4893,10004995,현기증,20141609,505486
4904,20166701,현기증,20141609,1643
4851,10054226,다우더,20149514,3698
5003,20159550,아빠를 빌려드립니다,20136312,0
4927,10007590,레디액션 청춘,20148619,560173
4929,10007541,레디액션 청춘,20148619,0
5054,20221449,덤 앤 더머 투,20149287,0
5080,20110896,빅매치,20134590,774
4901,10005532,현기증,20141609,270148
4999,10004396,아빠를 빌려드립니다,20136312,2218178
4979,20189016,봄,20130573,724827
4970,20177898,못,20132796,0
4862,20113882,지옥화,20111911,2343
4925,10042418,달사람,20142628,592
4954,20113258,카트,20136802,319685
4957,10028629,카트,20136802,2744
4977,10028989,봄,20130573,808224
4931,20208706,레디액션 청춘,20148619,1744585
4828,10072961,소리굽쇠,20123082,0
4941,10056268,카트,20136802,283
4916,20133297,거인,20141001,0
4869,20267511,패션왕,20147129,0
4885,20201069,패션왕,20147129,0
4976,20123831,못,20132796,0
4949,10056268,카트,20136802,283
4803,20136191,나의 독재자,20148626,1134568
4971,20199712,못,20132796,0
4879,20196172,패션왕,20147129,0
5041,20196880,윌리엄 텔,20143401,0
4806,10000476,나의 독재자,20148626,4322
4995,10089884,부니 베어: 롤라 구출 대모험,20143565,55398
4832,10027886,앵그리스트 맨,20141441,322756
4808,10061228,나의 독재자,20148626,9998
5051,20198488,"님아, 그 강을 건너지 마오",20141111,0
4988,20153744,봄,20130573,2196691
4907,20174763,거인,20141001,64
5067,20064600,빅매치,20134590,0
4908,10004777,거인,20141001,107563
4938,10026802,카트,20136802,2130649
4963,10000665,그 사람 그 사랑 그 세상,20143081,51036
5036,10012534,헝거게임: 모킹제이,20140402,108332
5055,10064565,덤 앤 더머 투,20149287,443818
5011,10000337,락아웃: 익스트림미션,20124946,871616
5045,10034407,꾸뻬씨의 행복여행,20142843,979267
5025,10015755,퓨리,20140694,731764
4946,20067092,카트,20136802,0
5073,20181967,빅매치,20134590,0
5100,10041669,엑소더스: 신들과 왕들,20140842,28928
5047,10059709,꾸뻬씨의 행복여행,20142843,96739
5085,20198507,정사: 위험한 성적유희,20144191,4
4809,20110896,나의 독재자,20148626,774
5042,10003328,고양이 사무라이,20149698,38080
5068,20137660,빅매치,20134590,0
5066,20112770,빅매치,20134590,0
5059,20131537,빅매치,20134590,305667
5033,10069498,헝거게임: 모킹제이,20140402,230947
5081,10049375,빌리 엘리어트 뮤지컬 라이브,20142182,0
5053,10070991,덤 앤 더머 투,20149287,371395
5052,20198489,"님아, 그 강을 건너지 마오",20141111,0
4903,20190646,현기증,20141609,1413
5001,10071730,아빠를 빌려드립니다,20136312,365904
5062,10000850,빅매치,20134590,0
4889,20030332,패션왕,20147129,0
5074,20216268,빅매치,20134590,69303
4899,20201506,현기증,20141609,0
5007,20201767,아빠를 빌려드립니다,20136312,0
5044,10090953,고양이 사무라이,20149698,0
4989,10087814,봄,20130573,1790645
4872,10035775,패션왕,20147129,0
5006,20199889,아빠를 빌려드립니다,20136312,0
5049,10077680,꾸뻬씨의 행복여행,20142843,120532
5016,10046529,사다코 3D : 죽음의 동영상,20125646,1100
5013,10066021,락아웃: 익스트림미션,20124946,13035
4990,10030161,봄,20130573,432172
5079,20133487,빅매치,20134590,0
5009,10066926,아빠를 빌려드립니다,20136312,2130111
5024,10032084,퓨리,20140694,685946
5082,10018376,빌리 엘리어트 뮤지컬 라이브,20142182,0
5012,10025008,락아웃: 익스트림미션,20124946,1673787
5096,10077325,엑소더스: 신들과 왕들,20140842,963670
5094,10009288,혼스,20142741,2207491
5046,10017663,꾸뻬씨의 행복여행,20142843,496363
5099,10031191,엑소더스: 신들과 왕들,20140842,634665
5084,20198506,정사: 위험한 성적유희,20144191,4
5026,20081269,퓨리,20140694,1906411
5027,10023591,퓨리,20140694,576005
5091,20178562,해적왕의 황금나침반,20143261,7638
5023,20181691,두 개의 문,20112443,0
5076,10025536,빅매치,20134590,287712
5060,10005383,빅매치,20134590,690469
4993,10007577,봄,20130573,0
5017,10050205,시작은 키스!,20126408,302849
5092,20178563,해적왕의 황금나침반,20143261,7638
5039,20196882,윌리엄 텔,20143401,0
5037,20196879,윌리엄 텔,20143401,0
