,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
119,죽지않아,20127587,한국,씨네굿,청소년관람불가,스릴러|드라마,황철민,이봉규|차래형|한은비|이무생,할배|지훈|은주|준수
120,"패션, 위험한 열정",20130541,독일|프랑스,판씨네마(주),청소년관람불가,스릴러,브라이언 드 팔마,레이첼 맥아담스|누미 라파스,크리스틴|이자벨 제임스
121,일탈여행: 프라이빗 아일랜드,20131984,한국,(주)팝엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,한상희,손은서|신소율|다은|김진선|한재범|공동욱|한광수,나나|호텔웨이터|식당손님
122,낭만파 남편의 편지,20125228,한국,(주)퍼스트런,청소년관람불가,드라마|가족|판타지,최위안,김재만|신소현|임성철|정우정|최석용|최천웅|오선아|최재호,북카페남 감성자아|지하철 승객/특별출연|석용|침뱉는 남|수분 엄마|지하철 승객/특별출연
123,몬스터 대학교,20135001,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가|전체관람가,애니메이션,댄 스캔론,빌리 크리스탈|존 굿맨|스티브 부세미|롭 리글|피터 손,스퀴시
124,퍼시픽 림,20136961,미국,워너브러더스 코리아(주),12세이상관람가|12세이상관람가,액션|SF|어드벤처,길예르모 델 토로,찰리 허냄|론 펄먼|이드리스 엘바|찰리 데이,롤리 안트로버스 |한니발 펜테코스트 |스탁커 펜테코스트 |뉴트 갓립
125,언터처블: 1%의 우정,20124142,프랑스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디|드라마,올리비에르 나카체|에릭 토레다노,프랑수아 클뤼제|오마 사이,필립|드리스
126,숨바꼭질,20136049,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,허정,손현주|문정희|전미선|장채린|김수안|김원해|노수산나|정준원,염색 여고생|수아|성철|은혜|호세
127,가시꽃,20120104,한국,㈜인디스토리,청소년관람불가,드라마,이돈구,남연우|양조아|홍정호|강기둥|임성균|정재영|김미란|한명수|김희성,성공|장미|기석(청년부원)|두환(건달)|소영(공장직원)|이담(형우회사직원|형우(성공친구)
128,감기,20124937,한국,아이러브시네마,15세이상관람가,드라마|어드벤처|액션,김성수,장혁|수애|박민하|유해진|이희준|김기현|이상엽|박효주|박정민|최병모|마동석|차인표|정석원|나기찬|정재형|김남준|한승희|전상진|이영수|한정학|이학수|장슬기|김태준|박성철|박예슬|박진혁|박희권|유순철|나윤성|남문철,지구|인혜|미르|경업|병기|국무총리|병우|정선생|철교|최동치|국환|대통령|버스기사|임산부아이|운동장작업반장|인터뷰시민|황사장후배|경계선시민|재난본부장관|운동장조명수리원|캠프방역요원|분장구조대동료|지윤|주차장외제차남|구청방역요원|이마트노부부|챠트 군인|감염판정관
129,슈퍼스타,20130065,프랑스,(주)팝엔터테인먼트,15세이상관람가,드라마,자비에 지아놀리,카드 메라드|세실 드 프랑스,마르탕 카진스키|플루 아나우드
130,삼총사2013,20132081,미국,(주)케이알씨지,청소년관람불가,스릴러|액션,콜 S. 맥케이,데이빗 초카치|헤더 헴멘스|신 사리스 우쿠,
131,블루 재스민,20131541,미국,(주)인벤트스톤,15세이상관람가,드라마,우디 앨런,케이트 블란쳇|알렉 볼드윈,
132,베이트,20130250,호주,(주)팝파트너스,15세이상관람가,공포(호러),킴블 렌달,자비에르 사무엘|샤니 빈슨,조쉬|티나
133,모테키: 모태솔로 탈출기,20131861,일본,(주)미디어데이,15세이상관람가,코미디|멜로/로맨스,오오네 히토시,모리야마 미라이|나가사와 마사미|아소 쿠미코|나카 리이사,유키요 후지모토|미유키 마츠오|루미코|에이아이
134,플레이스 비욘드 더 파인즈,20130421,미국,(주)미디어데이,청소년관람불가,범죄|드라마,데릭 시엔프랜스,라이언 고슬링|브래들리 쿠퍼|에바 멘데스,루크|에이버리 크로스|로미나
135,그랑블루 리마스터링 감독판,20130252,프랑스|이탈리아,(주)팝파트너스,15세이상관람가,멜로/로맨스|드라마,뤽 베송,장 르노|장 마크 바|로잔나 아퀘트,엔조|자크|조안나
136,스프링 브레이커스,20138955,미국,(주)누리픽쳐스,청소년관람불가,코미디|드라마|범죄,하모니 코린,제임스 프랭코|셀레나 고메즈|바네사 허진스|애슐리 벤슨,에일리언|페이스|캔디|브릿
137,나우 유 씨 미 : 마술사기단,20138881,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,범죄|액션|스릴러,루이스 리테리어,제시 아이젠버그|마크 러팔로|우디 해럴슨|멜라니 로랑|아일라 피셔|데이브 프랑코|마이클 케인|모건 프리먼,마이클 아틀라스|딜런 홉스|메리트 오스본|알마 바르가스|헨리|잭|아서 트레슬러|타데우스 브래들리
138,달팽이의 별,20100752,한국,(주)영화사조아,전체관람가,다큐멘터리,이승준,조영찬|김순호,영찬|순호
139,리골레토,20135272,미국,(주)인스터피씨엠,전체관람가,공연|드라마|멜로/로맨스,마이클 메이어,조영찬|김순호,영찬|순호
140,전쟁과 한 여자,20134063,일본,(주)엣나인필름,청소년관람불가,드라마,이노우에 준이치,에구치 노리코|나가세 마사토시,
141,언터처블: 1%의 우정,20124142,프랑스,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디|드라마,올리비에르 나카체|에릭 토레다노,프랑수아 클뤼제|오마 사이,필립|드리스
142,탱고 위드 미,20130705,벨기에|프랑스|룩셈부르크,(주)에스와이코마드,청소년관람불가,드라마,프레더릭 폰테인,프랑소아 다미앙|앤느 폴리세비치|세르지 로페즈|잔 해멘넥커,쟝 크리스토프|앨리스|페르낭|도미닉
143,콘트라밴드,20124873,미국|영국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,액션|스릴러,발타자르 코루마쿠르,마크 월버그|케이트 베킨세일,크리스 페러데이 |케이트 페러데이 
144,아브라함 링컨 VS 좀비,20132966,미국,(유)조이앤컨텐츠그룹,청소년관람불가,액션|코미디|공포(호러),리차드 쉔크만,빌 오버스트 주니어|켄트 이글하트,아브라함 링컨|토마스 링컨
145,체온 – 그녀의 온도,20132794,일본,(주)미디어데이,청소년관람불가,드라마|멜로/로맨스,타카오미 오가타,사쿠라기 린|이시자키 차베타로,린코|린타로
146,잡스,20139265,미국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,조슈아 마이클 스턴,애쉬튼 커처|조시 게드|더못 멀로니|매튜 모딘,스티브 잡스|스티브 워즈니악|마이크 마쿨라|존 스컬리
147,페르소나,20136821,스웨덴,㈜영화사 백두대간,청소년관람불가,드라마,잉마르 베리만,리브 울만|비비 안데르손,
148,일대종사,20139072,중국,CGV아트하우스,12세이상관람가,액션|드라마,왕가위,양조위|장쯔이|송혜교|장첸,엽문|궁이|장영성|일선천
149,러시안 소설,20127526,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마|미스터리,신연식,강신효|경성환|김인수|김정석|양성규|이규태|이도연|이유미|최종률,젊은 성규|극단 배우들|극단 배우들|유미|작은 아버지
150,밀레니엄 : 제2부 불을 가지고 노는 소녀,20124906,스웨덴|덴마크|독일,팝엔터테인먼트,청소년관람불가,스릴러,다니엘 알프레드슨,누미 라파스|미카엘 니크비스트,
151,나에게서 온 편지,20139825,프랑스,프리비젼엔터테인먼트,12세이상관람가,코미디,카린느 타르디유,줄리엣 곰버트|안나 르마르샹|아그네스 자우이|드니 포달리데스|이자벨 까레,라셸|발레리|콜레트 글라드스타인|미섈 글라드스타인|카테린
152,비바 프랑스,20131204,프랑스,(주)미디어데이,15세이상관람가,코미디,미카엘 윤,미카엘 윤|호세 가르시아,
153,설국열차,20126674,한국,씨제이이앤엠(주),15세이상관람가,SF|액션,봉준호,크리스 에반스|송강호|에드 해리스|존 허트|틸다 스윈튼|제이미 벨|옥타비아 스펜서|이완 브렘너|고아성|알리슨 필|허찬,PLANT TENDER 1
154,할매-시멘트정원,20137561,한국,'탁주'조합,15세이상관람가,다큐멘터리,김지곤,크리스 에반스|송강호|에드 해리스|존 허트|틸다 스윈튼|제이미 벨|옥타비아 스펜서|이완 브렘너|고아성|알리슨 필|허찬,PLANT TENDER 1
155,블링 링,20130708,미국|영국|프랑스|독일|일본,찬란,청소년관람불가,범죄|드라마,소피아 코폴라,엠마 왓슨|케이티 창|이스라엘 브로우사드,니키|레베카|마크
156,까미유 끌로델,20133141,프랑스,찬란,15세이상관람가,드라마,부르노 뒤몽,줄리엣 비노쉬|장 뤽 뱅상,카미유 클로델|폴 끌로델
157,아메리칸 배틀쉽,20132742,미국,(주)케이알씨지,15세이상관람가,액션|스릴러,썬더 레빈,칼 웨더스,
158,짓,20122466,한국,(주)팝파트너스,청소년관람불가,멜로/로맨스,한종훈,서은아|서태화|김희정|장윤경|류호장|송대중|이수희|손진호|곽민호,장례식여2|파출소 경찰|흥신소 고객|장례식여3|연미 오빠
159,포가튼 : 잊혀진 소녀,20130667,독일,㈜영화사 백두대간,15세이상관람가,드라마|미스터리|스릴러,알렉스 슈미트,미나 탄더|카타리나 탈바흐|로라 드 보어,
160,로미오와 줄리엣,20131043,영국,(주)인스터피씨엠,전체관람가,공연,케네스 맥밀란,미나 탄더|카타리나 탈바흐|로라 드 보어,
161,2 데이즈 인 뉴욕,20130703,프랑스|벨기에|독일,예지림엔터테인먼트,15세이상관람가,코미디|드라마|멜로/로맨스,줄리 델피,줄리 델피|크리스 록|알버트 델피|알렉상드르 나혼,마리온|밍구스|진낫
162,부에노스 아이레스에서 사랑에 빠질 확률,20131281,아르헨티나|스페인|독일,(주)영화사 진진,15세이상관람가,코미디|드라마,구스타보 타레토,하비에르 드롤라스|피욜라 로페즈 드 아야라,마틴|마리아나
163,슈퍼윙스 3D,20130569,러시아,(주)영화사 빅,전체관람가,애니메이션|어드벤처|코미디,올가 로패토,힐러리 더프|조쉬 더하멜,윈디|에이스
164,퍼시픽 모비딕,20131244,미국,(주)케이알씨지,15세이상관람가,스릴러|액션,트레이 스톡스,배리 보스트윅|르네 오코널|아담 그림스,
165,드리프트,20130448,호주,씨네그루(주)다우기술,15세이상관람가,드라마,벤 노트|모건 오닐,샘 워싱턴|자비에르 사무엘|마일리스 폴라드,JB|지미 켈리|앤디 켈리
166,우리 선희,20137041,한국,(주)영화제작전원사 |(주)영화사 조제,청소년관람불가,드라마,홍상수,정유미|이선균|김상중|정재영|이민우|예지원|박주희,상우|종업원
167,개똥이,20120109,한국,(주)씨타마운틴픽쳐스,청소년관람불가,드라마,김병준,송삼동|이은경|이설구|이준상|전아름|정성훈|정지운|고기훈|최성림|최성식|김병준|최윤석|박성준|박기륭|지대한|손일성,개똥|선주|용역직원1|진아|실내포차주인|시위자9|순경2|시위자11|공장직원4|평식|수행요원2|개똥부|최 사장|시위자7
168,명탐정 코난 : 수평선상의 음모,20058720,일본,씨제이이앤엠(주),12세이상관람가,애니메이션,야마모토 야스이치로,타카야마 미나미|야마자키 와카나|카미야 아키라,모리 코고로
169,호비와 후후의 대모험: 무지개꽃을 구하라,20132381,일본,(주)머스트씨무비,전체관람가,애니메이션,히라바야시 이사무,타카야마 미나미|야마자키 와카나|카미야 아키라,모리 코고로
170,세상의 끝까지 21일,20134061,미국,(주)드림웨스트픽쳐스,15세이상관람가,드라마|코미디|멜로/로맨스,로렌 스카파리아,키이라 나이틀리|스티브 카렐,페니|도지
171,드리프트,20130448,호주,씨네그루(주)다우기술,15세이상관람가,드라마,벤 노트|모건 오닐,샘 워싱턴|자비에르 사무엘|마일리스 폴라드,JB|지미 켈리|앤디 켈리
172,투 타이거,20132087,이탈리아,(주)케이알씨지,청소년관람불가,액션,산드로 세카,안드레아 오스바트|셀레나 쿠,질다 역|린 역
173,"가자, 장미여관으로",20130662,한국,(주)팝파트너스,청소년관람불가,멜로/로맨스|드라마,신정균,성은채|장성원|여민정,
174,화이트 타이거: 최강전차군단,20134162,러시아,(주)소나무픽쳐스,15세이상관람가,액션|전쟁|어드벤처,카렌 샤크나자로브,알렉세이베르트코프,
175,히어로,20136059,한국,(주)마인스 엔터테인먼트,전체관람가,가족|SF|드라마,임경택|김봉한,오정세|박철민|정은표|신지수|배호근|백소미|서인한|송영훈|안성원|이용동|이현모|류현|황순영|문희경|손병호,썬더맨|감독|제현|변호사|방송국직원|조감독/히데스|썬더맨/무술팀|주유소직원|방송국직원|의사2|의사1|특별출연|원무과장
176,가투의 연날리기,20135584,인도,(주)씨타마운틴픽쳐스,전체관람가,드라마,라잔 코사,모드 사매드|자얀타 다스,
177,잠자는 숲속의 미녀,20131041,영국,(주)인스터피씨엠,전체관람가,공연,마리우스 프티파,모드 사매드|자얀타 다스,
178,방독피,20100793,한국,(주)두엔터테인먼트 ,청소년관람불가,미스터리|스릴러,김선|김곡,장리우|박지환|조영진|임수아|잇을|장현남|정병욱|정섬|정지선|정훈|조문식|조아라|지연|진지현|최기수|김경민|김경민|한동수|한휘수|홍경원|홍두현|홍준원|황인태|김은희|박성미|박성미|박지원|오태호,"주차요원 보식|주상근 서울 시장|개표상황실 기자, 당원|연출팀|굿구경꾼|개표상황실 기자, 당원|정섬|여당원|굿구경꾼|개표상황실 기자, 당원/투표장사진기자|자살군단6|선글라스여인|개표상황실 기자, 당원|악사2|피켓시위대1|엔딩 연기속사람/단체목소리|자살군단7|투표장사진기자|선글라스여인 액션대역/엔딩 연기속사람/단체목소리|개표상황실 기자, 당원|개표상황실 기자, 당원|개표상황실 기자, 당원|피켓시위대2|자살군단4|투표장사진기자|여경|시장후보 오태호"
