,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
1124,괴테스쿨의 사고뭉치들,20149699,독일,에이원엔터테인먼트,15세이상관람가,코미디,보라 닥테킨,엘리아스 므바렉|카롤리네 헤어퍼스,
1125,마다가스카의 펭귄,20149859,미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|코미디|어드벤처|가족,에릭 다넬|사이몬 J.스미스,베네딕트 컴버배치|존 말코비치|톰 맥그라스|크리스 밀러|크리스토퍼 나이츠|켄 정,
1126,"안녕, 투이",20132797,한국,(주)인디플러그,청소년관람불가,미스터리|드라마,김재한,닌영 란응옥|동방우|이정애|이지원|이지호|이현경|장두영,노래방 도우미|현정|복지관 친구들|노래방 도우미|유치장 간수
1127,클라우즈 오브 실스마리아,20142964,프랑스|스위스|독일,(주)나이너스엔터테인먼트,15세이상관람가,드라마,올리비에 아사야스,줄리엣 비노쉬|크리스틴 스튜어트|클로이 모레츠,
1128,설마 그럴리가 없어,20126624,한국,(주)영화사 조제,12세이상관람가,드라마|멜로/로맨스,조성규,최윤소|이능룡|전두관|조성규|김혜국,영화조감독|택시기사|영화프로듀서
1129,악사들,20148620,한국,㈜인디스토리,15세이상관람가,다큐멘터리,김지곤,박기태|이승호,나온 사람들|나온 사람들
1130,패딩턴,20144523,영국|프랑스|캐나다,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,코미디|가족|어드벤처,폴 킹,니콜 키드먼|벤 위쇼|휴 보네빌|샐리 호킨스,
1131,제인 구달,20111409,독일,오드,전체관람가,다큐멘터리,로렌츠 크나우어,제인 구달|안젤리나 졸리|피어스 브로스넌,
1132,지옥화,20111911,한국,(주)팝엔터테인먼트,청소년관람불가,드라마,이상우,원태희|차승민|유상진|이상우|김헌|송진열|이용녀,지월|유연화|광신도2|광신도1|용해|목사|지월엄마 
1133,서유기 : 모험의 시작,20144881,중국,영화사 민들레|(주)씨타마운틴픽쳐스,12세이상관람가,코미디|액션|판타지,주성치|곽자건,서기|문장|황보,
1134,상의원,20147176,한국,(주)쇼박스|(주)와우픽쳐스,15세이상관람가,사극|드라마,이원석,홍수민|한석규|고수|박신혜|유연석|김수웅|김주훈|김지현|김현정|박병은|박소담|배성우|한지은|김재화|이유비|최희진|신소율|김종언,승은궁녀2 |부왕|진연도 화공|중전 궁녀|항아리 여인5|우정출연|취향루 기녀1|지밀|후궁 소의|박부인|월향|키작은 내시 
1135,타임 패러독스,20144481,호주,(유)조이앤시네마,15세이상관람가,SF|스릴러,마이클 스피어리그|피터 스피어이그,에단 호크|노아 테일러|사라 스누크,
1136,숲속으로,20143422,미국,월트디즈니컴퍼니코리아(주),전체관람가,뮤지컬,롭 마샬,메릴 스트립|조니 뎁|에밀리 블런트|제임스 코든|안나 켄드릭|크리스 파인,
1137,엔드 오브 디 어스,20145464,캐나다|미국,(주)콘텐츠판다,청소년관람불가,공포(호러)|스릴러,데렉 리|클리프 프라우즈,데렉 리|클리프 프라우즈,
1138,꿈보다 해몽,20141612,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,드라마|코미디,이광국,유준상|신동미|김강현|이채은|이주원|박수민|서영화|윤영민,최연신|신우연|특별출연-연신 친구 전화목소리1|감독/관리인|연신 친구 전화목소리2|누나|배우 1
1139,노엘의 선물,20144701,프랑스,(주)나이너스엔터테인먼트,전체관람가,코미디|드라마|가족,알렉산더 코페르,타하르 라힘|빅토르 카발,
1140,오마르,20145259,팔레스타인,(주)판다미디어,15세이상관람가,드라마|스릴러,하니 아부 아사드,아담 바크리|림 루바니,
1141,킹스맨 : 시크릿 에이전트,20140110,미국|영국,이십세기폭스코리아(주),청소년관람불가,액션|스릴러,매튜 본,콜린 퍼스|태런 에저튼|사무엘 L. 잭슨|마이클 케인,
1142,마피아,20156127,미국,스크린조이,청소년관람불가,액션|범죄,라이언 콤즈,빙 라메스,
1143,서유기 : 모험의 시작,20144881,중국,영화사 민들레|(주)씨타마운틴픽쳐스,12세이상관람가,코미디|액션|판타지,주성치|곽자건,서기|문장|황보,
1144,빅 아이즈,20144507,미국,판씨네마(주),12세이상관람가,드라마,팀 버튼,에이미 아담스|크리스토프 왈츠,
1145,유아 낫 유,20144323,미국,(주)마인스 엔터테인먼트,15세이상관람가,드라마,조지 C. 울프,힐러리 스웽크|에미 로섬|조쉬 더하멜,
1146,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,20155761,일본,씨제이이앤엠(주),12세이상관람가,애니메이션|어드벤처|스릴러,야마모토 야스이치로,힐러리 스웽크|에미 로섬|조쉬 더하멜,
1147,폭스캐처,20144121,미국,그린나래미디어(주),청소년관람불가,드라마|스릴러,베넷 밀러,채닝 테이텀|스티브 카렐|마크 러팔로,
1148,와일드,20145021,미국,이십세기폭스코리아(주),청소년관람불가,드라마,장 마크 발레,리즈 위더스푼|가비 호프만|로라 던,
1149,폭풍의 언덕,20126506,영국,찬란,15세이상관람가,드라마|멜로/로맨스,안드레아 아놀드,카야 스코델라리오|제임스 호손|폴 힐튼|올리버 밀번,캐서린 언쇼|히스클리프
1150,화끈한 써비스: 어느 잔인한 미용사의,20155923,한국,골든타이드픽처스(주),청소년관람불가,스릴러,남기웅,이언정|이원종|이장숙|박소연|정성윤|박준하|서대현|서대현|최지명|신예진|김병오|이상현|이상훈|이성민|이성민|이승희|김진휘|남기웅|이무생,김난자|언니/엄마|여자1|포옹남|박재구 아역|관속남자|관속 남자5|미녀4|김난자 아역|강간남|도시락 학생들4|선물남|양배 친구2|도시락 학생들5|여자2|관속남자1|지양배
1151,최강전사 미니특공대 : 새로운 악당의 습격,20156441,한국,에이원엔터테인먼트,전체관람가,애니메이션,이영준,엄상현|전태열|신용우,
1152,강남 1970,20136888,한국,(주)쇼박스,청소년관람불가,액션|드라마,유하,이민호|김래원|정진영|설현|유승목|한재영|이연두|정호빈|최진호|엄효섭|최병모|지대한|전배수|윤종화|서우진|이인혁|이정완|이주협|박소희|박시연|이한울|임성숙|장준혁|전우재|강풍|박재영|박재희|박준영|정영택|백동현|정창용|조선기|서현석|천영암|손재영|주연서|신영규|양진석|오형근|유정호|윤지원|이규석|김원진|이성용|이성준|이세훈|황재진|이원희|이은주|안정우|정진영|김지수|곽민호,종대|용기|길수|강선혜|서태곤|박창배|주소정|양기택|박승구|창덕재|구 사장|화상|정민|취재차량 운전사|룸살롱 오부리밴드|무덤가 영등포파|천변가 여자아이|연회장 왈츠팀|봉봉캬바레 춤쟁이들|봉봉캬바레 춤쟁이들|무덤가 영등포파|영등포 중간보스1|괴한1|늙은 이발사|무덤가 용기파|봉봉캬바레 춤쟁이들|무덤가 용기파|영등포서 형사2|무덤가 용기파|무덤가 영등포파|천변가 고교생들|남순철파 건달2|남순철파 건달3|성희 룸사롱 아가씨들|천변가 고교생들|무덤가 용기파|남순철파 건달5|영등포 중간보스2|무덤가 용기파|무덤가 영등포파|중정수사관2|무덤가 영등포파|하우스 노름꾼들|무덤가 용기파|중정수사관4|봉봉캬바레 춤쟁이들|성희 룸살롱 아가씨들|무덤가 용기파|민성희|민규
1153,워터 디바이너,20144102,미국|호주|터키,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마|전쟁,러셀 크로우,러셀 크로우|올가 쿠릴렌코|제이 코트니,
1154,바람의 검심 : 교토 대화재편,20145481,일본,㈜T-JOY|메가박스(주)플러스엠,15세이상관람가,액션|어드벤처,오오토모 케이시,타케이 에미|아오키 무네타카,
1155,해피 해피 와이너리,20156730,일본,주식회사 씨네룩스,전체관람가,코미디,미시마 유키코,오오이즈미 요|소메타니 쇼타,
1156,"웰컴, 삼바",20144183,프랑스,(주)이수C&E,15세이상관람가,코미디,올리비에르 나카체|에릭 토레다노,오마 사이|샤를로뜨 갱스부르|타하르 라힘|이지아 이즐랭,
1157,개: dog eat dog,20143252,한국,어썸피플|어뮤즈,청소년관람불가,범죄|드라마,황욱|박민우,김선빈|곽민호|정준교|이하민|박형준|정완희|강필선,지훈|중년여성|두진|둘째 아들|최종철
1158,제네시스: 세상의 소금,20144961,프랑스|이탈리아|브라질,㈜영화사 백두대간,12세이상관람가,다큐멘터리,빔 벤더스|훌리아노 리베이로 살가두,세바스치앙 살가두|빔 벤더스|훌리아노 리베이로 살가두,
1159,몽골리안 프린세스,20155926,한국,(주)영화사 조제,청소년관람불가,멜로/로맨스|드라마,정단우,정단우|엘리자베스 가르시아|박하나|박혜진|김종수,Hana's Mother|영화 배우
1160,스폰지밥 3D,20149401,미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|어드벤처|코미디,폴 티비트,안토니오 반데라스|클랜시 브라운|톰 케니|전태열|이인성|최한,스폰지밥 (한국어 목소리)|뚱이 (한국어 목소리)|집게사장 (한국어 목소리)
1161,파리 폴리,20143941,프랑스,(주)티캐스트콘텐츠허브,15세이상관람가,드라마,마르끄 피투시,이자벨 위페르|장 피에르 다루셍,
1162,위플래쉬,20145141,미국,(주)쇼박스,15세이상관람가,드라마,다미엔 차젤레,마일즈 텔러|J.K. 시몬스,
1163,파울볼,20157587,한국,오퍼스픽쳐스,전체관람가,다큐멘터리,조정래|김보경,김성근|조진웅|박지은|박진영|설재훈|이경태|이동현|이상훈|이상훈|이성진|이승엽|이승재|이승주,내레이션|고양원더스 프런트|고양원더스 선수단|고양원더스 선수단|고양원더스 선수단|인터뷰|고양원더스 선수단|고양원더스 코칭 스태프|고양원더스 프런트|고양원더스 선수단|고양원더스 선수단|고양원더스 선수단
1164,제네시스: 세상의 소금,20144961,프랑스|이탈리아|브라질,㈜영화사 백두대간,12세이상관람가,다큐멘터리,빔 벤더스|훌리아노 리베이로 살가두,세바스치앙 살가두|빔 벤더스|훌리아노 리베이로 살가두,
1165,옐로우버드,20145402,프랑스,(주)영화사오원|(주)브리즈픽처스,전체관람가,애니메이션|가족,도미니크 몽페리|크리스티앙 드 비타,세스 그린|다코타 패닝|대니 글로버,
1166,미드나잇 인 파리,20126686,미국|스페인,(주)드림팩트엔터테인먼트|(주)나이너스엔터테인먼트,15세이상관람가,코미디|멜로/로맨스|판타지,우디 알렌,오웬 윌슨|마리옹 꼬띠아르|레이첼 맥아담스|애드리언 브로디,
1167,채피,20156402,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션|스릴러,닐 블롬캠프,휴 잭맨|샬토 코플리|시고니 위버|데브 파텔,
1168,뷰티풀 라이,20157421,미국,씨제이이앤엠(주),12세이상관람가,드라마,필리프 팔라도,리즈 위더스푼|아놀드 오셍|게르 두아니|엠마뉴엘 잘,
1169,더 레이븐,20113821,미국|헝가리|스페인,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,스릴러|미스터리,제임스 맥티그,존 쿠삭|루크 에반스|앨리스 이브|브렌단 글리슨|팸 페리스|애드리안 롤린스,
1170,그라운드의 이방인,20134800,한국,㈜인디스토리,전체관람가,다큐멘터리,김명준,김근|양시철|배수찬|권해효|박용진|정원덕|조은성|김정아,내레이션|출연|출연
1171,모모와 다락방의 수상한 요괴들,20127108,일본,타임스토리그룹(주),전체관람가,애니메이션|드라마|가족|판타지,오키우라 히로유키,미야마 카렌|유카|이선|김준현|양상국|안윤상,모모|이쿠코 미야우라| 이선 모모 (한국어 목소리)| 김준현 이와 (한국어 목소리)| 양상국 카와 (한국어 목소리)|마메 (한국어 목소리)
1172,마담 보바리,20143566,프랑스,에이원엔터테인먼트,청소년관람불가,멜로/로맨스|드라마,앤 폰테인,젬마 아터튼|파브리스 루치니,
1173,세인트 빈센트,20145085,미국,(주)영화사 빅,12세이상관람가,코미디|드라마,데오도르 멜피,빌 머레이|나오미 왓츠|멜리사 맥카시|테렌스 하워드|제이든 리버허,
1174,기생수 파트1,20144621,일본,판씨네마(주),청소년관람불가,스릴러|SF,야마자키 타카시,소메타니 쇼타|후카츠 에리|하시모토 아이|키타무라 카즈키|아사노 타다노부,
1175,옐로우버드,20145402,프랑스,(주)영화사오원|(주)브리즈픽처스,전체관람가,애니메이션|가족,도미니크 몽페리|크리스티앙 드 비타,세스 그린|다코타 패닝|대니 글로버,
1176,순수의 시대,20136063,한국,씨제이이앤엠(주),청소년관람불가,사극|드라마,안상훈,신하균|장혁|강한나|강하늘|박혜준|정현국|권승구|서지오|권지훈|천준호|최아람|양영조|김경애|오하늬|윤민규|이광기|김민수|이상민|이수민|손병호|박갑진|최무성|기주봉|이재용|문영동|조희봉,무희/악공|여진족 기마병|옥지기|옥지기|첩자|괴한|무희/악공|심효생|무술대역(가희)|취향루 기녀|괴한|괴한|무희/악공|괴한|괴한|태조|괴한|조영규|조준|정도전|남은|화전주인
1177,모스트 바이어런트,20156643,미국,(주)영화사 진진,15세이상관람가,범죄,J.C 챈더,오스카 아이삭|제시카 차스테인,
1178,더 라스트: 나루토 더 무비,20156241,일본,와이드 릴리즈(주),12세이상관람가,애니메이션,코바야시 츠네오,오스카 아이삭|제시카 차스테인,
1179,헬머니,20148841,한국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,신한솔,김수미|정만식|김정태|이태란|홍성덕|박승찬|이형빈|강경탁|임재수|박은영|박지영|박혜진|정진혁|채승훈|선현철|손재영|김달선|유병선|유용욱|윤수진|이강철|이규섭|김홍파|한진원|이성민|이승준|이영은|이영은|이은미|김지훈|김원해|이승천|박준금|정혜선|김영옥|길해연|지대한|조영진|장원영|권병길|박충선,승현|진료실의사|카메라감독|예고편탈락자|흥신소직원|빚쟁이2|일진지영|이사장어머니|흥신소직원|예선전참가자4|클럽DJ|장회장비서|박장관보좌관2|지하철승무원|교도관|약쟁이수감자|주현택시기사|깍두기1|특별출연-지하철 중년남|버스조롱승객3|정부청사남직원|형사|양피디|일진영은|버스조롱승객2|아파트사람들|사회자|군입영대기자|한복집장회장 |무당할매|가정부|자칼형사|박장관|강 실장|해설자|본부장
1180,연가시,20124062,한국,씨제이이앤엠(주),15세이상관람가,공포(호러)|SF,박정우,김명민|강지원|문정희|김동완|이하늬|강신일|최일화|이행춘|장형원|정경임|최동헌|김상오|최정수|박유정|황경호|이민수|이은채|박종원|박진영|서병덕|송광주|신상열|안용우|이나연|이동하|이주원|송영창|조덕현|최정우|전국환,재혁|새댁|경순|재필|연주|황박사|대통령|감염자|감염자|프롤로그 감염자|모텔 약구입남|감염자|동거녀|감염자|감염자|골프장 캐디|청소부|제약협회장|제약회사 대표|감염자|형사반장|한강투신사내|욕조가족|오윤선 아이2|감염자 |김원장|태원|보건부장관|총리
1181,버드맨,20144801,미국,이십세기폭스코리아(주),청소년관람불가,코미디|드라마,알레한드로 곤잘레스 이냐리투,마이클 키튼|에드워드 노튼|엠마 스톤|나오미 왓츠,
1182,이다,20145462,폴란드|덴마크,시네마 뉴원,15세이상관람가,드라마,파웰 파울리코우스키,조안나 쿠릭,
1183,기화,20149491,한국,아방가르드 필름,청소년관람불가,드라마|코미디|가족,문정윤,홍희용|백승철|김현준|손민지|이제현|박수빈|장민우|장선희|정광호|정동규|조성진|조연|조진철|심정희|오주환|김성우|이민주|이유진,초등학교 아이들|초등학교 아이들|초등학교 아이들|시골 운동회|의사(통영)|초등학교 아이들|초등학교 아이들|시골 운동회|문상객|편의점 알바|의사(연천)|축구장커플|초등학교 아이들|초등학교 아이들
1184,그레이의 50가지 그림자,20147613,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,드라마|멜로/로맨스,샘 테일러-존슨,제이미 도넌|다코타 존슨|제니퍼 엘|루크 그림즈,
1185,태양을 쏴라,20133681,한국,(유)조이앤시네마,청소년관람불가,멜로/로맨스,김태식,강지환|윤진서|박정민|안석환|윤성준,첸|블랙갱2
1186,팔로우,20157394,미국,(주)영화사오원|(주)브리즈픽처스,청소년관람불가,공포(호러),데이빗 로버트 밋첼,마이카 먼로|키어 길크리스|다니엘 조바토|제이크 웨어리,
1187,"웰컴, 삼바",20144183,프랑스,(주)이수C&E,15세이상관람가,코미디,올리비에르 나카체|에릭 토레다노,오마 사이|샤를로뜨 갱스부르|타하르 라힘|이지아 이즐랭,
1188,코블러,20145281,미국,씨네그루(주)다우기술,15세이상관람가,판타지|코미디,토마스 맥카시,아담 샌들러|더스틴 호프만|스티브 부세미,
1189,포커스,20145102,미국,워너브러더스 코리아(주),15세이상관람가,코미디|범죄|멜로/로맨스,글렌 피카라|존 레쿼,윌 스미스|마고 로비|로드리고 산토로|제랄드 맥라니,
1190,포커스,20145102,미국,워너브러더스 코리아(주),15세이상관람가,코미디|범죄|멜로/로맨스,글렌 피카라|존 레쿼,윌 스미스|마고 로비|로드리고 산토로|제랄드 맥라니,
1191,위대한 유산,20156861,영국,(주)케빈앤컴퍼니,12세이상관람가,공연|드라마,그라함 맥라렌,크리스토퍼 엘리슨,매그위치
1192,살인의뢰,20148461,한국,씨네그루(주)다우기술,청소년관람불가,범죄|스릴러,손용호,김상경|김성균|박성웅|윤승아|조재윤|김의성|기주봉|홍성덕|오대환|이정훈|이진수|박소희|박일우|박혜미|송영창|태욱|김덕순|이다희|이상인|이용출|임종윤,조강천|손명수|최계장|칼치|짜장면배달부|경찰2|유치원 아이들|유치원 아이들|피해여성|특별출연 판사|수감자3|수감자2|아이엄마|은미|수감자1|경식
1193,헤이와이어,20126410,미국|아일랜드,씨너스엔터테인먼트(주),15세이상관람가,액션|스릴러|미스터리|어드벤처|드라마,스티븐 소더버그,이완 맥그리거|지나 카라노|마이클 패스벤더|채닝 테이텀|마이클 더글라스,케네스|맬로리 케인|폴|아론|코블렌즈
1194,나이트 크롤러,20145103,미국,(주)스톰픽쳐스코리아,청소년관람불가,범죄|드라마|스릴러,댄 길로이,제이크 질렌할|빌 팩스톤,
1195,드래곤 블레이드,20156704,중국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션|어드벤처,이인항,성룡|존 쿠삭|애드리언 브로디|시원,
1196,조류인간,20148685,한국,(주) 루스이소니도스,15세이상관람가,드라마,신연식,김정석|소이|정한비|강신효|임동훈|배영민|신연식|신연식|이새별|김장호|이연진|최종률,실종자모임|사냥꾼3|출판사직원|사냥꾼1|새별|빛나 남자친구|어린 지오|한의사
1197,모데카이,20145242,미국,(주)나이너스엔터테인먼트,15세이상관람가,액션|코미디,데이빗 코엡,조니 뎁|기네스 팰트로우|이완 맥그리거,
1198,소셜포비아,20141602,한국,CGV아트하우스,15세이상관람가,스릴러|드라마,홍석재,변요한|이주승|하윤경|이강욱|류준열|배유람|임지호|엄기성|하상명|전신환|김종수|남문철,오형주 |양게|정배|고딩1|노량진 현피멤버|모자남|장세민|교수|하영 부
1199,와일드 카드,20156902,미국,(주)영화사 빅,청소년관람불가,범죄|액션,사이먼 웨스트,제이슨 스타뎀|스탠리 투치|마이클 안가라노,
1200,위자,20156977,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,미스터리|공포(호러),스틸즈 화이트,올리비아 쿡|더글라스 스미스,
1201,일분만 더,20156746,대만|일본,성길시네마|아이제이미디어(주),15세이상관람가,멜로/로맨스,진혜령,하윤동|장균녕|정춘성,
1202,엘리제궁의 요리사,20143942,프랑스,판씨네마(주),12세이상관람가,코미디,크리스티앙 뱅상,캐서린 프로트|아르띄르 뒤퐁|이폴리트 지라르도,
1203,개: dog eat dog,20143252,한국,어썸피플|어뮤즈,청소년관람불가,범죄|드라마,황욱|박민우,김선빈|곽민호|정준교|이하민|박형준|정완희|강필선,지훈|중년여성|두진|둘째 아들|최종철
1204,유고와 라라: 하늘고래와 구름섬 대모험,20158091,중국,와이드 릴리즈(주),전체관람가,애니메이션,왕운비,이재현|박리나|홍진욱|임채헌|윤세웅|유지원|권문정,유고|라라|곰아저씨|호랑이|여우|여꼬마|남꼬마
1205,포스 마쥬어: 화이트 베케이션,20156732,스웨덴|프랑스|덴마크|노르웨이,(주)블룸즈베리리소시스리미티드,15세이상관람가,드라마,루벤 외스틀룬드,요하네스 쿤케|리사 로벤 콩슬리,
1206,트레이서,20157001,미국,(주)영화사오원|(주)브리즈픽처스,15세이상관람가,액션,다니엘 벤마요,테일러 로트너|마리 아브게로폴로스,
1207,질투,20140246,프랑스,찬란,15세이상관람가,멜로/로맨스,필립 가렐,루이스 가렐|안나 무글라리스,
1208,송 원,20157121,미국,(주)박수엔터테인먼트,15세이상관람가,드라마|멜로/로맨스,케이트 베커-플로이랜드,앤 해서웨이|자니 플린,
1209,엘리노어 릭비: 그 남자 그 여자,20142884,미국,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,제임스 맥어보이|제시카 차스테인|이자벨 위페르|윌리엄 허트,
1210,스물,20148845,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,코미디|드라마,이병헌,김우빈|이준호|강하늘|정덕희|주창욱|권지훈|오하늬|오현경|이성두|정소민|안재홍|이유비|김의성|김종수|민지|황미영,후라이드 손님|대가리 무리2|대가리무리1|분장팀|동우모|손님 커플남|소민|인국|소희|치호 부|동우 큰아버지|20살 여인|어깨녀
1211,우주로봇 씨어,20143983,중국,(주)마인스 엔터테인먼트|(유)영화사 화수분,전체관람가,애니메이션,왕장준|부걸,엄상현|김성연|안장혁,
1212,아스테릭스: 신들의 전당,20158484,프랑스,(주)나이너스엔터테인먼트,전체관람가,애니메이션,루이 클리시|알렉상드르 아스티에,엄상현|김성연|안장혁,
1213,한 번 더 해피엔딩,20141085,미국,(주)팝엔터테인먼트,15세이상관람가,멜로/로맨스|코미디,마크 로렌스,휴 그랜트|마리사 토메이|앨리슨 제니|벨라 헤스콧,
1214,나쁜 사랑,20157602,프랑스,주식회사 씨네룩스,15세이상관람가,멜로/로맨스|드라마,브누와 쟉꼬,샤를로뜨 갱스부르|까뜨린느 드뇌브|키아라 마스트로얀니|브누와 뽀엘부르드,
1215,백 투 더 비기닝,20156161,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,SF|스릴러,딘 이스라엘리트,조니 웨스턴|소피아 블랙 디엘리아|샘 러너|앨런 에반젤리스타|버지니아 가드너,
1216,살인캠프,20149312,한국,골든타이드픽처스(주),청소년관람불가,스릴러,이상빈,백도빈|정시아|곽도원|김성오|엄태구|박용기|이승민,교관|재호
1217,윈드랜드,20157584,이탈리아,예지림엔터테인먼트,전체관람가,애니메이션,세르지오 맨피오,김경희|탁원정|권문정|박상훈|윤세웅,홀리 (한국어 목소리)|탑햇 (한국어 목소리)|디바/ 까마귀 마녀 (한국어 목소리)|피오 (한국어 목소리)|모비/ 거북이 할아버지 (한국어 목소리)
1218,다이노 타임,20100211,한국|미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|어드벤처|코미디,최윤석|존 카프카,멜라니 그리피스|제인 린치|윌리엄 볼드윈|스티븐 볼드윈|롭 슈나이더|유리 로웬탈,
1219,그런 날 사이에 어떤 날,20156979,미국,펜타브리드,15세이상관람가,드라마,매튜 포터필드,데라 캠벨|한나 그로스,
1220,분노의 질주: 더 세븐,20143580,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션|범죄|스릴러,제임스 완,빈 디젤|폴 워커|드웨인 존슨|제이슨 스타뎀,
1221,모피를 입은 비너스,20119997,한국,(주)영화사 조제,청소년관람불가,드라마|스릴러,송예섭,서정|백현진|문종원,주원|민수
1222,비비안 마이어를 찾아서,20156101,미국,오드,전체관람가,다큐멘터리,존 말루프|찰리 시스켈,서정|백현진|문종원,주원|민수
1223,타이거 마운틴,20158841,중국,(주)누리픽쳐스,15세이상관람가,전쟁,서극,양가휘|장한위,
1224,화장,20133682,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,안성기|김규리|김호정|박혜미|윤종호|이소정|이은경|안석환|연우진|김병춘|주현,오상무|추은주|오상무 아내|마케팅 팀원|특별출연 상여 소리꾼|무용공연 무용수|마케팅 팀원|안상무|사위|조 부장|사장
1225,엑시덴탈 러브,20158622,미국|영국,(주)프레인글로벌,15세이상관람가,코미디|멜로/로맨스,데이빗 O. 러셀,제이크 질렌할|제시카 비엘,
1226,잡식가족의 딜레마,20148676,한국,(주)시네마달,전체관람가,다큐멘터리,황윤,제이크 질렌할|제시카 비엘,
1227,약장수,20156321,한국,(주)대명문화공장|(주)나이너스엔터테인먼트,15세이상관람가,드라마,조치언,김인권|박철민|이주실|임석진|강일수|박지윤|박혜진|최민혁|윤준혁|이은주|김형범|장소연|조민기|이찬호,일용직2|일용직3|의상실 직원/라디오 목소리|영자|병원수납처 직원|삥 뜯는 고딩2|마트캐셔|재열|미란|경호|삥 뜯는 고딩 1
1228,리바이어던,20142282,러시아,오드,청소년관람불가,가족|드라마,안드레이 즈비아진체프,알렉세이 세레브리야코프|엘레나 리야도바,
1229,신데렐라,20156841,미국,월트디즈니컴퍼니코리아(주),전체관람가,멜로/로맨스,케네스 브래너,릴리 제임스|리처드 매든|케이트 블란쳇|헬레나 본햄 카터|홀리데이 그레인저|소피 맥쉐라,
1230,우주로봇 씨어,20143983,중국,(주)마인스 엔터테인먼트|(유)영화사 화수분,전체관람가,애니메이션,왕장준|부걸,엄상현|김성연|안장혁,
1231,세계일주,20127568,한국,(주)나이너스엔터테인먼트,12세이상관람가,가족|어드벤처,이항배,김정태|박하영|구승현|최정우|지대한|나윤성|이종경,현배|박지호|선호|파출소장|김 형사|공익요원
1232,비비안 마이어를 찾아서,20156101,미국,오드,전체관람가,다큐멘터리,존 말루프|찰리 시스켈,김정태|박하영|구승현|최정우|지대한|나윤성|이종경,현배|박지호|선호|파출소장|김 형사|공익요원
1233,아리아,20156963,이탈리아|프랑스,(주)엣나인필름,15세이상관람가,드라마,아시아 아르젠토,샤를로뜨 갱스부르|지울리아 살레르노|가브리엘 가코,
1234,장수상회,20140703,한국,씨제이이앤엠(주),12세이상관람가,멜로/로맨스|드라마,강제규,박해빛나|박근형|윤여정|조진웅|한지민|황우슬혜|문가영|찬열|장문규|이준혁|윤소희|백일섭|박소연|이제욱|강석민|박지혜|정해인|최대영|최승훈|송동규|유원준|유원준|윤상훈|윤여정|이강희|임하룡|홍성일|이보영|이상수|이수지|이언정|김재화|남문철,구청여직원|아영|민성|택시기사|오복성|특별출연-소녀금님|특별출연|문화센터 왈츠 수강생|장수마트(카운터)|문화센터왈츠수강생|문화센터 왈츠 수강생|소년성칠|우마차 농부|어린 장수|왈츠 경연대회 사회자|2동 축구 응원단장|성칠 스탠인 배우|웨이터|금님|문화센터 왈츠 수강생|특별출연|인부2|웨딩여(신부)|문화센터 왈츠 수강생|문화센터 왈츠 수강생|장수 아내|왕마담|의사
1235,스틸 앨리스,20145042,미국,그린나래미디어(주),12세이상관람가,드라마,리처드 글랫저|워시 웨스트모어랜드,줄리안 무어|알렉 볼드윈|크리스틴 스튜어트|케이트 보스워스,
1236,베스트 엑조틱 메리골드 호텔,20126470,영국,이십세기폭스코리아(주),15세이상관람가,코미디|드라마,존 매든,주디 덴치|빌 나이|톰 윌킨슨|매기 스미스|셀리아 임리|데브 파텔,
1237,신은 죽지 않았다,20157782,미국,(주)씨타마운틴픽쳐스|(주)에스와이코마드,12세이상관람가,드라마,해롤드 크론크,쉐인 하퍼|케빈 소르보|트리샤 라파체|코리 올리버|하딜 싯투,
1238,나는 공무원이다,20113391,한국,(주)넥스트엔터테인먼트월드(NEW),전체관람가,코미디|드라마,구자홍,윤제문|송하윤|성준|이충직|김희정,한대희|미선|민기|마포구청장|사쿠
1239,청춘의 증언,20157588,영국,판씨네마(주),12세이상관람가,드라마,제임스 켄트,알리시아 비칸데르|킷 해링턴|태런 에저튼|콜린 모건,
1240,폴 매카트니의 락쇼,20155783,캐나다,(주)케빈앤컴퍼니,전체관람가,공연,폴 매카트니,폴 매카트니,
1241,코멧,20156401,미국,(주)지어소프트,15세이상관람가,판타지|멜로/로맨스,샘 에스마일,저스틴 롱|에미 로섬,
