,actor_name,filmo,code,average_audience
10863,정혜원,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20232465,77296
10864,정영웅,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20242186,0
10865,신용우,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20125887,396579
10866,배진홍,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20208206,219621
10867,남도형,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20113125,112843
10868,이민규,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20242187,0
10869,홍소영,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,10089606,355201
10870,이민규,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,20242187,0
10871,리즈 알렉산더,그레이브 인카운터 2,10044578,0
10872,리처드 하몬,그레이브 인카운터 2,10068555,0
10873,손이용,"시발, 놈: 인류의 시작",20190039,0
10874,김보리,"시발, 놈: 인류의 시작",20145941,0
10875,백승기,"시발, 놈: 인류의 시작",20120681,1954
10876,이지규,"시발, 놈: 인류의 시작",20196221,0
10877,장철민,"시발, 놈: 인류의 시작",20150254,0
10878,박은수,"시발, 놈: 인류의 시작",20258669,0
10879,영건,"시발, 놈: 인류의 시작",10089676,730
10880,윤하리,"시발, 놈: 인류의 시작",20260457,0
10881,테레사 팔머,라이트 아웃,10079720,369306
10882,알리시아 벨라 베일리,라이트 아웃,10046300,995083
10883,가브리엘 베이트먼,라이트 아웃,10000110,0
10884,알렉산더 디퍼시아,라이트 아웃,10043952,0
10885,케이트 블란쳇,트루스,10075724,778152
10886,로버트 레드포드,트루스,10016593,325704
10887,토퍼 그레이스,트루스,10080785,105889
10888,엘리자베스 모스,트루스,10049433,4033
10889,데니스 퀘이드,트루스,10010828,369438
10890,브루스 그린우드,트루스,10032426,15029
10891,존 벤자민 히키,트루스,10067936,0
10892,메릴 스트립,플로렌스,10025792,342431
10893,휴 그랜트,플로렌스,10090792,330533
10894,멜리사 맥카시,고스트버스터즈,10025976,1202580
10895,크리스 헴스워스,고스트버스터즈,10077282,2727815
10896,크리스틴 위그,고스트버스터즈,10077417,1841011
10897,케이트 맥키넌,고스트버스터즈,10060795,0
10898,레슬리 존스,고스트버스터즈,10015096,0
10899,김성규,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196293,23926
10900,장동우,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196294,23926
10901,남우현,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196295,23926
10902,이호원,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196296,22806
10903,이성열,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196297,23926
10904,엘,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196299,23926
10905,이성종,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,20196300,23926
10906,강수현,MB의 추억,20179128,0
10907,김명훈,MB의 추억,20180253,0
10908,박문진,MB의 추억,20153294,0
10909,안석환,MB의 추억,10043361,32234
10910,나탈리 드세이,라 트라비아타,20166554,0
10911,김인권,강철대오:구국의 철가방,10005410,2034325
10912,유다인,강철대오:구국의 철가방,10053565,844945
10913,조정석,강철대오:구국의 철가방,20121022,3321010
10914,박철민,강철대오:구국의 철가방,20110935,1166666
10915,이현학,강철대오:구국의 철가방,20164933,0
10916,임명현,강철대오:구국의 철가방,20179238,0
10917,임진택,강철대오:구국의 철가방,20179328,0
10918,임하나,강철대오:구국의 철가방,20179344,0
10919,김경재,강철대오:구국의 철가방,20113144,0
10920,김선혜,강철대오:구국의 철가방,20180484,0
10921,한국진,강철대오:구국의 철가방,20180719,0
10922,손영민,강철대오:구국의 철가방,20123927,0
10923,이규섭,강철대오:구국의 철가방,20162926,0
10924,손진우,강철대오:구국의 철가방,20185552,0
10925,유신애,강철대오:구국의 철가방,10053792,652097
10926,최민,강철대오:구국의 철가방,20152153,0
10927,김인우,강철대오:구국의 철가방,20207886,2359128
10928,신현빈,강철대오:구국의 철가방,20110901,503105
10929,박영수,강철대오:구국의 철가방,20110629,0
10930,욜랭드 모로,롱 폴링,10051933,24362
10931,피에르 모레,롱 폴링,20123931,0
10932,이천희,바비,10057706,273758
10933,김새론,바비,10004452,1163796
10934,김아론,바비,20115761,0
10935,정기철,바비,20143782,0
10936,정민우,바비,20179652,0
10937,정성룡,바비,20179682,0
10938,정우상,바비,20179748,0
10939,정재욱,바비,20179782,0
10940,정지민,바비,20179794,0
10941,최가현,바비,10072071,0
10942,최성우,바비,20180319,0
10943,김민수,바비,10004193,0
10944,최영진,바비,20180383,0
10945,이상우,바비,20111446,188
10946,이윤경,바비,20181326,0
10947,이정민,바비,20181640,0
10948,박경균,바비,20150085,0
10949,이강섭,바비,20133694,0
10950,박지영,범죄의 여왕,20110875,514155
10951,조복래,범죄의 여왕,20203246,668568
10952,김대현,범죄의 여왕,20111828,0
10953,허정도,범죄의 여왕,20213266,4952
10954,이학수,범죄의 여왕,20257633,0
10955,부은주,범죄의 여왕,20249882,0
10956,손영신,범죄의 여왕,20258969,0
10957,전고운,범죄의 여왕,20112542,0
10958,우문기,범죄의 여왕,20112191,0
10959,우문기,범죄의 여왕,20112191,0
10960,우상기,범죄의 여왕,20260304,0
10961,이윤호,범죄의 여왕,20260737,0
10962,진동훈,범죄의 여왕,10070446,0
10963,최고야,범죄의 여왕,20261454,0
10964,홍윤희,범죄의 여왕,20211508,0
10965,김태곤,범죄의 여왕,20157919,0
10966,신하균,올레,10040665,1320356
10967,박희순,올레,10029595,879165
10968,오만석,올레,10050300,222060
10969,유다인,올레,10053565,878211
10970,이형섭,올레,20164983,0
10971,변준석,올레,20197660,5067
10972,양희선,올레,20259117,0
10973,한예리,최악의 하루,20090447,523863
10974,이와세 료,최악의 하루,20188038,36055
10975,권율,최악의 하루,20175963,530930
10976,이희준,최악의 하루,10058320,707493
10977,이승연,최악의 하루,20224074,0
10978,강 숙,최악의 하루,20031594,0
10979,알프레드 히치콕,히치콕 트뤼포,10045335,0
10980,프랑수아 트뤼포,히치콕 트뤼포,10084455,0
10981,데이빗 핀처,히치콕 트뤼포,10012198,0
10982,마틴 스콜세지,히치콕 트뤼포,10024735,0
10983,웨스 앤더슨,히치콕 트뤼포,10052685,0
10984,리차드 링클레이터,히치콕 트뤼포,10020023,0
10985,올리비에 아사야스,히치콕 트뤼포,10051280,0
10986,제임스 그레이,히치콕 트뤼포,10063973,0
10987,구로사와 기요시,히치콕 트뤼포,10002115,0
10988,박근형,그랜드파더,10028490,82689
10989,고보결,그랜드파더,20240906,0
10990,정진영,그랜드파더,10062279,2853042
10991,박진아,그랜드파더,20258696,0
10992,박초연,그랜드파더,20258714,0
10993,정재구,그랜드파더,20259412,0
10994,이상철,그랜드파더,20151582,0
10995,이승연,그랜드파더,10056248,77257
10996,이예은,그랜드파더,20260731,0
10997,제이슨 스타뎀,메카닉: 리크루트,10063676,561872
10998,제시카 알바,메카닉: 리크루트,10063351,176325
10999,토미 리 존스,메카닉: 리크루트,10080641,327320
11000,양자경,메카닉: 리크루트,10047042,157464
11001,성룡,스킵트레이스: 합동수사,10035836,428304
11002,조니 녹스빌,스킵트레이스: 합동수사,10065526,245237
11003,판빙빙,스킵트레이스: 합동수사,10082391,190914
11004,니콜라스 홀트,이퀄스,10008764,1305663
11005,크리스틴 스튜어트,이퀄스,10077997,605884
11006,쿠로사와 토모요,극장판 울려라! 유포니엄,20242266,0
11007,안자이 치카,극장판 울려라! 유포니엄,20242267,0
11008,텐진 릭돌,브링 홈: 아버지의 땅,10081174,0
11009,김민종,브링 홈: 아버지의 땅,10004218,134616
11010,나탈리 포트만,사랑과 어둠의 이야기,20112223,696464
11011,길라드 카하나,사랑과 어둠의 이야기,20240866,0
11012,아미르 테슬러,사랑과 어둠의 이야기,20240867,0
11013,장 뒤자르댕,사랑이 이끄는 대로,10070272,34415
11014,엘자 질버스타인,사랑이 이끄는 대로,10049588,6783
11015,마크-폴 고셀라,프레셔스 카고: 프로 범죄단,10024533,0
11016,브루스 윌리스,프레셔스 카고: 프로 범죄단,10032511,487857
11017,클레어 폴라니,프레셔스 카고: 프로 범죄단,10078347,0
11018,존 브라더튼,프레셔스 카고: 프로 범죄단,10071079,54
11019,다니엘 베른하르트,프레셔스 카고: 프로 범죄단,10009348,742
11020,조니 뎁,거울나라의 앨리스,10065531,840188
11021,앤 해서웨이,거울나라의 앨리스,10045773,1684561
11022,미아 와시코브스카,거울나라의 앨리스,20112617,266732
11023,헬레나 본햄 카터,거울나라의 앨리스,10088863,753968
11024,사챠 바론 코헨,거울나라의 앨리스,10034227,8831
11025,알란 릭맨,거울나라의 앨리스,10044157,392328
11026,마이클 쉰,거울나라의 앨리스,10023196,161798
11027,앤드류 스캇,거울나라의 앨리스,10008952,18632
11028,김율호,"고산자, 대동여지도",20278549,0
11029,차승원,"고산자, 대동여지도",10071140,1316754
11030,유준상,"고산자, 대동여지도",10053981,719615
11031,김인권,"고산자, 대동여지도",10005410,1984922
11032,남지현,"고산자, 대동여지도",10007590,421400
11033,신동미,"고산자, 대동여지도",10040291,2660
11034,남경읍,"고산자, 대동여지도",10007481,6095
11035,태인호,"고산자, 대동여지도",20127332,1253
11036,공형진,"고산자, 대동여지도",10001915,279384
11037,김종수,"고산자, 대동여지도",20163848,9439
11038,이형길,"고산자, 대동여지도",10058142,0
11039,임경욱,"고산자, 대동여지도",20248197,0
11040,박선용,"고산자, 대동여지도",20203049,0
11041,박상훈,"고산자, 대동여지도",20157664,53
11042,박정호,"고산자, 대동여지도",20134721,0
11043,박진영,"고산자, 대동여지도",20248704,0
11044,백동현,"고산자, 대동여지도",20142388,0
11045,송민석,"고산자, 대동여지도",10037077,0
11046,송원종,"고산자, 대동여지도",10037151,0
11047,양해길,"고산자, 대동여지도",10047124,0
11048,양희정,"고산자, 대동여지도",20259119,0
11049,전수정,"고산자, 대동여지도",20259132,0
11050,전호근,"고산자, 대동여지도",20259195,0
11051,정명수,"고산자, 대동여지도",20259209,0
11052,정봉연,"고산자, 대동여지도",10061780,0
11053,정진근,"고산자, 대동여지도",20142155,0
11054,조경섭,"고산자, 대동여지도",20182801,0
11055,윤성민,"고산자, 대동여지도",20186413,0
11056,윤준호,"고산자, 대동여지도",20204005,0
11057,이덕형,"고산자, 대동여지도",20260489,0
11058,이문형,"고산자, 대동여지도",20260534,0
11059,이성원,"고산자, 대동여지도",20226135,0
11060,이수민,"고산자, 대동여지도",20181195,0
11061,이승철,"고산자, 대동여지도",20260672,0
11062,이윤상,"고산자, 대동여지도",20226037,0
11063,지동주,"고산자, 대동여지도",20194890,0
11064,지현준,"고산자, 대동여지도",10070254,0
11065,최은식,"고산자, 대동여지도",20261929,0
11066,최한기,"고산자, 대동여지도",20262389,0
11067,한명철,"고산자, 대동여지도",20262404,0
11068,홍광표,"고산자, 대동여지도",20263453,0
11069,홍대영,"고산자, 대동여지도",20263454,0
11070,노남석,"고산자, 대동여지도",20140360,0
11071,정준용,"고산자, 대동여지도",20277569,0
11072,김기정,"고산자, 대동여지도",20279329,0
11073,김서영,달빛궁궐,10004461,132319
11074,이하늬,달빛궁궐,20125825,1652325
11075,권율,달빛궁궐,20175963,518872
11076,김슬기,달빛궁궐,20171140,495522
11077,신용우,달빛궁궐,20125887,336411
11078,이장원,달빛궁궐,10057178,25465
11079,시영준,달빛궁궐,10040160,34434
11080,이상범,달빛궁궐,20243889,0
11081,이현,달빛궁궐,20230520,0
11082,강시현,달빛궁궐,20237910,0
11083,문유정,달빛궁궐,20215246,24111
11084,정주원,달빛궁궐,20218982,0
11085,신경선,달빛궁궐,20111719,185601
11086,이유리,달빛궁궐,20243909,0
11087,마티아스 슈바이그호퍼,로빈슨 크루소,10024620,0
11088,데이비드 하워드,로빈슨 크루소,10011573,0
11089,콜린 메츠거,로빈슨 크루소,20239387,0
11090,라일라 베르진,로빈슨 크루소,20239388,0
11091,조이 카멘,로빈슨 크루소,10066847,0
11092,마리브 헤링턴,로빈슨 크루소,20239389,0
11093,송강호,밀정,10037018,4134851
11094,공유,밀정,10001901,2822842
11095,한지민,밀정,10087751,2211481
11096,츠루미 신고,밀정,10073030,0
11097,엄태구,밀정,20111842,4415
11098,신성록,밀정,10040416,2515
11099,서영주,밀정,20125821,23608
11100,박민우,밀정,20227336,0
11101,이진한,밀정,20247509,0
11102,이진한,밀정,20247509,0
11103,임서영,밀정,20248237,0
11104,임서영,밀정,20248237,0
11105,전수빈,밀정,20138826,0
11106,정유안,밀정,20250450,0
11107,조권수,밀정,20186951,0
11108,조윤담,밀정,20252516,0
11109,이동진,밀정,20111355,1313727
11110,이상희,밀정,20254090,0
11111,이수광,밀정,20254159,0
11112,이승진,밀정,20254471,0
11113,하민,밀정,20255351,0
11114,노준표,밀정,20141847,0
11115,김정우,밀정,20161029,0
11116,니콜라스 홀트,장난감이 살아있다,10008764,1295080
11117,아리아나 그란데,장난감이 살아있다,10059367,0
11118,케이티 홈즈,장난감이 살아있다,10075074,35892
11119,루퍼트 그린트,장난감이 살아있다,10018956,2542248
11120,여명,더 시크릿,10049730,48336
11121,왕락단,더 시크릿,10018564,5228
11122,상드린 피나,더 시크릿,20167922,16867
11123,야마모토 마사코,이중섭의 아내,10046517,0
11124,야마모토 야스나리,이중섭의 아내,10046521,0
11125,김정철,인천상륙작전 : 익스텐디드 에디션(확장판),20276429,0
11126,이정재,인천상륙작전 : 익스텐디드 에디션(확장판),10057315,2533518
11127,이범수,인천상륙작전 : 익스텐디드 에디션(확장판),10055581,1186995
11128,리암 니슨,인천상륙작전 : 익스텐디드 에디션(확장판),10019770,772245
11129,진세연,인천상륙작전 : 익스텐디드 에디션(확장판),20195689,631823
11130,정준호,인천상륙작전 : 익스텐디드 에디션(확장판),10062240,1053708
11131,박철민,인천상륙작전 : 익스텐디드 에디션(확장판),20110935,1104436
11132,김병옥,인천상륙작전 : 익스텐디드 에디션(확장판),20143806,364840
11133,김선아,인천상륙작전 : 익스텐디드 에디션(확장판),10004519,1018048
11134,김영애,인천상륙작전 : 익스텐디드 에디션(확장판),10004995,493144
11135,박성웅,인천상륙작전 : 익스텐디드 에디션(확장판),10028773,746229
11136,추성훈,인천상륙작전 : 익스텐디드 에디션(확장판),20222146,0
11137,J.K. 시몬스,드림 쏭,10091423,1388887
11138,루크 윌슨,드림 쏭,10018923,64823
11139,에디 이자드,드림 쏭,10047849,16045
11140,맷 딜런,드림 쏭,10025513,54702
11141,덴젤 워싱턴,매그니피센트 7,10012405,172717
11142,크리스 프랫,매그니피센트 7,10077262,1728617
11143,이병헌,매그니피센트 7,10055626,1931890
11144,에단 호크,매그니피센트 7,10047462,89653
11145,맷 보머,매그니피센트 7,20129909,25905
11146,빈센트 도노프리오,매그니피센트 7,10033328,452438
11147,해일리 베넷,매그니피센트 7,10088191,18892
11148,캠 지갠뎃,매그니피센트 7,20113052,25085
11149,잭 휴스턴,벤허,10061037,28588
11150,토비 켑벨,벤허,10080718,1163274
11151,모건 프리먼,벤허,10026087,497021
11152,로드리고 산토로,벤허,10015946,575183
11153,할룩 빌기너,벤허,10033626,8248
11154,요한 필리프 아스베크,벤허,20173466,764072
11155,모이세스 아리아스,벤허,10026415,0
11156,아예렛 주러,벤허,10042320,824
11157,소피아 블랙 디엘리아,벤허,10002310,266389
11158,제임스 코스모,벤허,10064325,125215
11159,다토 바크하제,벤허,10010002,0
11160,자레스 J. 메즈,벤허,10059158,0
11161,김새해,아이엠스타 뮤직어워드,20214347,13055
11162,김영은,아이엠스타 뮤직어워드,20238067,67016
11163,정유미,아이엠스타 뮤직어워드,20157089,0
11164,정혜원,아이엠스타 뮤직어워드,20232465,66810
11165,소연,아이엠스타 뮤직어워드,20190907,199070
11166,제시 아이젠버그,카페 소사이어티,10063284,972405
11167,크리스틴 스튜어트,카페 소사이어티,10077997,602687
11168,스티브 카렐,카페 소사이어티,10039193,553282
11169,블레이크 라이블리,카페 소사이어티,10032816,124314
11170,이율리,부귀영화,20167140,0
11171,박혜린,부귀영화,20167141,0
11172,한석경,부귀영화,20167142,0
11173,인진미,부귀영화,10058362,0
11174,전희경,부귀영화,20179614,0
11175,정성욱,부귀영화,10061845,0
11176,박대희,부귀영화,20151435,0
11177,백혜령,부귀영화,20183847,0
11178,서상호,부귀영화,20183940,0
11179,양재호,부귀영화,20184479,0
11180,윤일중,부귀영화,10054459,0
11181,이경,부귀영화,20185113,0
11182,아란 벨,퍼스트 포지션,20133146,0
11183,가야 봄메르 야미니,퍼스트 포지션,20133147,0
11184,신하균,퍼스트 포지션,10040665,1323034
11185,다니엘 크레이그,007 스카이폴,10009451,800610
11186,하비에르 바르뎀,007 스카이폴,10086911,212898
11187,주디 덴치,007 스카이폴,10068911,412390
11188,랄프 파인즈,007 스카이폴,10014377,342230
11189,나오미 해리스,007 스카이폴,10006980,252300
11190,베레니스 말로에,007 스카이폴,20128889,4921
11191,송중기,늑대소년,10037229,1467785
11192,박보영,늑대소년,10028667,1225656
11193,장영남,늑대소년,10060331,2802540
11194,유연석,늑대소년,20111976,655393
11195,김향기,늑대소년,10006228,1310990
11196,장서이,늑대소년,20179448,0
11197,한민혁,늑대소년,20141614,0
11198,이승주,늑대소년,20181213,0
11199,최광락,늑대소년,10072106,0
11200,오영석,늑대소년,20111299,0
11201,차종호,늑대소년,10071193,0
11202,이영란,늑대소년,10056645,46535
11203,유승목,늑대소년,10053771,2020050
11204,서동수,늑대소년,10035365,1199
11205,조승우,복숭아나무,10066380,1891847
11206,류덕환,복숭아나무,10019043,406124
11207,남상미,복숭아나무,10007527,879804
11208,이윤범,복숭아나무,20181388,0
11209,신혜정,복숭아나무,20135712,0
11210,벤 애플렉,아르고,10031156,460608
11211,존 굿맨,아르고,10067536,185186
11212,알란 아킨,아르고,10044222,28014
11213,브라이언 크랜스톤,아르고,10031931,198017
11214,카일 챈들러,아르고,10073998,187532
11215,아리무라 카스미,"불량소녀, 너를 응원해!",10018884,108495
11216,이토 아츠시,"불량소녀, 너를 응원해!",10057930,1464
11217,요시다 요,"불량소녀, 너를 응원해!",20243168,2676
11218,타나카 테츠시,"불량소녀, 너를 응원해!",10078985,0
11219,노무라 슈헤이,"불량소녀, 너를 응원해!",10039774,130
11220,오오이즈미 요,아이 엠 어 히어로,10050689,7717
11221,아리무라 카스미,아이 엠 어 히어로,10018884,11133
11222,나가사와 마사미,아이 엠 어 히어로,10006649,540140
11223,박혁권,나홀로 휴가,10029480,325090
11224,윤주,나홀로 휴가,20131557,718
11225,이준혁,나홀로 휴가,10057492,116137
11226,박재홍,나홀로 휴가,20134374,0
11227,조재현,나홀로 휴가,10066929,597212
11228,이광기,나홀로 휴가,10054829,25649
11229,이상욱,나홀로 휴가,20244431,0
11230,이서연,나홀로 휴가,20223749,0
11231,이성호,나홀로 휴가,20260629,0
11232,이승용,나홀로 휴가,20260670,0
11233,이승철,나홀로 휴가,20260672,0
11234,차봄,나홀로 휴가,20261392,0
11235,김유라,나홀로 휴가,20275089,0
11236,티아 마이피,뉴 스텝업: 어반댄스,10071322,0
11237,케링튼 페인,뉴 스텝업: 어반댄스,10017059,0
11238,스탠 워커,뉴 스텝업: 어반댄스,10038470,0
11239,이주승,대결,10057434,32534
11240,오지호,대결,10050782,963571
11241,이정진,대결,10057320,1026856
11242,신정근,대결,10040580,5834876
11243,손은서,대결,10036892,272351
11244,임효우,대결,20141377,491207
11245,박주혜,대결,20135302,0
11246,박준범,대결,20136007,0
11247,전혜인,대결,20259194,0
11248,이규희,대결,20260478,0
11249,이대겸,대결,20253813,0
11250,조훈휘,대결,10067489,0
11251,홍민혜,대결,20263434,0
11252,황진호,대결,20263612,0
11253,김철구,대결,20158439,0
11254,이연걸,봉신연의: 영웅의 귀환,10056618,327436
11255,판빙빙,봉신연의: 영웅의 귀환,10082391,192145
11256,안젤라 베이비,봉신연의: 영웅의 귀환,10043673,11909
11257,고천락,봉신연의: 영웅의 귀환,10001782,58867
11258,양가휘,봉신연의: 영웅의 귀환,10046849,64590
11259,문장,봉신연의: 영웅의 귀환,20182357,7160
11260,신상옥,연인과 독재자,10040399,0
11261,최은희,연인과 독재자,10072618,10601
11262,클라이브 오웬,칠드런 오브 맨,10078252,202608
11263,줄리안 무어,칠드런 오브 맨,10069498,259734
11264,장쯔이,태평륜 피안,10060548,348954
11265,금성무,태평륜 피안,10003194,310843
11266,송혜교,태평륜 피안,10037291,494043
11267,황효명,태평륜 피안,10090423,10014
11268,나가사와 마사미,태평륜 피안,10006649,566709
11269,쿠로키 하루,립반윙클의 신부,10002127,8974
11270,아야노 고,립반윙클의 신부,20170383,2672
11271,에바 그린,미스 페레그린과 이상한 아이들의 집,10048502,385813
11272,사무엘 L. 잭슨,미스 페레그린과 이상한 아이들의 집,10034095,711543
11273,아사 버터필드,미스 페레그린과 이상한 아이들의 집,10042104,151721
11274,앨리슨 제니,미스 페레그린과 이상한 아이들의 집,10046287,215539
11275,킴 디킨스,미스 페레그린과 이상한 아이들의 집,10078815,0
11276,주디 덴치,미스 페레그린과 이상한 아이들의 집,10068911,363531
11277,크리스 오다우드,미스 페레그린과 이상한 아이들의 집,20173203,6301
11278,르네 젤위거,브리짓 존스의 베이비,10019207,417171
11279,콜린 퍼스,브리짓 존스의 베이비,10076631,529098
11280,패트릭 뎀시,브리짓 존스의 베이비,10082575,1219025
11281,톰 행크스,설리: 허드슨강의 기적,10081113,535380
11282,아론 에크하트,설리: 허드슨강의 기적,10041654,215570
11283,로라 린니,설리: 허드슨강의 기적,10015990,266220
11284,정우성,아수라,10062025,1480539
11285,황정민,아수라,10090290,3287453
11286,주지훈,아수라,10069179,806353
11287,곽도원,아수라,20127192,3046644
11288,정만식,아수라,10061699,3026552
11289,김원해,아수라,20189746,476665
11290,김종수,아수라,20163848,9439
11291,김해곤,아수라,10006219,2432
11292,윤지혜,아수라,10054532,332613
11293,오연아,아수라,20216086,0
11294,윤제문,아수라,10054493,799544
11295,이종성,아수라,20257283,0
11296,장근영,아수라,10060067,0
11297,박지환,아수라,20258694,0
11298,손영진,아수라,20258950,0
11299,양영일,아수라,20259100,0
11300,유정호,아수라,20152252,0
11301,윤성민,아수라,20186413,0
11302,이가경,아수라,20195029,0
11303,이광기,아수라,20139048,0
11304,이상민,아수라,20181069,0
11305,채성원,아수라,20148293,0
11306,김남조,아수라,20221527,0
11307,노남석,아수라,20140360,0
11308,박갑진,아수라,20149869,0
11309,브라이스 달라스 하워드,피터와 드래곤,10031727,1068351
11310,오크스 페글리,피터와 드래곤,20244432,0
11311,웨스 벤틀리,피터와 드래곤,10052683,1284
11312,칼 어번,피터와 드래곤,20113037,1274806
11313,로버트 레드포드,피터와 드래곤,10016593,321213
11314,크레이그 홀,피터와 드래곤,10076981,0
11315,이시아 휘틀록 주니어,피터와 드래곤,10056356,0
11316,이자벨 위페르,다가오는 것들,10057136,24067
11317,에디뜨 스콥,다가오는 것들,10047867,18893
11318,고희영,물숨,20193079,0
11319,키쿠치 아키코,바다의 뚜껑,20243106,0
11320,미네 아즈사,바다의 뚜껑,20243107,0
11321,이제인,백설공주 : 사라진 아빠를 찾아서,10057345,0
11322,사문영,백설공주 : 사라진 아빠를 찾아서,20245509,12458
11323,박상훈,백설공주 : 사라진 아빠를 찾아서,20174745,85475
11324,카미야 히로시,예전부터 계속 좋아했어 ~고백실행위원회~,10073746,19265
11325,토마츠 하루카,예전부터 계속 좋아했어 ~고백실행위원회~,10086792,150131
11326,카지 유키,예전부터 계속 좋아했어 ~고백실행위원회~,20224411,6026
11327,스즈무라 켄이치,예전부터 계속 좋아했어 ~고백실행위원회~,10038082,0
11328,토요사키 아키,예전부터 계속 좋아했어 ~고백실행위원회~,10080765,2329
11329,박삼순,할머니의 먼 집,20243930,0
11330,이소현,할머니의 먼 집,20221427,0
11331,장춘옥,할머니의 먼 집,20243931,0
11332,홍순영,할머니의 먼 집,20263462,0
11333,가엘 가르시아 베르날,디시에르토,10000222,110691
11334,제프리 딘 모건,디시에르토,10064771,187595
11335,디에고 카타노,디시에르토,10013454,0
11336,마르코 페레즈,디시에르토,10021564,0
11337,제인 레비,맨 인 더 다크,20178839,0
11338,딜런 미네트,맨 인 더 다크,10013651,305134
11339,스티븐 랭,맨 인 더 다크,10039318,5977
11340,다니엘 조바토,맨 인 더 다크,10065865,33489
11341,류승범,그물,10019067,1394465
11342,이원근,그물,20162795,118621
11343,김영민,그물,10004973,16665
11344,최귀화,그물,20115207,0
11345,박준형,그물,20248548,0
11346,정지은,그물,20250636,0
11347,안지혜,그물,20139391,0
11348,이상현,그물,20253941,0
11349,이승현,그물,20160668,0
11350,이은우,그물,10057015,18232
11351,김순모,그물,10004794,0
11352,이상진,그물,20267971,0
11353,윤여정,죽여주는 여자,10054391,742582
11354,김한나,죽여주는 여자,20282689,0
11355,전무송,죽여주는 여자,10061264,33540
11356,윤계상,죽여주는 여자,10054204,456572
11357,박성진,죽여주는 여자,20258611,0
11358,윤효진,죽여주는 여자,20260469,0
11359,리스 이판,미스터 나이스,10019716,3624
11360,클로에 세비니,미스터 나이스,10078469,8628
11361,데이빗 크로스,스롤란 마이러브,10012122,457343
11362,아핀야 사쿨자로엔숙,스롤란 마이러브,10042763,584
11363,사토 류타,슬랩스틱 브라더스,10034577,0
11364,카미지 유스케,슬랩스틱 브라더스,20126135,0
11365,테일러 키취,파괴자들,10079954,654733
11366,블레이크 라이블리,파괴자들,10032816,142101
11367,애런 존슨,파괴자들,10041659,1651859
11368,존 트라볼타,파괴자들,10068438,153372
11369,셀마 헤이엑,파괴자들,10036357,248753
11370,베니치오 델 토로,파괴자들,10030723,139062
11371,우마 서먼,파괴자들,10052082,232189
11372,윤주,나쁜 피,20131557,4205
11373,임대일,나쁜 피,20131560,0
11374,강효진,나쁜 피,10000970,0
11375,고대환,나쁜 피,10001477,0
11376,구본승,나쁜 피,10002151,0
11377,구본승,나쁜 피,10002151,0
11378,전수진,나쁜 피,20179580,0
11379,최시원,나쁜 피,20157557,0
11380,한중대,나쁜 피,20145179,0
11381,이상근,나쁜 피,20150570,0
11382,김지선,나쁜 피,20181472,0
11383,김지선,나쁜 피,20181472,0
11384,서승원,나쁜 피,20258782,0
11385,윤명현,나쁜 피,20185006,0
11386,유영채,나쁜 피,20151994,0
11387,임형국,나쁜 피,10058918,7439
11388,투레 린드하르트,라잇 온 미,20123562,100
11389,재커리 부스,라잇 온 미,10059326,0
11390,나탈리 오시포바,마린스키 발레 지젤 3D,20131275,0
11391,레오니드 사라파노프,마린스키 발레 지젤 3D,20131276,0
11392,일리아 쿠즈네초프,마린스키 발레 지젤 3D,20131277,0
11393,예카테리나 콘다우로바,마린스키 발레 지젤 3D,20131278,0
11394,정인기,가족시네마,10062134,624737
11395,김지영,가족시네마,10005839,1464911
11396,선우선,가족시네마,10035745,2211407
11397,이명행,가족시네마,10055362,1199
11398,지우,가족시네마,20168260,206617
11399,최무성,가족시네마,10072210,3106
11400,장소연,가족시네마,10060279,4747
11401,박희본,가족시네마,20113591,13457
11402,황석정,가족시네마,10090114,1026
11403,박길수,가족시네마,10028517,958961
11404,박현영,가족시네마,20100597,145912
11405,요아킴 네테르크비스트,글래디에이터 - 템플기사단,10066429,0
11406,소피아 헬린,글래디에이터 - 템플기사단,10036766,0
11407,유해진,럭키,10054128,3289541
11408,이준,럭키,20112212,261698
11409,조윤희,럭키,10066791,975856
11410,임지연,럭키,20248432,0
11411,전혜빈,럭키,10061532,595929
11412,이동휘,럭키,20186095,3557749
11413,박선용,럭키,20203049,0
11414,박은미,럭키,20258654,0
11415,정소리,럭키,20259273,0
11416,이승철,럭키,20260672,0
11417,최시형,럭키,20261569,0
11418,홍의권,럭키,20263439,0
11419,문광식,럭키,20203667,0
