,movie_name,movie_code,director_name,director_code,nation,release_date,day1_screen,day1_audience,day8_date,day8_audience,director_sum
1413, 돈 조반니,20150012,크리스토프 에센바흐,10051831,독일,2015-06-06,6,85,2015-06-13,175,10469
1414, 세비야의 이발사,20145168,미켈레 마리오티,10071941,미국,2015-06-06,2,27,2015-06-13,218,0
1415, 신이 말하는 대로,20156221,미이케 다카시,10027427,일본,2015-06-09,1,7,2015-06-16,35,0
1416, 꼬마 유령,20140207,알랑 그스포너,20114442,독일,2015-06-11,97,672,2015-06-18,11919,90551
1417, 누레예프 갈라,20159622,발레리 오브샤니코프,10029731,독일,2015-06-11,4,27,2015-06-18,431,3331
1418, 세컨 찬스,20159507,수잔 비에르,10037626,덴마크,2015-06-11,29,363,2015-06-18,2918,0
1419, 엘리펀트 송,20159582,찰스 비네임,10071434,캐나다,2015-06-11,46,1329,2015-06-18,10202,13192
1420, 쥬라기 월드,20098169,콜린 트레보로우,20121453,미국,2015-06-11,"1,041",274719,2015-06-18,2350583,0
1421, 카이트,20150841,랄프 지만,10014367,미국,2015-06-11,50,3234,2015-06-18,8287,42
1422, 키스 미 어게인,20158045,가브리엘 무치노,10000103,이탈리아,2015-06-11,1,12,2015-06-18,115,155478
1423, 한여름의 판타지아,20147803,장건재,10060025,한국,2015-06-11,46,1572,2015-06-18,10042,2223
1424, 애인,20150604,이숭환,10056203,한국,2015-06-17,20,457,2015-06-24,465,856
1425, 경성학교: 사라진 소녀들,20141224,이해영,10058049,한국,2015-06-18,476,53657,2015-06-25,325199,439526
1426, 극비수사,20148855,곽경택,10001931,한국,2015-06-18,722,181737,2015-06-25,1685772,1515606
1427, 극장판 푸른 강철의 아르페지오 - 아르스 노바 - DC,20150863,키시 세이지,20193066,일본,2015-06-18,11,199,2015-06-25,1501,3127976
1428, 다크 나이트 라이즈,20112703,크리스토퍼 놀란,10077460,미국,2012-07-19,"1,058",441089,2012-07-26,3365300,494554
1429, 도니도니 삼형제와 아기늑대 침투작전,20128548,하워드 베이커,10087121,미국,2012-07-19,1,2,2012-07-26,53,494554
1430, 레인 폴,20128527,맥스 매닉스,10025399,일본,2012-07-19,1,2,2012-07-26,18,267755
1431, 명탐정 코난: 11번째 스트라이커,20127306,시즈노 코분|야마모토 야스이치로,20113482|20115431,일본,2012-07-19,262,13507,2012-07-26,257673,55402
1432, 조지 해리슨,20126619,마틴 스콜세지,10024735,미국,2012-07-19,3,105,2012-07-26,920,0
1433, 카페 드 플로르,20127509,장 마크 발레,10059743,캐나다,2012-07-19,3,57,2012-07-26,1690,4680
1434, 하와이언 레시피,20127467,사나다 아츠시,10033788,일본,2012-07-19,4,82,2012-07-26,1351,32067
1435, 도쿄 트라이브,20158881,소노 시온,10036571,일본,2015-06-18,14,89,2015-06-25,1433,0
1436, 미스 줄리,20159624,리브 울만,10019512,노르웨이,2015-06-18,28,348,2015-06-25,3272,0
1437, 베스트 오브 미,20150563,마이클 호프만,10023685,미국,2015-06-18,116,1476,2015-06-25,12548,300
1438, 심야식당,20156970,마츠오카 조지,10023936,일본,2015-06-18,167,6300,2015-06-25,64604,987782
1439, 하드 로맨티커,20151143,구수연,10002173,일본,2015-06-18,1,1,2015-06-25,8,0
1440, 아웃사이더,20151601,브라이언 A. 밀러,10031987,미국,2015-06-21,2,570,2015-06-28,1645,0
1441, 소수의견,20136057,김성제,10004620,한국,2015-06-24,378,34334,2015-07-01,293662,0
1442, 연평해전,20134798,김학순,10006188,한국,2015-06-24,667,153400,2015-07-01,2068328,0
1443, 나의 절친 악당들,20142856,임상수,10058591,한국,2015-06-25,384,26887,2015-07-02,126496,142060
1444, 네이든,20159901,모건 매튜스,10018151,영국,2015-06-25,49,737,2015-07-02,9030,222
1445, 데모닉,20159223,윌 캐논,20112370,미국,2015-06-25,136,7169,2015-07-02,38567,1952
1446, 메이드 인 차이나,20147929,김동후,20186557,한국,2015-06-25,2,26,2015-07-02,313,0
1447, 밤을 걷는 뱀파이어 소녀,20159064,애나 릴리 아미푸르,10021056,미국,2015-06-25,23,224,2015-07-02,2252,0
1448, 욕정이 활활,20100662,이상우|황희경|김헌,20111446|20139621|20135200,한국,2015-06-25,1,7,2015-07-02,26,7422
1449, 정글번치: 너구리 해적단과 보물지도,20159221,에즈라 와이즈,10048922,프랑스,2015-06-25,131,726,2015-07-02,30503,20383
1450, 19곰 테드 2,20156749,세스 맥팔레인,10036152,미국,2015-06-25,281,18211,2015-07-02,137324,3039889
1451, 아이다,20151885,올리비에 피,10085476,프랑스,2015-07-01,8,71,2015-07-08,346,12412
1452, 동경 표류일기,20150421,에릭 쿠,10048274,싱가포르,2015-07-02,4,59,2015-07-09,497,0
1453, 디렉터스 컷,20148634,박준범,20111118,한국,2015-07-02,5,59,2015-07-09,288,0
1454, 라자루스,20159001,데이빗 겔브,20121702,미국,2015-07-02,85,3137,2015-07-09,26568,0
1455, 리틀드래곤 코코넛,20150255,허버트 베일란드|니나 웰스,10070285|10030498,독일,2015-07-02,119,1268,2015-07-09,31845,19387
1456, 마돈나,20159161,신수원,10040434,한국,2015-07-02,64,1596,2015-07-09,14447,1047327
1457, 모든 비밀스러운 것들,20150962,에이미 버그,20176858,미국,2015-07-02,49,1137,2015-07-09,5169,0
1458, 숏텀 12,20141776,데스틴 크리튼,20191726,미국,2015-07-02,4,10,2015-07-09,370,196
1459," 알로, 슈티",20150661,대니 분,10010195,프랑스,2015-07-02,32,710,2015-07-09,8954,12307
1460, 터미네이터 제니시스,20141384,앨런 테일러,10044279,미국,2015-07-02,"1,086",253699,2015-07-09,1986382,1532286
1461, 학교괴담 : 저주의 언령,20151381,오치아이 마사유키,10050815,일본,2015-07-02,69,857,2015-07-09,6612,0
1462, 한밤의 아이들,20149829,디파 메타,10013516,영국,2015-07-02,10,87,2015-07-09,879,1271040
1463, 호비와 엄마나무섬의 비밀,20150963,히라바야시 이사무,20178567,일본,2015-07-02,53,680,2015-07-09,9645,264918
1464, 권법형사 : 차이나타운,20159422,박상현,20110735,한국,2015-07-09,5,213,2015-07-16,245,5568896
1465, 러덜리스,20150522,윌리엄 H. 머시,10053388,미국,2015-07-09,117,4315,2015-07-16,38992,1416998
1466, 레드 툼,20136000,구자환,10002241,한국,2015-07-09,13,469,2015-07-16,1777,1416998
1467, 손님,20148844,김광태,20147149,한국,2015-07-09,493,144967,2015-07-16,720435,1416998
1468, 아웃캐스트: 절명도망 무삭제판,20151461,닉 포웰,10074984,미국,2015-07-09,1,1,2015-07-16,2,1416998
1469, 우먼 인 골드,20151002,사이먼 커티스,10034374,미국,2015-07-09,252,12067,2015-07-16,80924,1416998
1470, 인사이드 아웃,20151225,피트 닥터,10086198,미국,2015-07-09,520,68222,2015-07-16,1126848,1416998
1471, 인시디어스 3,20150741,리 워넬,10019336,미국,2015-07-09,331,38555,2015-07-16,419904,715579
1472, 파스카,20132801,안선경,10043363,한국,2015-07-09,9,48,2015-07-16,676,715579
1473, 다크 플레이스,20156301,질스 파겟-브레너,10003415,미국,2015-07-15,246,8603,2015-07-22,63561,0
1474, 쓰리 썸머 나잇,20141060,김상진,10004438,한국,2015-07-15,297,12378,2015-07-22,75395,0
1475, 더 디너,20151382,이바노 데 마테오,20173683,이탈리아,2015-07-16,17,298,2015-07-23,3381,75
1476, 5백만불의 사나이,20124058,김익로,20125818,한국,2012-07-19,331,15351,2012-07-26,102074,1238
1477, 극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,20127266,쿠스바 고조,10076791,일본,2012-07-25,155,3673,2012-08-01,103234,957403
1478, 도둑들,20124034,최동훈,10072187,한국,2012-07-25,890,436596,2012-08-01,4364718,0
1479, 무서운 이야기,20124349,정범식|임대웅|홍지영|김곡|김선|민규동,10061758|10058504|10089855|10003598|10004500|10027774,한국,2012-07-25,238,20457,2012-08-01,205369,186731
1480, 아이스 에이지 4: 대륙 이동설,20126667,스티브 마티노|마이크 트메이어,10039050|10022766,미국,2012-07-25,419,43227,2012-08-01,795560,330665
1481, 파닥파닥,20126010,이대희,20111031,한국,2012-07-25,38,511,2012-08-01,8153,330665
1482, 미국의 바람과 불,20110340,김경만,10003533,한국,2012-07-26,2,7,2012-08-02,234,0
1483, 더 리치,20151401,진-밥티스트 레오네티,10070052,미국,2015-07-16,72,1778,2015-07-23,8000,0
1484, 라이드 : 나에게로의 여행,20159521,헬렌 헌트,10088926,미국,2015-07-16,29,881,2015-07-23,8004,5624422
1485, 밀양 아리랑,20141110,박배일,20100687,한국,2015-07-16,13,92,2015-07-23,1749,0
1486, 악인은 살아 있다,20150941,김회근,10006480,한국,2015-07-16,11,50,2015-07-23,1594,1039
1487, 폴라로이드,20133667,주호성,10069221,한국,2015-07-16,27,770,2015-07-23,7242,0
1488, 픽셀,20158241,크리스 콜럼버스,10077207,미국,2015-07-16,530,68692,2015-07-23,578736,0
1489," 10,000km(만 킬로미터)",20152001,카를로스 마르쿠즈-마르셋,10021592,스페인,2015-07-16,11,71,2015-07-23,1036,0
1490, 메리 위도우,20145167,앤드류 데이비스,10045831,미국,2015-07-18,2,28,2015-07-25,229,1806155
1491, 퀴어영화 나비 : 어른들의 일,20152209,백인규,20188226,한국,2015-07-18,1,8,2015-07-25,49,1806155
1492, 극장판 요괴워치: 탄생의 비밀이다냥!,20150501,타카하시 시게하루|우시로 신지,10009939|20171642,일본,2015-07-22,411,35073,2015-07-29,383567,0
1493, 난 그녀와 키스했다,20151202,막심 고바레|노에미 사글리오,10024886|10008138,프랑스,2015-07-22,35,470,2015-07-29,10475,400949
1494, 암살,20148851,최동훈,10072187,한국,2015-07-22,"1,264",477541,2015-07-29,4689826,239125
1495, 셀마,20150061,에바 두버네이,20210206,미국,2015-07-23,44,1051,2015-07-30,10332,505296
1496, 스노우 아마겟돈,20152504,쉘든 윌슨,10036485,캐나다,2015-07-23,2,2,2015-07-30,4,2037714
1497, 십이야: 깊고 붉은 열두 개의 밤 Chapter1,20157503,오인천,20188088,한국,2015-07-23,3,6,2015-07-30,181,68828
1498, 종이 달,20151482,요시다 다이하치,10051732,일본,2015-07-23,31,1044,2015-07-30,11395,0
1499, 일 트로바토레 잘츠부르크 페스티벌,20151881,다니엘레 가티,10064907,독일,2015-07-25,6,78,2015-08-01,265,0
1500, 러브앤서울 복숭아마을 도색소동기,20152044,조조 히데오,10066963,한국,2015-07-27,5,164,2015-08-03,166,3721
1501, 고녀석 맛나겠다2 : 함께라서 행복해,20140241,최경석|노나카 카즈미,20191153|20188032,한국,2015-07-29,115,3712,2015-08-05,42247,0
1502, 미니언즈,20145361,피에르 꼬팽|카일 발다,20100020|20127335,미국,2015-07-29,612,193689,2015-08-05,1405690,318419
1503, 러브 앤 머시,20151821,빌 포래드,10033594,미국,2015-07-30,46,1288,2015-08-06,16151,15942
1504, 미션 임파서블: 로그네이션,20157881,크리스토퍼 맥쿼리,10077515,미국,2015-07-30,"1,199",471801,2015-08-06,3779323,1896
1505, 사랑을 위한 여행,20151501,우다얀 프라샤드,10052017,미국,2015-07-30,5,160,2015-08-06,510,1161
1506, 살인재능,20141613,전재홍,10061439,한국,2015-07-30,12,84,2015-08-06,1199,0
1507, 명탐정 코난 : 화염의 해바라기,20151964,시즈노 코분,20113482,일본,2015-08-05,323,54213,2015-08-12,326368,0
1508, 베테랑,20148048,류승완,10019069,한국,2015-08-05,957,414219,2015-08-12,3982844,0
1509, 아마조니아,20152372,티에리 라고베르트,10013690,프랑스,2015-08-05,105,3720,2015-08-12,21004,0
1510, ㅤㅇㅞㅅ랜드,20150745,다비드 브넨트,10009718,독일,2015-08-06,5,49,2015-08-13,118,257995
1511, 디올 앤 아이,20151901,프레드릭 청,10085028,프랑스,2015-08-06,21,604,2015-08-13,4739,496050
1512, 범죄의 제국,20153027,마이클 알메레이다,10023271,미국,2015-08-06,5,160,2015-08-13,997,18909
1513, 스트레인저랜드,20156969,킴 파란트,10001356,호주,2015-08-06,32,648,2015-08-13,4672,0
1514, 어느 하녀의 일기,20152264,브누와 쟉꼬,10031718,프랑스,2015-08-06,35,1828,2015-08-13,10237,2308
1515, 하루,20152922,레자 미르카리미,10032740,이란,2015-08-06,13,194,2015-08-13,1408,0
1516, 짓2: 붉은 낙타,20158798,노진수,10008226,한국,2015-08-07,20,442,2015-08-14,799,308030
1517, 라 트라비아타,20153361,페터 콘비츠니,20213806,영국,2015-08-12,8,126,2015-08-19,503,12692
1518, 무민 더 무비,20151302,자비에 피카르,10059242,핀란드,2015-08-13,158,2830,2015-08-20,16697,57838
1519, 미쓰 와이프,20143513,강효진,10000970,한국,2015-08-13,413,56370,2015-08-20,486722,3143247
1520, 블러바드,20151962,디토 몬티엘,10013510,미국,2015-08-13,13,407,2015-08-20,5183,4070
1521, 블루 룸,20152762,마티유 아말릭,10024645,프랑스,2015-08-13,11,150,2015-08-20,1505,4070
1522, 성실한 나라의 앨리스,20156281,안국진,20112403,한국,2015-08-13,65,3219,2015-08-20,26160,4070
1523, 숀더쉽,20158062,마크 버튼|리처드 스타잭,10024185|10020144,영국,2015-08-13,263,9626,2015-08-20,75841,4070
1524, 캔 유 필 잇,20126625,찰리 프리드릭스,20120742,미국,2012-07-26,4,135,2012-08-02,2059,1094221
1525, 케빈에 대하여,20113486,린 램지,10020800,영국,2012-07-26,16,989,2012-08-02,10154,384398
1526, 할복: 사무라이의 죽음,20127430,미이케 다카시,10027427,일본,2012-07-26,1,7,2012-08-02,121,1309
1527, 그레이브 인카운터,20127630,더 비셔우스 브라더스,20121123,캐나다,2012-08-01,59,3464,2012-08-08,36232,11468
1528, 매직 마이크,20127706,스티븐 소더버그,10039429,미국,2012-08-01,60,2367,2012-08-08,22419,430
1529, 새미의 어드벤쳐 2,20126406,벤 스타센,10031148,벨기에,2012-08-01,350,68406,2012-08-08,707724,51601
1530, 피라냐 3DD,20127407,존 걸레거,10067535,미국,2012-08-01,269,11698,2012-08-08,73251,253089
1531, 락 오브 에이지,20127086,아담 쉥크만,10041333,미국,2012-08-02,235,15897,2012-08-09,87566,9119
1532, 순교,20158951,김상철,10004440,한국,2015-08-13,4,210,2015-08-20,2084,9119
1533, 써드 스타,20153033,헤이티 달튼,20213288,영국,2015-08-13,5,160,2015-08-20,510,0
1534, 에스엠타운 더 스테이지,20152870,배성상,20213186,한국,2015-08-13,57,4912,2015-08-20,26584,440072
1535, 원령,20152981,동역견,10047083,한국,2015-08-13,2,2,2015-08-20,748,91269
1536, 위로공단,20141702,임흥순,20120501,한국,2015-08-13,32,610,2015-08-20,5994,0
1537, 폴레트의 수상한 베이커리,20152441,제롬 엔리코,10063054,프랑스,2015-08-13,7,276,2015-08-20,1863,8218
1538," 협녀, 칼의 기억",20130021,박흥식,20110989,한국,2015-08-13,572,79801,2015-08-20,399581,230024
1539, 마님,20153802,김광중,20214348,한국,2015-08-14,20,787,2015-08-21,788,168450
1540, 나의 어머니,20152962,난니 모레티,10007456,이탈리아,2015-08-20,30,742,2015-08-27,5327,77612
1541, 마리 이야기: 손끝의 기적,20152279,장 피에르 아메리스,10059983,프랑스,2015-08-20,39,726,2015-08-27,6160,0
1542, 뷰티 인사이드,20143572,백,20143077,한국,2015-08-20,633,114401,2015-08-27,989052,458
1543, 스킨 트레이드,20153199,에카차이 우에크롱탐,10048935,미국,2015-08-20,20,363,2015-08-27,2010,1323235
1544, 오늘영화,20143717,윤성호|강경태|구교환|이옥섭,20111376|10000489|20166705|10056728,한국,2015-08-20,17,148,2015-08-27,2063,0
1545, 일렉트릭 슬라이드,20154201,트리스탄 패터슨,10081408,미국,2015-08-20,5,50,2015-08-27,120,221167
1546, 쿠크하트 : 시계심장을 가진 소년,20149296,스테판 벨라|마티아스 마르지유,10070955|10024623,프랑스,2015-08-20,33,544,2015-08-27,4010,221167
1547, 퇴마: 무녀굴,20158481,김휘,10003489,한국,2015-08-20,331,21790,2015-08-27,112293,979856
1548, 판타스틱 4,20157531,조쉬 트랭크,20126769,미국,2015-08-20,432,63458,2015-08-27,359522,13307
1549, 호프만 이야기,20145166,바틀렛 셔,10014957,미국,2015-08-22,2,28,2015-08-29,247,5868
1550, 미라클 벨리에,20155874,에릭 라티고,10048062,프랑스,2015-08-27,240,6073,2015-09-03,79643,524428
1551, 솔로몬의 위증 전편: 사건,20153283,나루시마 이즈루,10006854,일본,2015-08-27,1,160,2015-09-03,252,0
1552, 아메리칸 울트라,20152866,니마 누리자데,20172110,미국,2015-08-27,326,30139,2015-09-03,157694,740870
1553, 암살교실,20152289,하스미 에이이치로,10086985,일본,2015-08-27,53,537,2015-09-03,5010,7433
1554, 원 와일드 모먼트,20152801,장-프랑소와 리셰,10059919,프랑스,2015-08-27,36,479,2015-09-03,4984,222
1555, 치외법권,20155826,신동엽,20111176,한국,2015-08-27,405,49585,2015-09-03,326903,0
1556, 퇴마전: 마령검의 비밀,20154207,포덕희|조천우,10083368|10008341,중국,2015-08-27,50,2891,2015-09-03,7922,0
1557, 갤로우즈,20152869,트래비스 클러프|크리스 로핑,10082025|10077042,미국,2015-09-03,262,10524,2015-09-10,80210,205116
1558, 고양이 살인사건,20154241,질리안 그린,10070844,미국,2015-09-03,20,472,2015-09-10,1963,0
1559, 기적의 피아노,20153311,임성구|김은주,10058611|20110270,한국,2015-09-03,70,536,2015-09-10,6484,0
1560, 러브 라이브! 더 스쿨 아이돌 무비,20153039,쿄고쿠 타카히코,20213306,일본,2015-09-03,61,5474,2015-09-10,36849,690787
1561, 앤트맨,20155702,페이튼 리드,10083194,미국,2015-09-03,858,174587,2015-09-10,1680869,410429
1562, 어바웃 리키,20153522,조나단 드미,10065318,미국,2015-09-03,122,2057,2015-09-10,13420,440
1563, 오피스,20143511,홍원찬,10089708,한국,2015-09-03,382,46567,2015-09-10,347983,2812427
1564, 이민자,20153521,제임스 그레이,10063973,미국,2015-09-03,34,825,2015-09-10,9987,2664564
1565, 젊은 엄마 3,20154861,채길병,10071617,한국,2015-09-03,20,807,2015-09-10,814,0
1566, 침묵의 시선,20152582,조슈아 오펜하이머,10066339,덴마크,2015-09-03,30,267,2015-09-10,3216,0
1567, 피케이: 별에서 온 얼간이,20153282,라즈쿠마르 히라니,10014173,인도,2015-09-03,183,2957,2015-09-10,34747,0
1568, 피케이: 별에서 온 얼간이 감독판,20154732,라즈쿠마르 히라니,10014173,인도,2015-09-03,2,44,2015-09-10,241,0
1569, 히트맨: 에이전트 47,20153385,알렉산더 바흐,10044518,미국,2015-09-03,262,7599,2015-09-10,62313,0
1570, 말리,20126621,케빈 맥도널드,20112441,미국,2012-08-02,11,347,2012-08-09,2747,2541
1571, 메튜 본의 백조의 호수 3D,20128466,매튜 본,20121281,영국,2012-08-02,14,498,2012-08-09,3345,2541
1572, 통통한 혁명,20124741,민두식,10027782,한국,2012-08-02,5,38,2012-08-09,394,0
1573, 나는 왕이로소이다,20124080,장규성,10060063,한국,2012-08-08,469,65664,2012-08-15,624553,0
1574, 바람과 함께 사라지다,20124067,김주호,20030155,한국,2012-08-08,508,172048,2012-08-15,2184896,30274
1575, 빌리와 용감한 녀석들 3D,20127887,라인하드 클루스|호거 태프,10014119|10089026,독일,2012-08-08,226,15196,2012-08-15,174991,661462
1576, 파우스트,20155021,장-루이 마르티노티,10080039,프랑스,2015-09-09,7,37,2015-09-16,231,67403
1577, 도쿄아포칼립스: 최후의 결전,20152482,미이케 다카시,10027427,일본,2015-09-10,20,519,2015-09-17,736,2080574
1578, 돼지 같은 여자,20135264,장문일,10060160,한국,2015-09-10,91,1068,2015-09-17,6298,1902
1579, 라이즈 오브 더 레전드: 황비홍,20153037,주현량,20121141,홍콩,2015-09-10,51,840,2015-09-17,4823,0
1580, 사랑이 이긴다,20140190,민병훈,10027804,한국,2015-09-10,48,2733,2015-09-17,11903,11999
1581, 셀프/리스,20151521,타셈 싱,10079201,미국,2015-09-10,332,15141,2015-09-17,108994,0
1582, 슈퍼레이서 엔지,20154323,허선,20214806,한국,2015-09-10,19,150,2015-09-17,8660,58574
1583, 스트레이트 아웃 오브 컴턴,20154162,F. 게리 그레이,10091258,미국,2015-09-10,184,4393,2015-09-17,35810,58574
1584, 앙: 단팥 인생 이야기,20151623,가와세 나오미,10000249,일본,2015-09-10,39,1421,2015-09-17,13305,71597
1585, 영도,20141610,손승웅,20112554,한국,2015-09-10,19,244,2015-09-17,2037,3579
1586, 우먼 인 블랙: 죽음의 천사,20157781,톰 하퍼,10081111,영국,2015-09-10,138,1238,2015-09-17,9268,358
1587, 위시 아이 워즈 히어,20152223,잭 브라프,10060897,미국,2015-09-10,28,158,2015-09-17,1658,568604
1588, 자가당착: 시대정신과 현실참여,20101244,김선,10004500,한국,2015-09-10,4,19,2015-09-17,432,0
1589, 젊은 처제,20155042,이세종,20215786,한국,2015-09-10,21,412,2015-09-17,596,378686
1590, 제 7기사단,20153422,키리야 카즈아키,10078569,한국,2015-09-10,93,1222,2015-09-17,10525,0
1591, 창백한 얼굴들,20142624,허범욱,20113541,한국,2015-09-10,1,4,2015-09-17,181,0
1592, 칼릴 지브란의 예언자,20153981,로저 알러스,10017754,미국,2015-09-10,37,258,2015-09-17,5044,324959
1593, 함정,20143510,권형진,10002567,한국,2015-09-10,359,32277,2015-09-17,242893,0
1594, 화산고래,20142623,박혜미,20174042,한국,2015-09-10,0,0,2015-09-17,182,0
1595, 가면무도회,20154806,안드레아 바티스토니,10065764,독일,2015-09-12,6,77,2015-09-19,206,0
1596, 메이즈 러너: 스코치 트라이얼,20150622,웨스 볼,10044699,미국,2015-09-16,680,111026,2015-09-23,1314982,0
1597, 사도,20148846,이준익,10057485,한국,2015-09-16,"1,123",250237,2015-09-23,2245849,0
1598, 극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,20153470,오오스기 요시히로,10057820,일본,2015-09-17,194,1861,2015-09-24,53382,986923
1599, 덫: 치명적인 유혹,20113634,봉만대,10031639,한국,2015-09-17,19,818,2015-09-24,1398,0
1600, 션샤인 러브,20130260,조은성,20135269,한국,2015-09-17,17,64,2015-09-24,805,20449
1601, 트루스 어바웃 엠마누엘,20154451,프란체스카 그레고리니,10084329,미국,2015-09-17,7,46,2015-09-24,524,102911
1602, 교수와 여제자 3,20155535,라파엘 오엘렛,10008960,캐나다,2015-09-23,5,27,2015-09-30,492,0
1603, 더 매직: 리틀톰과 도둑공주,20153022,어네스토 파드롱,10047178,스페인,2015-09-24,133,2725,2015-10-01,65548,1865195
1604, 레전드 오브 래빗: 불의 전설,20151201,마원|동대가,10052159|10020943,중국,2015-09-24,62,763,2015-10-01,21481,9978
1605, 뮨: 달의 요정,20151815,알렉상드르 헤보얀|베노이트 필립폰,10044726|20143681,프랑스,2015-09-24,230,4770,2015-10-01,183940,0
1606, 서부전선,20140193,천성일,10071866,한국,2015-09-24,499,47432,2015-10-01,535796,984
1607, 싱 오버 미,20158949,제이콥 카인드버그,10063782,미국,2015-09-24,1,87,2015-10-01,322,826669
1608, 에베레스트,20151421,발타자르 코루마쿠르,10029772,미국,2015-09-24,326,25680,2015-10-01,284437,1484644
1609, 인턴,20152022,낸시 마이어스,10007658,미국,2015-09-24,353,50009,2015-10-01,930715,0
1610, 지금은맞고그때는틀리다,20151782,홍상수,10089497,한국,2015-09-24,53,3525,2015-10-01,37313,47588
1611, 탐정 : 더 비기닝,20156557,김정훈,10005643,한국,2015-09-24,486,50533,2015-10-01,1532215,344383
1612, 욜란타 & 푸른 수염의 성,20145165,게리 할버슨,10001253,미국,2015-09-26,2,17,2015-10-03,178,0
1613, 대니 콜린스,20153025,댄 포겔맨,10010415,미국,2015-09-30,294,6045,2015-10-07,51587,932
1614, 맛있는 덫-정사,20154942,신정균,10040579,한국,2015-09-30,3,12,2015-10-07,406,166222
1615, 춘희막이,20149264,박혁지,20187247,한국,2015-09-30,247,2866,2015-10-07,24419,0
1616, 노블,20154161,스티븐 브래들리,10038740,영국,2015-10-01,33,182,2015-10-08,2618,32355
1617, 드래곤볼 Z : 부활의 F,20155022,야마무로 타다요시,10046548,일본,2015-10-01,56,2107,2015-10-08,19229,0
1618, 황제펭귄 펭이와 솜이,20124933,김진만|김재영,20100264|20127317,한국,2012-08-08,48,607,2012-08-15,9262,0
1619, 광대를 위한 슬픈 발라드,20128311,알렉스 드 라 이글레시아,10044780,스페인,2012-08-09,7,83,2012-08-16,855,1400139
1620, 러브,20128308,유승택,10053780,대만,2012-08-09,5,52,2012-08-16,530,3820171
1621, 시스터 ,20127726,우슬라 마이어,20114541,프랑스,2012-08-09,18,659,2012-08-16,6098,115935
1622, 아메리칸 파이: 19금 동창회,20128530,존 허위츠|헤이든 쉬로스버그,10068584|10088619,미국,2012-08-09,117,2219,2012-08-16,14932,0
1623, 프로젝트 님,20112501,제임스 마쉬,10064077,영국,2012-08-09,2,15,2012-08-16,371,0
1624, 주온: 더 파이널,20154621,오치아이 마사유키,10050815,일본,2015-10-01,318,10473,2015-10-08,58891,0
1625, 포장마차,20155845,최율권희,20216886,한국,2015-10-01,5,32,2015-10-08,424,0
1626, 경계의 저편 : I'LL BE HERE -미래편-,20155536,이시다테 타이치,10056327,일본,2015-10-08,26,1070,2015-10-15,6431,71747
1627, 낫 마이 데이,20156385,피터 쏘워스,10086061,독일,2015-10-08,4,163,2015-10-15,654,0
1628, 더 홈즈맨,20156961,토미 리 존스,10080641,프랑스,2015-10-08,19,493,2015-10-15,2289,2011
1629, 러브 인 프로방스,20155272,로젤린 보쉬,10017821,프랑스,2015-10-08,30,346,2015-10-15,4050,0
1630, 마션,20151383,리들리 스콧,10019469,미국,2015-10-08,"1,003",271226,2015-10-15,2291525,828883
1631, 미스터 레오스 카락스,20155282,테사 루이즈-살로메,10020557,프랑스,2015-10-08,13,115,2015-10-15,796,247163
1632, 성난 변호사,20142855,허종호,10088447,한국,2015-10-08,607,89466,2015-10-15,729895,2123
1633, 슬로우 웨스트,20154805,존 맥클린,10067840,영국,2015-10-08,30,379,2015-10-15,5795,118286
1634," 안녕, 전우치! 도술로봇대결전",20153801,김대창,20214346,한국,2015-10-08,59,278,2015-10-15,10969,2470
1635, 음란한 화상 무삭제판,20155804,쿠니사와 미노루,10051648,일본,2015-10-08,1,1,2015-10-15,3,617347
1636, 팬,20150562,조 라이트,10065000,미국,2015-10-08,404,15998,2015-10-15,164154,75957
1637, 유부녀들,20155879,경석호,20187184,한국,2015-10-14,20,373,2015-10-21,450,230103
1638," 그녀, 잉그리드 버그만",20154807,스티그 비요크만,10038973,스웨덴,2015-10-15,15,152,2015-10-22,1574,3848
1639, 더 비지트,20155639,M. 나이트 샤말란,10091491,미국,2015-10-15,275,7372,2015-10-22,49747,5196
1640, 라이프,20155602,안톤 코르빈,10043967,캐나다,2015-10-15,99,1660,2015-10-22,13549,2844159
1641, 리그레션,20152121,알레한드로 아메나바르,10044445,스페인,2015-10-15,143,2918,2015-10-22,16674,0
1642, 미션스쿨,20150921,강의석,20135460,한국,2015-10-15,3,6,2015-10-22,72,68897
1643, 비밀,20156553,박은경|이동하,20066038|20204806,한국,2015-10-15,305,7539,2015-10-22,48235,0
1644, 슈퍼 스파이: 수상한 임무,20155010,하비에르 페서,10086918,스페인,2015-10-15,98,858,2015-10-22,18616,18081
1645, 아델라인 : 멈춰진 시간,20155562,리 톨랜드 크리거,10088796,미국,2015-10-15,238,3754,2015-10-22,37160,1219312
1646, 온리 유,20155057,장하오,10087076,중국,2015-10-15,111,2712,2015-10-22,11737,0
1647, 트랜스포터: 리퓰드,20153201,카밀 들라마레,10073764,프랑스,2015-10-15,415,20329,2015-10-22,148790,1170590
1648, 마농,20156755,케네스 맥밀란,20179054,프랑스,2015-10-21,8,50,2015-10-28,244,0
1649, 경계의 저편 : I'LL BE HERE -과거편-,20155537,이시다테 타이치,10056327,일본,2015-10-22,27,617,2015-10-29,3124,0
