,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience,actor
1673, 더 원 아이 러브,20155054,찰리 맥도웰,10071268,0,미국,2015-11-05,2015-11-05,58,356,2015-11-18,3758,마크 듀플라스|엘리자베스 모스
1686, 늙은 자전거,20142403,문희융,10026867,3848,한국,2015-11-12,2015-11-12,15,334,2015-11-25,3033,최종원|박민상|박상면|조안|춘자|김형범
1754, 앨리스: 원더랜드에서 온 소년,20141002,허은희,20111756,677,한국,2015-12-10,2015-12-10,55,1796,2015-12-23,8268,홍종현|정소민|정연주|이승연|서갑숙|이고은|장서원|김준형|최윤|이혜인|원예준|박현숙
1697, 당신의 세상은 지금 몇 시?,20156973,사피 야즈다니안,10019514,0,프랑스,2015-11-19,2015-11-19,7,119,2015-12-02,1721,레일라 하타미|알리 모사파
1740, 스윗 프랑세즈,20157702,사울 딥,10034294,247373,영국,2015-12-03,2015-12-03,91,2087,2015-12-16,19301,미쉘 윌리엄스|마티아스 쇼에나에츠
1781, 스누피: 더 피너츠 무비,20150752,스티브 마티노,10039050,1143334,미국,2015-12-24,2015-12-24,323,11200,2016-01-06,190665,아담 샌들러|셀레나 고메즈|케빈 제임스|스티브 부세미
1764, 더 봄버 : 최강폭격부대,20157565,비탈리 보로비요브,10084056,830,러시아,2015-12-17,2015-12-17,5,100,2015-12-30,880,니키타 예프레모브
1798, 하숙집 2,20158910,정태령,20226055,315,한국,2016-01-07,2016-01-07,20,356,2016-01-20,1266,류현아|정넘쳐|이소희
1761, 대호,20145171,박훈정,10029578,1968807,한국,2015-12-16,2015-12-16,892,128396,2015-12-29,1501596,최민식|정만식|김상호|성유빈|오스기 렌|정석원|김홍파|라미란|이은우|현승민|우정국|박인수|김진혁|양준호|양호성|윤성민|이상민|장한별|주창욱|남연우|유재명|박지환
1782, 이웃집에 신이 산다,20158885,자코 반 도마엘,10059349,46214,벨기에,2015-12-24,2015-12-24,59,6667,2016-01-06,80522,브누와 뽀엘부르드|욜랭드 모로|까뜨린느 드뇌브
1735, 나쁜 나라,20156047,김진열|이수정|정일건,10005927|10056156|10062151,689,한국,2015-12-03,2015-12-03,19,507,2015-12-16,8826,최경덕|박지민
1689, 세상끝의 사랑,20158701,김인식,10005426,268396,한국,2015-11-12,2015-11-12,94,579,2015-11-25,4746,한은정|조동혁|공예지|오원빈|권오민|최자영|조규상|김성규|이찬규|이은향|유연수|김민희|김정훈|송희주|송영헌|박지연|서수석|정석용
1745, 나를 미치게 하는 여자,20156166,주드 아패토우,10068897,58800,미국,2015-12-10,2015-12-10,151,3014,2015-12-23,33191,에이미 슈머|빌 헤이더
1752, 뽀로로 극장판 컴퓨터 왕국 대모험,20156807,박영균,10028920,929985,한국,2015-12-10,2015-12-10,363,10545,2015-12-23,297916,이선|이미자|함수정|홍소영|정미숙|김서영|김환진|엄상현|홍범기
1788, 연인들,20158954,도미니크 그라프,10012733,0,독일,2015-12-31,2015-12-31,5,64,2016-01-13,644,한나 헤르츠스프룽|플로리안 슈테터|헨리에트 컨퓨리어스|로널드 제르펠트
1797, 포인트 브레이크,20153087,에릭슨 코어,10048340,0,미국,2016-01-07,2016-01-07,352,32809,2016-01-20,292174,루크 브레이시|에드가 라미레즈|테레사 팔머
1779, 마카담 스토리,20158889,사무엘 벤쉬트리,10034064,0,프랑스,2015-12-24,2015-12-24,29,939,2016-01-06,7649,이자벨 위페르|마이클 피트|발레리아 브루니 테데스키|구스타브 드 케르베른|타사딧 만디|쥴 벤쉬트리
1638, 더 폰,20157464,김봉주,20128476,986923,한국,2015-10-22,2015-10-22,705,97241,2015-11-04,1480792,손현주|엄지원|배성우|김성종|권지훈|조용관|정한빈|정진근|장한별|임태훈|이확광|김성종|이병권|김경애|김광섭|이광기|김영민|김용환|김소영|김주희|김태환|김한준|서병철|백동현|이철민|노정의|장인섭|조달환|황석정
1664, 토탈 리콜,20125647,렌 와이즈먼,10015706,1400139,미국,2012-08-15,2012-08-15,443,250229,2012-08-28,1151855,콜린 파렐|케이트 베킨세일|제시카 비엘
1641, 라이엇 클럽,20155322,론 쉐르픽,10017999,102911,영국,2015-10-22,2015-10-22,51,720,2015-11-04,4504,샘 클라플린|맥스 아이언스|더글라스 부스
1633, 아델라인 : 멈춰진 시간,20155562,리 톨랜드 크리거,10088796,0,미국,2015-10-15,2015-10-15,238,3754,2015-10-28,39747,블레이크 라이블리|미치엘 휘즈먼|캐시 베이커
1739, 사우스포,20153083,안톤 후쿠아,10043970,362759,미국,2015-12-03,2015-12-03,335,10637,2015-12-16,100419,제이크 질렌할|레이첼 맥아담스|포레스트 휘테커|나오미 해리스
1760," 실론, 세렌디피티",20157024,권중목,20206386,53,한국,2015-12-14,2015-12-14,1,13,2015-12-27,121,김민체|권중목|이민서|전다솔|김소연|박진국|정현우|구준희|차승기|이종선|배현경|염문경|전희련|최영미|권문선|권정수|장해숙|송성해|이지연|최종문|이재훤|승의열|윤광현|이문주
1731, 가름워즈: 마지막 예언자,20156736,오시이 마모루,10050553,9005,일본,2015-12-03,2015-12-03,25,104,2015-12-16,1208,랜스 헨릭슨|케빈 두런드|멜라니 생피에르|섬머 H. 하웰
1758, 파더 앤 도터,20156275,가브리엘 무치노,10000103,145354,미국,2015-12-10,2015-12-10,352,8076,2015-12-23,60631,아만다 사이프리드|러셀 크로우|아론 폴
1767, 스타워즈: 깨어난 포스,20154141,J.J. 에이브럼스,10091417,2232510,미국,2015-12-17,2015-12-17,903,167315,2015-12-30,2708230,해리슨 포드|마크 해밀|캐리 피셔|사이몬 페그|오스카 아이삭|막스 본 시도우|도널 글리슨
1783, 라스트 위치 헌터,20157197,브렉 에이즈너,10032210,305988,미국,2015-12-30,2015-12-30,265,24121,2016-01-12,121380,빈 디젤|일라이저 우드|로즈 레슬리|마이클 케인
1762, 히말라야,20136068,이석훈,10055965,3594280,한국,2015-12-16,2015-12-16,"1,009",203173,2015-12-29,4592391,황정민|정우|조성하|김인권|라미란|김원해|이해영|전배수|정유미|유선|한명환|김재준|박민우|배상민|이춘우|이혜진|최종률
1780, 몬스터 호텔 2,20154242,젠디 타타코브스키,10001386,884885,미국,2015-12-24,2015-12-24,541,57231,2016-01-06,1376297,아담 샌들러|셀레나 고메즈|케빈 제임스|스티브 부세미
1784, 조선마술사,20144442,김대승,10003845,1211960,한국,2015-12-30,2015-12-30,596,115456,2016-01-12,620360,유승호|고아라|곽도원|조윤희|이경영|박철민|손병호|조달환|서범식|김지민|이재웅|최광락|장유상|임종윤|박충선
1744, 그들이 죽었다,20141583,백재호,20177441,0,한국,2015-12-10,2015-12-10,15,127,2015-12-23,1836,김상석|이화|백재호|권성모|김태희|조수향
1793, 나를 잊지 말아요,20142641,이윤정,20065265,0,한국,2016-01-07,2016-01-07,503,63347,2016-01-20,423372,정우성|김하늘|배성우|장영남|조이진|임주은|허진|이준혁|온주완|권해효|김봉근|윤다경|임태호|박지원|이상훈|이승원|이우주|이은이|최준환
1773, 영건 탐정사무소,20127386,오영두,10050570,1288685,한국,2012-08-30,2012-08-30,10,75,2012-09-12,889,영건|최송현|하은정|배용근|이희종|구춘모|구춘모|장윤정|조한|조현열|김신웅|김신웅|하성광|형슬우|김윤창|김희창|서병철|오세영|조승연
1708, 괴물의 아이,20157175,호소다 마모루,10089218,176420,일본,2015-11-25,2015-11-25,326,15416,2015-12-08,179612,야쿠쇼 코지|미야자키 아오이|소메타니 쇼타|히로세 스즈
1717, 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,279759,한국,2012-08-23,2012-08-23,6,21,2012-09-05,858,김꽃비|서영주|양은용
1699, 스타드 업,20154562,데이빗 맥킨지,10011784,37667,영국,2015-11-19,2015-11-19,4,17,2015-12-02,70,잭 오코넬|루퍼트 프렌드|벤 멘델슨
1681, 007 스펙터,20157432,샘 멘데스,10034966,617347,영국,2015-11-11,2015-11-11,991,186718,2015-11-24,1711319,다니엘 크레이그|레아 세이두|크리스토프 왈츠|모니카 벨루치
1696, 내부자들,20149314,우민호,20111283,1170590,한국,2015-11-19,2015-11-19,907,230949,2015-12-02,4019452,이병헌|조승우|백윤식|이경영|김홍파|배성우|조재윤|김대명|조우진|이엘|정만식|김병옥|김의성|박진우|남일우|김연지|김진우|문소리|박경순|설우신|손혜진|신정미|윤보배|이선관|이재남|이재정|이주아|신지수|장현준|최정연|황준혁|손종학|조덕제|유재명
1687, 더 크로니클: 뮤턴트의 반격,20156629,제제 다카히사,10064512,5196,일본,2015-11-12,2015-11-12,41,120,2015-11-25,2604,오카다 마사키|소메타니 쇼타|나루미 리코
1746, 레전드,20155202,브라이언 헬겔랜드,10031982,116384,프랑스,2015-12-10,2015-12-10,434,31949,2015-12-23,179578,톰 하디|태런 에저튼|에밀리 브라우닝
1751, 불안한 외출,20141703,김철민,20173380,0,한국,2015-12-10,2015-12-10,7,82,2015-12-23,1647,산페이 유코|키쿠치 코코로|타케우치 준코|스기야마 노리아키|키지마 류이치|아베 아츠시|오노 켄쇼|하야미 사오리
1706, 프리덤,20155690,피터 쿠센스,10045239,0,미국,2015-11-19,2015-11-19,96,6456,2015-12-02,74371,쿠바 구딩 주니어|베르나르드 포처|윌리엄 새들러
1730, 트립 투 잉글랜드,20157998,마이클 윈터바텀,10023362,14272,영국,2015-11-26,2015-11-26,24,345,2015-12-09,4038,스티브 쿠건|롭 브라이든
1799, 헤이트풀8,20159510,쿠엔틴 타란티노,10076801,189910,미국,2016-01-07,2016-01-07,153,11342,2016-01-20,111398,사무엘 L. 잭슨|커트 러셀|제니퍼 제이슨 리|월튼 고긴스|데미안 비쉬어|팀 로스|마이클 매드슨|브루스 던|채닝 테이텀
1759, 파일 : 4022일의 사육,20149299,박용집,10028999,676462,한국,2015-12-10,2015-12-10,20,519,2015-12-23,1174,이종혁|강별|하연주|김형범|류현|이광모|조선묵|박효준|최우리
1734, 나쁜 나라,20156047,김진열|이수정|정일건,10005927|10056156|10062151,689,한국,2015-12-03,2015-12-03,19,507,2015-12-16,8826,최경덕|박지민
1768, 락 앤 러브,20126622,데이빗 맥킨지,10011784,37508,영국,2012-08-30,2012-08-30,4,33,2012-09-12,1034,루크 트레더웨이|나탈리아 테나
1733, 극적인 하룻밤,20157501,하기호,10086669,107489,한국,2015-12-03,2015-12-03,386,35140,2015-12-16,318156,윤계상|한예리|박효주|조복래|박병은|정수영|조영균|하정완|한정국|김수정|한지은|이지훈|정수연|김재화|박현지|진선규|김의성
1741, 시카리오: 암살자의 도시,20155423,드니 빌뇌브,20113786,224252,미국,2015-12-03,2015-12-03,206,9599,2015-12-16,120563,에밀리 블런트|베니치오 델 토로|조슈 브롤린
1685, 나이트 오브 컵스,20156982,테렌스 맬릭,10079743,230103,미국,2015-11-12,2015-11-12,36,312,2015-11-25,2674,크리스찬 베일|케이트 블란쳇|나탈리 포트만
1715, 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,279759,한국,2012-08-23,2012-08-23,6,21,2012-09-05,858,김꽃비|서영주|양은용
1800, 거미의 땅,20120422,박경태|김동령,10028435|10003940,0,한국,2016-01-14,2016-01-14,6,32,2016-01-27,1147,사무엘 L. 잭슨|커트 러셀|제니퍼 제이슨 리|월튼 고긴스|데미안 비쉬어|팀 로스|마이클 매드슨|브루스 던|채닝 테이텀
1750, 보루토 - 나루토 더 무비,20157096,야마시타 히로유키,10046571,0,일본,2015-12-10,2015-12-10,180,6308,2015-12-23,62283,산페이 유코|키쿠치 코코로|타케우치 준코|스기야마 노리아키|키지마 류이치|아베 아츠시|오노 켄쇼|하야미 사오리
1777,1944,20157563,엘모 누가넨,10049552,0,에스토니아,2015-12-23,2015-12-23,5,100,2016-01-05,880,카스파 벨버그|마이켄 슈미트|마르코 레트
1742, 체르노빌: 원전 대폭발,20157567,비탈리 보로비요브,10084056,880,러시아,2015-12-03,2015-12-03,5,50,2015-12-16,830,마리아 포에체예브나|유리 보리소프
1771, 벨 아미,20125346,데클란 도넬란|닉 오머로드,20127579|20127580,0,영국,2012-08-30,2012-08-30,103,4103,2012-09-12,29841,로버트 패틴슨|우마 서먼|크리스티나 리치|크리스틴 스콧 토마스
1732, 감금의 시간,20158904,김대성,20223386,266,한국,2015-12-03,2015-12-03,20,378,2015-12-16,555,전유진|허동원|김윤재|이용주
1749, 미스트리스 아메리카,20158909,노아 바움백,10008113,67194,미국,2015-12-10,2015-12-10,22,469,2015-12-23,6675,그레타 거윅|롤라 커크
1728, 어떤이의 꿈,20153307,조성규,10065915,4908,한국,2015-11-26,2015-11-26,20,324,2015-12-09,1987,김동완|최필립|후지이 미나|조연희|김도연|김동완|김용
1795, 잡아야 산다,20152370,오인천,20188088,240938,한국,2016-01-07,2016-01-07,198,8688,2016-01-20,54951,김승우|김정태|한상혁|신강우|김민규|문용석|오만석|최호중|이해준|조창근|윤다영|서범식|이한위|안길강|장현기|장훈남|박혜미|정구영|서경배|정인혜|손지훈|정혜연|조권수|강현우|윤진영|이동진|이민경|이상헌|이선미|이승연|김욱
1766, 색끈한 퓨전사극 심청야사,20159686,강명진,20125414,63,한국,2015-12-17,2015-12-17,20,369,2015-12-30,549,박성현|이상무
1765, 바닷마을 다이어리,20156102,고레에다 히로카즈,20070799,40957,일본,2015-12-17,2015-12-17,66,3278,2015-12-30,49378,아야세 하루카|나가사와 마사미|카호|히로세 스즈|카세 료
1785, 내부자들: 디 오리지널,20150025,우민호,20111283,3137733,한국,2015-12-31,2015-12-31,595,159066,2016-01-13,1664012,신지수|이병헌|조승우|백윤식|이경영|김홍파|배성우|조재윤|김대명|조우진|이엘|정만식|김병옥|박진우|남일우|김의성|손종학|조덕제|유재명
1787, 에브리띵 윌 비 파인,20158883,빔 벤더스,10033736,20782,독일,2015-12-31,2015-12-31,46,1839,2016-01-13,8391,제임스 프랭코|레이첼 맥아담스|샤를로뜨 갱스부르
1763," 나의 아들, 나의 어머니",20133531,안재민,20138626,0,한국,2015-12-17,2015-12-17,16,99,2015-12-30,3401,황정민|정우|조성하|김인권|라미란|김원해|이해영|전배수|정유미|유선|한명환|김재준|박민우|배상민|이춘우|이혜진|최종률
1756, 타이밍,20141598,민경조|박대열,10027767|10028546,0,한국,2015-12-10,2015-12-10,193,5934,2015-12-23,37755,엄상현|박지윤|성완경
1770, 미운오리새끼,20124046,곽경택,10001931,1771545,한국,2012-08-30,2012-08-30,163,4352,2012-09-12,45154,김준구|오달수|정예진|조혜련|한우용|김재호|이지원|남지웅|백상훈|양중경|유형균|신신애(신금애)
1778, 데싸우 댄서스,20152821,장 마틴 샤프,10024724,0,독일,2015-12-24,2015-12-24,9,46,2016-01-06,508,고르돈 캐머러|소냐 게하르트|올리버 코니츠니|세바스티안 예거
1776, 포켓몬 더 무비 XY 후파: 광륜의 초마신,20153702,유야마 쿠니히코,10053816,228733,일본,2015-12-23,2015-12-23,305,12091,2016-01-05,281543,제프 브리지스|레이첼 맥아담스|맥켄지 포이|마리옹 꼬띠아르|제임스 프랭코|베니치오 델 토로|알버트 브룩스|리키 제바이스|폴 지아마티|버드 코트|릴리 오스본
1791, 태양의 서커스 월드 어웨이,20136910,앤드류 아담슨,10045935,2090781,미국,2016-01-06,2016-01-06,12,280,2016-01-19,3533,제이슨 베런트
1792, 굿 다이노,20155422,피터 손,10085861,0,미국,2016-01-07,2016-01-07,585,74492,2016-01-20,1081448,제이슨 베런트
1790, 셜록: 유령신부,20157042,더글라스 맥키넌,20169789,0,영국,2016-01-02,2016-01-02,831,396224,2016-01-15,1239387,베네딕트 컴버배치|마틴 프리먼
1774, 인 허 플레이스,20152368,알버트 신,20212728,0,한국,2015-12-17,2015-12-17,15,97,2015-12-30,1414,윤다경|길해연|안지혜
1796, 짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,20150024,하시모토 마사카즈,20175880,208246,일본,2016-01-07,2016-01-07,300,17073,2016-01-20,179809,김승우|김정태|한상혁|신강우|김민규|문용석|오만석|최호중|이해준|조창근|윤다영|서범식|이한위|안길강|장현기|장훈남|박혜미|정구영|서경배|정인혜|손지훈|정혜연|조권수|강현우|윤진영|이동진|이민경|이상헌|이선미|이승연|김욱
1769, 링컨: 뱀파이어 헌터,20125338,티무르 베크맘베토브,10081588,1067515,미국,2012-08-30,2012-08-30,327,46858,2012-09-12,343944,벤자민 워커|도미닉 쿠퍼|루퍼스 스웰|메리 엘리자베스 윈스티드
1786, 라스트 탱고,20154484,게르만 크랄,10017203,0,독일,2015-12-31,2015-12-31,19,487,2016-01-13,5565,신지수|이병헌|조승우|백윤식|이경영|김홍파|배성우|조재윤|김대명|조우진|이엘|정만식|김병옥|박진우|남일우|김의성|손종학|조덕제|유재명
