,movie_name,movie_code,director_name,director_code,director_average,nation,release_date,day1_date,day1_screen,day1_audience,day14_date,day14_audience,actor
1536, 미라클 벨리에,20155874,에릭 라티고,10048062,11468,프랑스,2015-08-27,2015-08-27,240,6073,2015-09-09,98131,로앤 에머라|카린 비아르|프랑소아 다미앙|에릭 엘모스니노
1575, 위시 아이 워즈 히어,20152223,잭 브라프,10060897,0,미국,2015-09-10,2015-09-10,28,158,2015-09-23,1743,잭 브라프|케이트 허드슨|조이 킹|피어스 가뇽|조시 게드|맨디 파틴킨|애슐리 그린|짐 파슨스|알렉산더 채플린|도날드 페이슨
1603, 드래곤볼 Z : 부활의 F,20155022,야마무로 타다요시,10046548,0,일본,2015-10-01,2015-10-01,56,2107,2015-10-14,23139,김환진|최한|최문자
1570, 슈퍼레이서 엔지,20154323,허선,20214806,0,한국,2015-09-10,2015-09-10,19,150,2015-09-23,9433,손무성|최대한|김재정
1614, 경계의 저편 : I'LL BE HERE -미래편-,20155536,이시다테 타이치,10056327,3579,일본,2015-10-08,2015-10-08,26,1070,2015-10-21,8501,타네다 리사|켄|치하라 미노리
1572, 앙: 단팥 인생 이야기,20151623,가와세 나오미,10000249,7433,일본,2015-09-10,2015-09-10,39,1421,2015-09-23,20257,키키 키린|나가세 마사토시
1587, 트루스 어바웃 엠마누엘,20154451,프란체스카 그레고리니,10084329,0,미국,2015-09-17,2015-09-17,7,46,2015-09-30,605,카야 스코델라리오|제시카 비엘|알프리드 몰리나|프란시스 오코너
1558, 말리,20126621,케빈 맥도널드,20112441,150447,미국,2012-08-02,2012-08-02,11,347,2012-08-15,4546,루퍼트 프렌드|재커리 퀸토|한나 웨어
1627, 라이프,20155602,안톤 코르빈,10043967,27136,캐나다,2015-10-15,2015-10-15,99,1660,2015-10-28,16536,데인 드한|로버트 패틴슨|벤 킹슬리|조엘 에저튼
1622," 안녕, 전우치! 도술로봇대결전",20153801,김대창,20214346,0,한국,2015-10-08,2015-10-08,59,278,2015-10-21,11804,김율|김새해|정선혜
1593, 서부전선,20140193,천성일,10071866,0,한국,2015-09-24,2015-09-24,499,47432,2015-10-07,597246,설경구|여진구|이경영|정성화|정인기|김원해|김태훈|정석원|한민수|조상원|이찬유|김선영|이은형|이소명|유순철|김동규|오성택|김명환|김민지|김종석|김지영|김태훈|박시연|박아형|박지연|박지원|최호중|김시은|조희봉
1625," 그녀, 잉그리드 버그만",20154807,스티그 비요크만,10038973,0,스웨덴,2015-10-15,2015-10-15,15,152,2015-10-28,2004,잉그리드 버그만|이사벨라 로셀리니|알리시아 비칸데르
1585, 덫: 치명적인 유혹,20113634,봉만대,10031639,224325,한국,2015-09-17,2015-09-17,19,818,2015-09-30,1412,유하준|한제인|강용규|김도연|박영훈|김정곤
1541, 퇴마전: 마령검의 비밀,20154207,포덕희|조천우,10083368|10008341,1724,중국,2015-08-27,2015-08-27,50,2891,2015-09-09,10922,천쿤|리빙빙|조문선|포패이
1610, 아메리칸 파이: 19금 동창회,20128530,존 허위츠|헤이든 쉬로스버그,10068584|10088619,0,미국,2012-08-09,2012-08-09,117,2219,2012-08-22,15431,제이슨 빅스|크리스 클라인|숀 윌리엄 스콧|에디 케이 토마스|토마스 이안 니콜라스
1626, 더 비지트,20155639,M. 나이트 샤말란,10091491,684310,미국,2015-10-15,2015-10-15,275,7372,2015-10-28,52197,디애너 듀나건|피터 맥로비|에드 옥슨볼드|올리비아 데종
1615, 더 홈즈맨,20156961,토미 리 존스,10080641,10,프랑스,2015-10-08,2015-10-08,19,493,2015-10-21,2475,토미 리 존스|힐러리 스웽크
1611, 프로젝트 님,20112501,제임스 마쉬,10064077,71597,영국,2012-08-09,2012-08-09,2,15,2012-08-22,541,번 코엔|레이건 레너드
1605, 황제펭귄 펭이와 솜이,20124933,김진만|김재영,20100264|20127317,58574,한국,2012-08-08,2012-08-08,48,607,2012-08-21,11373,송중기
1601, 노블,20154161,스티븐 브래들리,10038740,0,영국,2015-10-01,2015-10-01,33,182,2015-10-14,2648,디어드리 오케인|루스 네가|리암 커닝햄
1589, 레전드 오브 래빗: 불의 전설,20151201,마원|동대가,10052159|10020943,0,중국,2015-09-24,2015-09-24,62,763,2015-10-07,23543,이재범|문유정|이명희
1612, 주온: 더 파이널,20154621,오치아이 마사유키,10050815,168754,일본,2015-10-01,2015-10-01,318,10473,2015-10-14,60589,타이라 아이리|키리야마 렌|사사키 노조미
1604, 황제펭귄 펭이와 솜이,20124933,김진만|김재영,20100264|20127317,58574,한국,2012-08-08,2012-08-08,48,607,2012-08-21,11373,송중기
1628, 리그레션,20152121,알레한드로 아메나바르,10044445,186115,스페인,2015-10-15,2015-10-15,143,2918,2015-10-28,17317,엠마 왓슨|에단 호크|아론 애쉬모어|데이빗 듈리스|데본 보스틱
1619, 성난 변호사,20142855,허종호,10088447,378686,한국,2015-10-08,2015-10-08,607,89466,2015-10-21,1039227,오상철|이선균|김고은|임원희|장현성|최재웅|김윤혜|홍성덕|배유람|권귀덕|조경섭|조경섭|정진근|장명진|이확광|이형섭|이은택|이수민|이기창|유영진|김현정|노영화|송원종|박지영
1579, 칼릴 지브란의 예언자,20153981,로저 알러스,10017754,690787,미국,2015-09-10,2015-09-10,37,258,2015-09-23,6733,리암 니슨|셀마 헤이엑|존 크랜신스키|쿠벤자네 왈리스
1542, 퇴마전: 마령검의 비밀,20154207,포덕희|조천우,10083368|10008341,1724,중국,2015-08-27,2015-08-27,50,2891,2015-09-09,10922,천쿤|리빙빙|조문선|포패이
1543, 갤로우즈,20152869,트래비스 클러프|크리스 로핑,10082025|10077042,0,미국,2015-09-03,2015-09-03,262,10524,2015-09-16,88769,캐시디 지포드|파이퍼 브라운|리즈 미슬러|라이언 슈스|트래비스 클러프
1534, 퇴마: 무녀굴,20158481,김휘,10003489,1094221,한국,2015-08-20,2015-08-20,331,21790,2015-09-02,119768,김성균|유선|천호진|차예련|김혜성|박수민|박시영|임화영|유성훈|윤지민|이상희|이승희|신나리
1552, 이민자,20153521,제임스 그레이,10063973,23988,미국,2015-09-03,2015-09-03,34,825,2015-09-16,13428,마리옹 꼬띠아르|호아킨 피닉스|제레미 레너
1642, 맛있는 비행,20156709,최상훈|최상훈,20217666|10072304,12706,한국,2015-10-22,2015-10-22,21,371,2015-11-04,3141,손덕기|정유진|신유주
1646, 애니를 위하여,20155546,스티븐 번스타인,10039390,0,미국,2015-10-22,2015-10-22,2,24,2015-11-04,137,사만다 모튼|헬렌 헌트|아론 폴|매기 그레이스|앨리스 이브
1620, 슬로우 웨스트,20154805,존 맥클린,10067840,0,영국,2015-10-08,2015-10-08,30,379,2015-10-21,7836,마이클 패스벤더|벤 멘델슨
1588, 더 매직: 리틀톰과 도둑공주,20153022,어네스토 파드롱,10047178,0,스페인,2015-09-24,2015-09-24,133,2725,2015-10-07,78690,안드레아스 아페지스|소피 데스마레이즈
1682, 갈리폴리 상륙작전,20156869,오잔 에렌,10073633,0,터키,2015-11-12,2015-11-12,5,41,2015-11-25,108,탄셀 온겔|네스린 카바자드
1660, 앙리 앙리,20154301,마틴 탈봇,10024787,0,캐나다,2015-10-29,2015-10-29,51,411,2015-11-11,6437,소피 데스마레이즈|빅토르 안드레 튀르종-트렐레스
1608, 시스터 ,20127726,우슬라 마이어,20114541,0,프랑스,2012-08-09,2012-08-09,18,659,2012-08-22,9091,레아 세이두|캐시 모텟 클레인|질리언 앤더슨|마틴 콤스턴
1526, 스킨 트레이드,20153199,에카차이 우에크롱탐,10048935,0,미국,2015-08-20,2015-08-20,20,363,2015-09-02,3588,돌프 룬드그렌|토니 자|론 펄먼|피터 웰러|마이클 제이 화이트
1662, 울보 권투부,20141081,이일하,20191146,0,한국,2015-10-29,2015-10-29,11,53,2015-11-11,1472,펠릭스 드 지브리|그레타 거윅|폴린 에티엔
1560, 통통한 혁명,20124741,민두식,10027782,458,한국,2012-08-02,2012-08-02,5,38,2012-08-15,475,이소정|이현진|이무생|탁트인|이재진|이정진|박지환|고은총
1643, 맛있는 비행,20156709,최상훈|최상훈,20217666|10072304,12706,한국,2015-10-22,2015-10-22,21,371,2015-11-04,3141,손덕기|정유진|신유주
1654, 어떤살인,20143502,안용훈,20195674,0,한국,2015-10-28,2015-10-28,169,2487,2015-11-10,17165,윤소이|신현빈|김혁|고용진|최춘범|정재석|김봉주|이봉근|이덕화|윤대용|유채은|김용우|김정우|김지연|안용훈|김현우|송여정|박정근|조영진
1569, 셀프/리스,20151521,타셈 싱,10079201,524428,미국,2015-09-10,2015-09-10,332,15141,2015-09-23,110855,라이언 레놀즈|벤 킹슬리|매튜 구드
1609, 아메리칸 파이: 19금 동창회,20128530,존 허위츠|헤이든 쉬로스버그,10068584|10088619,0,미국,2012-08-09,2012-08-09,117,2219,2012-08-22,15431,제이슨 빅스|크리스 클라인|숀 윌리엄 스콧|에디 케이 토마스|토마스 이안 니콜라스
1675, 세상의 끝에서 커피 한잔,20142141,치앙시우청,20174480,0,일본,2015-11-05,2015-11-05,10,119,2015-11-18,2314,나가사쿠 히로미|사사키 노조미
1725, 서태지밴드 콘서트투어 '콰이어트나이트',20159002,서태지,10035656,15085,한국,2015-11-26,2015-11-26,1,309,2015-12-09,5908,서태지
1671, 더 기프트,20155224,조엘 에저튼,10066641,0,호주,2015-11-05,2015-11-05,110,746,2015-11-18,8484,조엘 에저튼|제이슨 베이트먼|레베카 홀
1529, 오늘영화,20143717,윤성호|강경태|구교환|이옥섭,20111376|10000489|20166705|10056728,4070,한국,2015-08-20,2015-08-20,17,148,2015-09-02,2557,정연주|박종환|백승화|백수장|박민지|허정도|구교환|임성미|박현영|박정범|박혁권|한희재|조영각|조영각|조선미|조명현|정일성|정연이|장승연|김서영|김성록|이용승|이승석|이석형|이상용|윤혜숙|윤지아|김도영|김도영|김도영|김동현|김민화|김보라|양성호|김예은|김택윤|김현민|나두열|백현철|백승화
1556, 피케이: 별에서 온 얼간이 감독판,20154732,라즈쿠마르 히라니,10014173,168450,인도,2015-09-03,2015-09-03,2,44,2015-09-16,424,아미르 칸|아누쉬카 샤르마
1597, 지금은맞고그때는틀리다,20151782,홍상수,10089497,67403,한국,2015-09-24,2015-09-24,53,3525,2015-10-07,53086,정재영|김민희|윤여정|기주봉|최화정|유준상|서영화|고아성
1504, 블러바드,20151962,디토 몬티엘,10013510,15942,미국,2015-08-13,2015-08-13,13,407,2015-08-26,7853,로빈 윌리엄스|로베르토 어과이어|캐시 베이커|봅 오덴커크
1719, 레드라이트,20128272,로드리고 코르테스,20115532,64449,스페인,2012-08-23,2012-08-23,192,8337,2012-09-05,49925,로버트 드니로|킬리언 머피|시고니 위버|엘리자베스 올슨
1718, 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,279759,한국,2012-08-23,2012-08-23,6,21,2012-09-05,858,김꽃비|서영주|양은용
1680, 택시,20155763,자파르 파나히,10059483,2470,이란,2015-11-05,2015-11-05,16,134,2015-11-18,2129,자파르 파나히
1668, 화장실의 피에타,20154730,마츠나가 다이시,10079409,0,일본,2015-10-29,2015-10-29,2,10,2015-11-11,641,노다 요지로|스기사키 하나
1669, 고시원,20157155,이영민,20218657,141,한국,2015-10-30,2015-10-30,20,373,2015-11-12,524,김승민|강민우|이명재|우서현|김용운|김한규
1700, 시티즌포,20153503,로라 포이트러스,10047860,0,미국,2015-11-19,2015-11-19,34,220,2015-12-02,4642,잭 오코넬|루퍼트 프렌드|벤 멘델슨
1635, 트랜스포터: 리퓰드,20153201,카밀 들라마레,10073764,74912,프랑스,2015-10-15,2015-10-15,415,20329,2015-10-28,161245,에드 스크레인|론 샤바놀
1655, 챔피언 프로그램,20155276,스티븐 프리어스,10039589,47588,영국,2015-10-28,2015-10-28,85,538,2015-11-10,6299,벤 포스터|크리스 오다우드|리 페이스|기욤 까네
1623, 팬,20150562,조 라이트,10065000,0,미국,2015-10-08,2015-10-08,404,15998,2015-10-21,182969,휴 잭맨|가렛 헤드룬드|루니 마라|리바이 밀러|아만다 사이프리드
1629, 미션스쿨,20150921,강의석,20135460,0,한국,2015-10-15,2015-10-15,3,6,2015-10-28,119,이바울|임정은|박선형|변지현|서정원|서지형|윤상호|윤정훈|임정숙|장재권|전유성|조지혜|최수혁|최승하|한민호|홍선기
1586, 션샤인 러브,20130260,조은성,20135269,0,한국,2015-09-17,2015-09-17,17,64,2015-09-30,858,오정세|조은지|송삼동|박재철|이미도|강민지|한수용|문성환|손민식|이재석
1598, 탐정 : 더 비기닝,20156557,김정훈,10005643,2080574,한국,2015-09-24,2015-09-24,486,50533,2015-10-07,2162055,권상우|성동일|박해준|이승준|조복래|오정세|박준면|이일화|서영희|강민지|홍서현|천유나|차승연|정종훈|정승연|이현기|이찬희|김승배|김은지|김태훈|김하늘|김희영|모일영|박민철|박성일|박시영|박지혜|최성원|홍은택|이해영|지대한
1624, 유부녀들,20155879,경석호,20187184,1258,한국,2015-10-14,2015-10-14,20,373,2015-10-27,516,김소현|김하늘
1695, 꾸루꾸루와 친구들: 무지개 나무의 비밀,20158682,문제대,10026803,0,한국,2015-11-19,2015-11-19,46,226,2015-12-02,6460,서유리
1727, 아일랜드 - 시간을 훔치는 섬,20144422,박진성,20110918,876,한국,2015-11-26,2015-11-26,19,162,2015-12-09,948,오지호|문가영|김광희|윤지원|이상백|양진영
1694, 헝거게임: 더 파이널,20151481,프란시스 로렌스,10084230,1219312,미국,2015-11-18,2015-11-18,482,46781,2015-12-01,708673,제니퍼 로렌스|조쉬 허처슨|리암 헴스워스|필립 세이모어 호프만|줄리안 무어|우디 해럴슨|엘리자베스 뱅크스|도날드 서덜랜드
1704, 재키 앤 라이언,20156925,아미 카난 만,20166223,0,미국,2015-11-19,2015-11-19,55,347,2015-12-02,3006,캐서린 헤이글|벤 반스
1665, R2B: 리턴투베이스,20124049,김동원,10003972,3820171,한국,2012-08-15,2012-08-15,534,206793,2012-08-28,1098699,정지훈|유준상|신세경|김성수|이하나|이종석|정경호|조성하|오달수|정석원|임태열|정호빈|김성철|이웅규|윤승남|박효준|정한용|최진호|엄효섭
1690, 세컨드 마더,20150831,안나 무이라에르트,10068989,0,브라질,2015-11-12,2015-11-12,17,208,2015-11-25,2542,레지나 카세|카밀라 마르딜라|미셀 조엘사스
1599, 대니 콜린스,20153025,댄 포겔맨,10010415,0,미국,2015-09-30,2015-09-30,294,6045,2015-10-13,53903,알 파치노|아네트 베닝|제니퍼 가너|바비 카나베일|크리스토퍼 플러머
1616, 러브 인 프로방스,20155272,로젤린 보쉬,10017821,358,프랑스,2015-10-08,2015-10-08,30,346,2015-10-21,4617,장 르노|안나 갈리에나
1649, 필름시대사랑,20152064,장률,10060143,9978,한국,2015-10-22,2015-10-22,17,99,2015-11-04,1444,박해일|안성기|문소리|한예리|권혜민|허철|최우식|정재필|임철희|이준동|이용수|윤서희|오재은|김동현|김동현|김소연|김수정|김여정|김예은|김진주|안동훈|신지은|김희령|송효정|송승민|류시문|박상호|박정환|백현진|백주은|백종관|김학선
1712, 극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,20157883,와타나베 카츠야,10090488,0,일본,2015-11-26,2015-11-26,197,3366,2015-12-09,87593,시손 쥰|세키네 츠토무
1678, 에이미,20153982,아시프 카파디아,10042301,2123,영국,2015-11-05,2015-11-05,31,620,2015-11-18,8986,에이미 와인하우스|마크 론슨|피트 도허티
1713, 맹글혼,20156962,데이빗 고든 그린,10011631,1789,미국,2015-11-26,2015-11-26,42,396,2015-12-09,2580,알 파치노|홀리 헌터
1651, 그놈이다,20157465,윤준형,10054518,984,한국,2015-10-28,2015-10-28,510,97168,2015-11-10,981032,주원|유해진|이유영|류혜영|서현우|이준혁|윤석진|김민서|김현정|박지윤|장인섭|윤다경
1632, 슈퍼 스파이: 수상한 임무,20155010,하비에르 페서,10086918,0,스페인,2015-10-15,2015-10-15,98,858,2015-10-28,24298,성동일|김유정|손호준|임형준|서예지|진경|김동현|김동현|김요한|김우희|김원준|김은정|송호연|박세은|박재영|남일우
1724, 공모자들,20124063,김홍선,20125826,2564340,한국,2012-08-29,2012-08-29,399,97419,2012-09-11,1389239,임창정|최다니엘|오달수|조윤희|조달환|정지윤|최일화|박일목|임향주|권태호|최은용|최지향|박승명|오상진|라미란|김재화|손종학
1630, 비밀,20156553,박은경|이동하,20066038|20204806,0,한국,2015-10-15,2015-10-15,305,7539,2015-10-28,49980,성동일|김유정|손호준|임형준|서예지|진경|김동현|김동현|김요한|김우희|김원준|김은정|송호연|박세은|박재영|남일우
1613, 포장마차,20155845,최율권희,20216886,194,한국,2015-10-01,2015-10-01,5,32,2015-10-14,520,이채담
1639, 돌연변이,20145501,권오광,10002458,0,한국,2015-10-22,2015-10-22,365,10379,2015-11-04,97618,이광수|이천희|박보영|장광|이병준|김희원|강봉성|권오광|추민철|장원석|우문기|김수정|김태환|박성일|박시영|박준수|박지연
1631, 비밀,20156553,박은경|이동하,20066038|20204806,0,한국,2015-10-15,2015-10-15,305,7539,2015-10-28,49980,성동일|김유정|손호준|임형준|서예지|진경|김동현|김동현|김요한|김우희|김원준|김은정|송호연|박세은|박재영|남일우
1658, 더 랍스터,20150862,요르고스 란티모스,10065698,932,영국,2015-10-29,2015-10-29,56,2189,2015-11-11,33726,콜린 파렐|레이첼 와이즈|레아 세이두|벤 위쇼|존 C. 라일리
1617, 마션,20151383,리들리 스콧,10019469,394650,미국,2015-10-08,2015-10-08,"1,003",271226,2015-10-21,3348174,맷 데이먼|제시카 차스테인|제프 다니엘스|케이트 마라|크리스틴 위그
1659, 아마데우스 감독판,20156824,밀로스 포만,10027921,166222,미국,2015-10-29,2015-10-29,28,551,2015-11-11,8342,톰 헐스|F. 머레이 아브라함
1650, 새폴더2,20156870,황상원,20201928,0,한국,2015-10-23,2015-10-23,20,363,2015-11-05,518,윤설희|권현정|최한|김만석|양선혜
1683, 개구리왕국,20156360,넬슨 신,10007878,75957,중국,2015-11-12,2015-11-12,121,1372,2015-11-25,43763,탄셀 온겔|네스린 카바자드
1648, 특종: 량첸살인기,20145504,노덕,10015745,1865195,한국,2015-10-22,2015-10-22,776,64516,2015-11-04,609717,조정석|이미숙|이하나|김의성|배성우|김대명|태인호|김수안|김기호|김민재|오주환|이정은|최병모|윤다경
1688, 몬스터 헌트,20155441,라맨 허,20081244,2844159,중국,2015-11-12,2015-11-12,167,2037,2015-11-25,25332,백백하|탕웨이|정백연|증지위|오군여
1666, 대학살의 신,20128549,로만 폴란스키,10016457,115935,프랑스,2012-08-16,2012-08-16,34,950,2012-08-29,13357,조디 포스터|케이트 윈슬렛|크리스토프 왈츠|존 C. 라일리
1691, 우리가 사랑한 시간,20156050,드레이크 도리머스,20170123,68897,미국,2015-11-12,2015-11-12,15,279,2015-11-25,3517,가이 피어스|펠리시티 존스|에이미 라이언
1637, 노크 노크,20158702,일라이 로스,10058386,357,미국,2015-10-22,2015-10-22,68,951,2015-11-04,4024,키아누 리브스|아나 디 아르마스
1721, 히스테리아,20128474,타니아 웩슬러,20120641,0,영국,2012-08-23,2012-08-23,15,381,2012-09-05,4561,매기 질렌할|휴 댄시|조나단 프라이스|펠리시티 존스
1707, 해에게서 소년에게,20158795,안슬기,10043558,1148,한국,2015-11-19,2015-11-19,18,158,2015-12-02,567,신연우|김가현|김호원|김영선|한동훈|홍석준|권진호|김민지|김윤정|김주연|김지현|안슬기|안슬기|안슬기|이상덕|이상덕
1701, 아스타 라 비스타,20157292,제프리 엔트호벤,10064551,0,벨기에,2015-11-19,2015-11-19,7,39,2015-12-02,506,질 드 슈리이버|로브레히 반덴 토렌|톰 오데나에르
1743, 하트 오브 더 씨,20144683,론 하워드,10018065,469490,미국,2015-12-03,2015-12-03,501,44675,2015-12-16,798732,크리스 헴스워스|킬리언 머피|벤 위쇼|샬롯 라일리|브렌단 글리슨|벤자민 워커
1757, 타투,20147130,이서,10055931,1326052,한국,2015-12-10,2015-12-10,81,1620,2015-12-23,11834,송일국|윤주희|권현상|서영|조혜인|조훈휘|최상민|허윤원|김수환|김은희|김지은|박범준|안지호|이은주|한제인|한기중|박지수
1679, 이스케이프,20154729,존 에릭 도들,10068165,118286,미국,2015-11-05,2015-11-05,264,4872,2015-11-18,46755,오웬 윌슨|피어스 브로스넌|레이크 벨
1755, 타이밍,20141598,민경조|박대열,10027767|10028546,0,한국,2015-12-10,2015-12-10,193,5934,2015-12-23,37755,엄상현|박지윤|성완경
1729, 위선자들,20157191,김진홍,10005961,0,한국,2015-11-26,2015-11-26,82,3982,2015-12-09,9485,권민중|김정균|장두이|최할리|신소미|경준|송은진|주연서|나동주|류제현|문진영|안정균|이태헌|임창용|조솔
1737, 내 친구의 아내,20158644,탁승오,20223306,104,한국,2015-12-03,2015-12-03,20,372,2015-12-16,622,정태민|탁민
1636, 경계의 저편 : I'LL BE HERE -과거편-,20155537,이시다테 타이치,10056327,8579,일본,2015-10-22,2015-10-22,27,617,2015-11-04,3579,타네다 리사|켄|치하라 미노리
1661, 에덴: 로스트 인 뮤직,20150703,미아 한센-로브,10024466,32355,프랑스,2015-10-29,2015-10-29,10,105,2015-11-11,1604,펠릭스 드 지브리|그레타 거윅|폴린 에티엔
1753," 서툴지만, 사랑",20153031,이누도 잇신,10055053,29552,일본,2015-12-10,2015-12-10,8,150,2015-12-23,1502,아이바 마사키|에이쿠라 나나|한효주|이쿠타 토마
1672, 더 셰프,20155277,존 웰스,10068230,71747,미국,2015-11-05,2015-11-05,380,19128,2015-11-18,184972,브래들리 쿠퍼|시에나 밀러|오마 사이|다니엘 브륄|엠마 톰슨|우마 서먼
1667," 그 시절, 우리가 좋아했던 소녀",20128588,구파도,20120722,0,대만,2012-08-22,2012-08-22,99,1803,2012-09-04,30139,가진동|진연희|언승우
1670, 검은 사제들,20145503,장재현,10060462,0,한국,2015-11-05,2015-11-05,834,191090,2015-11-18,3877313,김윤석|강동원|박소담|김병옥|김의성|이호재|남일우|김동현|김미영|김수진|김혜민|박지수|송선찬|이상민|이승훈|이현우|손종학|조수향|남문철
1726, 설지,20156353,박진순,10029350,180959,한국,2015-11-26,2015-11-26,10,22,2015-12-09,358,다나|강은탁|이미소|이설애|장석우|한성수|김중기
1716, 나나나 : 여배우 민낯 프로젝트,20113568,부지영|김꽃비|서영주|양은용,10031684|10003756|20111065|10047032,279759,한국,2012-08-23,2012-08-23,6,21,2012-09-05,858,김꽃비|서영주|양은용
1674, 들꽃,20141611,박석영,20191486,956,한국,2015-11-05,2015-11-05,12,41,2015-11-18,1007,조수향|정하담|권은수|이바울|강봉성|오창경|백현주|최문수|송삼동|최영록|조희봉|이준수|최수안|조성호
1677, 아더와 미니모이 3: 두 세계의 전쟁,20156383,뤽 베송,10019011,247163,프랑스,2015-11-05,2015-11-05,97,585,2015-11-18,54921,프레디 하이모어|미아 패로우|페니 밸포어
1738, 맥베스,20157065,저스틴 커젤,10061183,355813,영국,2015-12-03,2015-12-03,126,5987,2015-12-16,79251,마이클 패스벤더|마리옹 꼬띠아르
1652, 맨 프롬 UNCLE,20152745,가이 리치,10000296,826669,미국,2015-10-28,2015-10-28,326,12715,2015-11-10,108304,헨리 카빌|아미 해머|알리시아 비칸데르|엘리자베스 데비키|휴 그랜트
1705, 착한 처제,20158385,강훈,20186360,0,한국,2015-11-19,2015-11-19,19,408,2015-12-02,588,강성필|장혜영
1653, 미안해 사랑해 고마워,20149961,전윤수,10061405,1484644,한국,2015-10-28,2015-10-28,333,6142,2015-11-10,49805,지진희|김성균|성유리|김영철|이계인|곽지혜|서강준|강민지|강민호|장홍준|김상훈|김선경|이재구|이유하|이성훈|유예지|김대영|김동철|오예슬|김수연|김용진|김원진|김윤영|김지수|김필수|나현|박상민|박재영|박지연|박현수|유혜인|김재화|정은표|이주연
1711, 크림슨 피크,20156570,길예르모 델 토로,10003461,679335,미국,2015-11-25,2015-11-25,236,6117,2015-12-08,44827,톰 히들스턴|제시카 차스테인|미아 와시코브스카|찰리 허냄
1656, 하늘을 걷는 남자,20155101,로버트 저메키스,10016924,344383,미국,2015-10-28,2015-10-28,379,19675,2015-11-10,232989,조셉 고든 레빗|벤 킹슬리|샬롯 르 본
1709, 도리화가,20140144,이종필,10057407,489324,한국,2015-11-25,2015-11-25,544,49216,2015-12-08,308033,류승룡|배수지|송새벽|김남길|이동휘|안재홍|김태훈|조정숙|황태양|권유진|김은지|김은지|김정곤|박선|박솔지|박윤호|이광호|이상우|이유나|이윤정|이준|이지은|이혜진|진선규
1634, 온리 유,20155057,장하오,10087076,0,중국,2015-10-15,2015-10-15,111,2712,2015-10-28,12373,탕웨이|요범
1710, 열정같은소리하고있네,20156748,정기훈,10061628,1990120,한국,2015-11-25,2015-11-25,550,59737,2015-12-08,573654,정재영|박보영|오달수|배성우|류덕환|류현경|진경|윤균상|최홍원|김보람|김정훈|서동원|신정훈|육진영|이미경|이상훈|이영진|이병준|유하복
1676, 스파이 브릿지,20152871,스티븐 스필버그,10039450,828883,미국,2015-11-05,2015-11-05,351,18404,2015-11-18,258229,톰 행크스|마크 라이런스|오스틴 스토웰
1702, 아이돌 마스터 무비 : 빛의 저편으로!,20155740,니시고리 아츠시,20216787,0,일본,2015-11-19,2015-11-19,54,2276,2015-12-02,19753,질 드 슈리이버|로브레히 반덴 토렌|톰 오데나에르
1692, 위아 유어 프렌즈,20155646,맥스 조셉,10025391,0,미국,2015-11-12,2015-11-12,219,2658,2015-11-25,37036,잭 에프런|에밀리 라타이코프스키
1748, 마담 보바리,20158283,소피 바르트,10036718,0,미국,2015-12-10,2015-12-10,18,461,2015-12-23,5278,미아 와시코브스카|에즈라 밀러|폴 지아마티|리스 이판
1747, 리틀 보이,20155725,알레한드로 몬테베르드,20216746,0,미국,2015-12-10,2015-12-10,136,1455,2015-12-23,14237,제이콥 살바티|에밀리 왓슨|캐리-히로유키 타가와|마이클 라파포트|케빈 제임스|데이빗 헨리|톰 윌킨슨
1720, 제이니 존스,20128606,데이빗 M. 로젠탈,20120802,0,미국,2012-08-23,2012-08-23,19,207,2012-09-05,3562,아비게일 브레스린|알렉산드로 니볼라|엘리자베스 슈
1714, 이웃사람,20125920,김휘,10003489,323122,한국,2012-08-22,2012-08-22,473,140700,2012-09-04,2012466,김윤진|마동석|천호진|김성균|김새론|임하룡|장영남|도지한|차현우|김동현|한재훈|박인규|유재현
1698, 사일런트 하트,20156754,빌 어거스트,10033528,36653,덴마크,2015-11-19,2015-11-19,21,324,2015-12-02,4356,기타 노비|모튼 그런워드|파프리카 스틴
1703, 용주골,20158806,최우성,20223066,119,한국,2015-11-19,2015-11-19,5,32,2015-12-02,562,민도윤|이채담|진서현|이서현|김민호
1736, 나쁜 나라,20156047,김진열|이수정|정일건,10005927|10056156|10062151,689,한국,2015-12-03,2015-12-03,19,507,2015-12-16,8826,최경덕|박지민
1657, 거짓말,20141608,김동명,10003943,0,한국,2015-10-29,2015-10-29,26,1051,2015-11-11,4953,김꽃비|전신환|임희라|이병희|김지연|김하나
1647, 오디세오,20157176,정성복,20110332,2527,한국,2015-10-22,2015-10-22,7,39,2015-11-04,662,사만다 모튼|헬렌 헌트|아론 폴|매기 그레이스|앨리스 이브
1640, 디판,20155386,자크 오디아르,10059444,20449,프랑스,2015-10-22,2015-10-22,29,447,2015-11-04,5340,제수타산 안토니타산|칼리스와리 스리니바산|클로딘 비나시탐비
1772, 벨 아미,20125346,데클란 도넬란|닉 오머로드,20127579|20127580,0,영국,2012-08-30,2012-08-30,103,4103,2012-09-12,29841,로버트 패틴슨|우마 서먼|크리스티나 리치|크리스틴 스콧 토마스
1663, 스텝업4 : 레볼루션,20126448,스콧 스피어,20128650,0,미국,2012-08-15,2012-08-15,266,79915,2012-08-28,715556,라이언 구즈만|캐서린 맥코믹|메간 본|애덤 G. 세바니
