,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
3012,사랑에도 저작권이 있나요?,20159650,한국,골든타이드픽처스(주),청소년관람불가,코미디,최경진,최재환|왕빛나|백재호|김미지,소연 남선배|조깅녀
3013,산다,20148449,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,박정범,박정범|이승연|이재동|이재복|이찬호|장민애|전용선|전지현|고상훈|정동구|서진원|서호영|성민지|성민지|최소영|최수복|신시정|신유경|신준호|신혜진|오현석|유보라|이두희|허은실|현용주|황경현|이성호|이수진|이승연|이승준|이은미|이은우|주영호|박희본|박명훈,정철|민수|관광버스 승객들|속옷 매장 손님들/관광버스 승객들|마로니에 공원 행인들|교회 목사님|교회/공가옥 아이들|민재 공장 동료|악기사 사장|연극 면접관|관광버스 승객들|마로니에 공원 행인들|오디션 대기자|교회/공가옥 아이들|된장공장 김씨|오디션 대기자|오디션 대기자|가전매장 손님들|정신병원 수납계|가전매장 손님들|환자/보호자|응급실 레지던트|교회 신도들|관광버스 승객들|택배회사 직원|환자/보호자|마로니에 공원 행인들|수연|민재|마로니에 공원 행인들|진영|진성|현경
3014,서른명의 여자와 30일,20150542,미국,(주)씨타마운틴픽쳐스,청소년관람불가,코미디,마이클 마할,레나 아잔스 미첼|크리스탈 버나드,
3015,스크리블러,20150201,미국,(주)이놀미디어,청소년관람불가,스릴러|액션,존 슈이츠,케이티 캐시디|가렛 딜라헌트|미셀 트라첸버그|마이클 임페리올리,
3016,스파이,20158621,미국,이십세기폭스코리아(주),15세이상관람가,액션|코미디,폴 페이그,주드 로|제이슨 스타뎀|멜리사 맥카시,
3017,신경쇠약 직전의 뱀파이어,20159959,오스트리아 |스위스,(주)컴퍼니엘,15세이상관람가,코미디,다비드 륌,토비아스 모레티|자넷 헤인,
3018,아내의 비밀욕정 3 : 쾌락,20150541,일본,(주)콘텐츠랩자박,청소년관람불가,성인물(에로)|드라마,사토 토시키,나가이 마사코,
3019,어라우즈드: 그들의 호기심,20159654,미국,(주)스넵쏘울,청소년관람불가,다큐멘터리,데보라 앤더슨,나가이 마사코,
3020,와일드 테일즈: 참을 수 없는 순간,20155927,스페인|아르헨티나,와이드 릴리즈(주),청소년관람불가,코미디|스릴러,데미안 스지프론,리카르도 다린|레오나르도 스바라글리아|다리오 그랜디네티,
3021,워리어 스타,20159128,이탈리아,주식회사 루믹스미디어,15세이상관람가,액션|어드벤처|판타지,루카 보니|마르코 리스토리,에드리언 보쳇,
3022,지구대충돌,20159987,캐나다,스크린조이,12세이상관람가,액션|SF|스릴러,폴 질러,커크 아세베도|다이안 파,
3023,집으로 간다,20148674,일본,하준사,청소년관람불가,드라마,쿠보타 나오,마츠야마 켄이치|다나카 유코|안도 사쿠라,
3024,홈,20140145,미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|어드벤처|판타지,팀 존슨,짐 파슨스|리한나|제니퍼 로페즈|스티브 마틴,
3025,원초적 본능 2015,20150662,미국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스|드라마|판타지,미치 글레이저,미키 루크|메간 폭스|빌 머레이,네이트|릴리|해피
3026,무뢰한,20130566,한국,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,김남길|전도연|박성웅|곽도원|김민재|강태영|박지환|정재웅|조민지|조원희|송승현|오하늬|유지연|하은진|이동진|이학주|정재헌|지승현,박준길|김진형|손경수|김형석|헤어숍 아가씨1|덕룡|마약남|손민지|황충남애인|비지니스룸 아가씨|황충남|성철|황충남 경찰 |쇼핑몰 사장
3027,변태투명인간2- 간호사 훔쳐보기,20159184,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),오쿠 와타루,요시카와 아이미,
3028,왕게임-58일 후 후편,20159183,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),코시자카 야스시,아야나 레이,
3029,전망 좋은 집 2,20150603,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스|드라마,경석호,정시현|이수진|이승현|이은미,은희|형준 아버지|친구2
3030,투모로우랜드,20159748,미국,월트디즈니컴퍼니코리아(주),12세이상관람가,액션|어드벤처|미스터리|SF,브래드 버드,조지 클루니|휴 로리|브릿 로버트슨,
3031,하나와 앨리스: 살인사건,20158981,일본,씨제이이앤엠(주),12세이상관람가,애니메이션,이와이 슌지,아오이 유우|스즈키 안,
3032,데이식스,20150602,이탈리아,(주)티에스앤컴퍼니,15세이상관람가,스릴러|미스터리|SF,바로 벤투리,마시모 포지오,
3033,붓다 : 위대한 여정,20159902,일본,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,코무라 토시아키,마시모 포지오,
3034,사이코패스,20159655,일본,(주)박수엔터테인먼트,15세이상관람가,애니메이션|판타지|스릴러|범죄|SF,시오타니 나오요시,하나자와 카나|세키 토모카즈,
3035,써드 퍼슨 - 감독판,20159101,미국,(주)프레인글로벌,청소년관람불가,드라마|미스터리|멜로/로맨스,폴 해기스,리암 니슨|밀라 쿠니스|애드리언 브로디|올리비아 와일드|제임스 프랭코,
3036,아내의 비밀욕정 4 : 음란,20150821,일본,(주)콘텐츠랩자박,청소년관람불가,성인물(에로),와타나베 켄사쿠,모리 미사키|쿠사노 코우타,
3037,에일리언 라이징,20159131,미국,주식회사 루믹스미디어,15세이상관람가,액션|SF,데이너 슈로더,랜스 헨릭슨|에이미 헤서웨이,
3038,적도,20159506,홍콩,판씨네마(주),15세이상관람가,액션,렁록만|써니 럭,지진희|시원|장학우|장가휘|여문락|왕학기|장첸|윤진이|이태란|김해숙,
3039,차일드 44,20159442,미국,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,스릴러,다니엘 에스피노사,톰 하디|게리 올드만|조엘 킨나만|누미 라파스|뱅상 카셀,레오|네스테로프|라이사
3040,커밍 홈,20158042,스웨덴|아이슬란드,(재)영화의전당,12세이상관람가,드라마|멜로/로맨스,막시밀리언 훌트,모아 감멜|아니타 월|시몬 J. 베르거|에리크 룬드퀴비스트,
3041,코인라커,20125648,한국,(주)드림팩트엔터테인먼트,청소년관람불가,드라마,김태경,손여은|이영훈|한지은|편보승,연|상필|헬스장여자2|성인건호(곰인형) 
3042,피치 퍼펙트: 언프리티 걸즈,20159141,미국,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디|뮤지컬,엘리자베스 뱅크스,안나 켄드릭|헤일리 스테인펠드|레벨 윌슨,
3043,7공주 대리운전,20150481,한국,(주)나우콘텐츠,청소년관람불가,코미디,이재훈,곽진영|차영옥|김동수|윤설희|이철호|임승규,룸카페연인1|뽀뽀남/무등산남1
3044,러브 이즈 크라임,20159421,프랑스|스위스,(주)더블앤조이픽쳐스,청소년관람불가,드라마|스릴러,아르노 라리외|장-마리 라리외,마티유 아말릭|카린 비아르|마이웬 르 베스코|사라 포레스티에,
3045,남친 집 방문기-그놈의 유혹,20150826,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,카미사키 시오리,
3046,노천온천탕의 세자매-애욕계약,20150825,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,호조 마키,
3047,샌 안드레아스,20144682,미국,워너브러더스 코리아(주),12세이상관람가|12세이상관람가,액션|드라마|스릴러,브래드 페이튼,드웨인 존슨|알렉산드리아 다다리오,
3048,아오이-창의적 정사,20150823,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),나카무라 키미히코,사쿠라이 타쿠야,
3049,아이돌간호사모모코,20150824,일본,(주)도키엔터테인먼트,12세이상관람가,코미디,쿠사노 요우카,쿠마다 요우코,
3050,후궁탈출,20150748,프랑스,에스디시코리아 주식회사,전체관람가,공연,자보 브리트만,쿠마다 요우코,
3051,령 : 저주받은 사진,20159573,일본,(주)스톰픽쳐스코리아,15세이상관람가,공포(호러),아사토 마리,나카조 아야미|모리카와 아오이|야마야 카스미,
3052,마이 페어 웨딩,20141705,한국,(주)영화사 진진,12세이상관람가,다큐멘터리,장희선,김조광수|김승환|한가람|김선경|김용균|김태용|김현주|소준문|백재호|윤소라|이원재|이윤정|이준호,CAST|CAST|출연|출연|출연|인터뷰|인터뷰|출연|인터뷰|인터뷰|인터뷰|출연
3053,버진 뱀파이어,20159132,미국,주식회사 루믹스미디어,청소년관람불가,코미디|공포(호러),존 V. 놀즈,앨리슨 스카글리오티|프란시아 라이사,
3054,에벌리,20159623,미국,와이드 릴리즈(주),청소년관람불가,액션,조 린치,셀마 헤이엑,
3055,에이리언 토네이도,20150724,미국,스크린조이,12세이상관람가,SF|스릴러,제프 버,제프 파헤이|캐리 우러,
3056,은밀한 유혹,20136869,한국,씨제이이앤엠(주),15세이상관람가,멜로/로맨스|범죄,윤재구,임수정|유연석|이경영|박철민|진경|도희|조희성|최민우|이광수|홍정표|민혜경|이동훈|곽민호|조규완,회장|어린혜진|화장실놀라는남|헤어드레서|회장아들|전복죽배달녀|승용차기사|스님4
3057,트립 투 이탈리아,20159063,영국,찬란,15세이상관람가,코미디|드라마,마이클 윈터바텀,스티브 쿠건|롭 브라이든,
3058,헤라클레스: 전설의 부활,20150181,미국,스크린조이,청소년관람불가,액션|어드벤처,닉 라이온,존 해니건|크리스찬 올리버,
3059,혜경궁 홍씨,20159224,한국,(주)씨타마운틴픽쳐스,12세이상관람가,공연|사극|드라마,장동홍,김소희|윤여성|정태화|이동준|이승헌|황석정,홍수영|내시3
3060,호야와 토리: 드래곤 숲의 비밀,20150104,일본,(주)팝엔터테인먼트,전체관람가,애니메이션,하타 마사미,김소희|윤여성|정태화|이동준|이승헌|황석정,홍수영|내시3
3061,돈 조반니,20150012,독일,(주)케빈앤컴퍼니,12세이상관람가,공연,크리스토프 에센바흐,김소희|윤여성|정태화|이동준|이승헌|황석정,홍수영|내시3
3062,세비야의 이발사,20145168,미국,(주)인스터피씨엠,전체관람가,공연,미켈레 마리오티,김소희|윤여성|정태화|이동준|이승헌|황석정,홍수영|내시3
3063,따라지 : 비열한 거리,20144721,한국,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,신동엽,고세원|한이서|조한선|유재명|반민정,민형사|주마담
3064,신이 말하는 대로,20156221,일본,(주)싸이더스,청소년관람불가,공포(호러)|스릴러,미이케 다카시,후쿠시 소우타|야마자키 히로나|카미키 류노스케,
3065,모두의 사정-절정의 스와핑,20150830,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),게닌 치로,무라카미 료코,
3066,썸타는 퇴근길-그놈이 기다리는 길,20150828,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 묘진,아사쿠라 유우,
3067,쓰레기 같은 남편과,20150827,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),사토 토시키,사토 타케시,
3068,유부녀수사관 마키,20150829,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,호조 마키,
3069,공자 춘추전국시대 감독판,20150261,중국,(유)영화사 화수분,12세이상관람가,액션|드라마,후메이,주윤발|주신|진건빈,
3070,꼬마 유령,20140207,독일|스위스,(주)영화사오원,전체관람가,판타지|가족,알랑 그스포너,주윤발|주신|진건빈,
3071,넥스트 제네레이션 패트레이버 6,20158542,일본,(주)도키엔터테인먼트,12세이상관람가,액션|SF,오시이 마모루,주윤발|주신|진건빈,
3072,누레예프 갈라,20159622,독일,그린나래미디어(주),전체관람가,공연,발레리 오브샤니코프,주윤발|주신|진건빈,
3073,사악한 정사,20151142,일본,조이앤키노,청소년관람불가,성인물(에로),가와사키 히로유키,모모이 사나에,
3074,세컨 찬스,20159507,덴마크,(주)영화사오원|(주)브리즈픽처스,청소년관람불가,드라마,수잔 비에르,니콜라이 코스터 왈도|마리아 보네비에|니꼴라이 리 카스|율리히 톰센,
3075,스티븐 시걸의 작전명 고스트,20151121,미국,(주)소나무픽쳐스,청소년관람불가,액션,웨인 로즈,스티븐 시걸|사라 린드,케인
3076,엘리펀트 송,20159582,캐나다,(주)엣나인필름,15세이상관람가,미스터리|드라마,찰스 비네임,브루스 그린우드|자비에 돌란,
3077,외출,20150601,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스,기대호,정서윤|전현수,성진
3078,쥬라기 월드,20098169,미국,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가|12세이상관람가,액션|어드벤처|SF,콜린 트레보로우,크리스 프랫|주디 그리어|브라이스 달라스 하워드|케이티 맥그라스|제이크 존슨|빈센트 도노프리오,
3079,카이트,20150841,미국,(주)누리픽쳐스,청소년관람불가,범죄|액션,랄프 지만,사무엘 L. 잭슨|인디아 아이슬리|캘런 맥오리피,
3080,키스 미 어게인,20158045,이탈리아|프랑스,㈜영화사 백두대간,청소년관람불가,드라마,가브리엘 무치노,스테파노 아코르시|비토리아 푸치니|발레리아 브루니 테데스키|피에르프란체스코 파비노,
3081,파라노말 다이어리 : 클롭힐,20151001,미국|영국,(주)이놀미디어,청소년관람불가,공포(호러)|다큐멘터리,마이클 바틀렛|케빈 게이츠,마이클 바틀렛|케빈 게이츠,
3082,한여름의 판타지아,20147803,한국|일본,㈜인디스토리,전체관람가,드라마,장건재,김새벽|이와세 료|임형국,
3083,남편 몰래 외도하기,20150834,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,카와카미 유우,
3084,노천온천탕의 세자매 2-욕구불만,20150835,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,호조 마키,
3085,애인,20150604,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이숭환,문주연|최준열,숙경|바이어
3086,주부의 일탈-남편 부하,20150832,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),모치나가 히로시,카자마 유미,
3087,화려한 오후: 그녀의 새파트너,20150833,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),모치나가 히로시,카와카미 유우,
3088,경성학교: 사라진 소녀들,20141224,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,미스터리|드라마,이해영,박보영|엄지원|박소담|공예지|주보비|박성연|심희섭|고원희|박주희|이혜리|박지선|조원철|최영근|최지명|신수연|김경애|김대성|김대호|오현정|김동현|이다희|황석영|이연정|이예은|이은경|윤정미|서미지,차주란|교장|연덕|유카|주란 모|1기 소녀|차주란대역|일본군|사가와 시즈에|교장대역|1기 소녀|교장대역|일본군|일본군|1기 소녀|운전기사|1기 소녀|일본군|수중촬영 대역|센다 코이로|가나이 히로코|1기 소녀|1기소녀
3089,극비수사,20148855,한국,(주)쇼박스,15세이상관람가,드라마|범죄,곽경택,김윤석|유해진|송영창|장영남|정호빈|이준혁|이종일|장성훈|정규용|정기용|백승호|이효제|최원|송승현|신유경|양중경|유주영|홍명기|이석현|이소영|이승준|이윤희|이인규|주영호|박효주|이재용|남문철,공길용|김중산|은주 아버지|은주 고모|서정학|매석환|서울형사10|KBS 콧수염남|철학자|최면사|중부형사 자녀들|성한|중부형사4|후배형사 자녀들|애기무당|의원 비서|레코드방 주인|철가방|인기가수|담임선생님|동네 아이들|수사과장|서울형사7|서울형사2|공길용 아내 |백도사|경찰국장
3090,극장판 푸른 강철의 아르페지오 - 아르스 노바 - DC,20150863,일본,(주)머스트씨무비릴리징컴퍼니,12세이상관람가,애니메이션|SF|어드벤처,키시 세이지,김윤석|유해진|송영창|장영남|정호빈|이준혁|이종일|장성훈|정규용|정기용|백승호|이효제|최원|송승현|신유경|양중경|유주영|홍명기|이석현|이소영|이승준|이윤희|이인규|주영호|박효주|이재용|남문철,공길용|김중산|은주 아버지|은주 고모|서정학|매석환|서울형사10|KBS 콧수염남|철학자|최면사|중부형사 자녀들|성한|중부형사4|후배형사 자녀들|애기무당|의원 비서|레코드방 주인|철가방|인기가수|담임선생님|동네 아이들|수사과장|서울형사7|서울형사2|공길용 아내 |백도사|경찰국장
3091,도쿄 트라이브,20158881,일본,어뮤즈,청소년관람불가,액션,소노 시온,스즈키 료헤이|소메타니 쇼타,
3092,리스트,20150761,미국|영국,(주)이놀미디어,15세이상관람가,스릴러,클라우스 휴트먼,시에나 길로리|클라이브 러셀,앨리슨 코윈 역|피터
3093,미스 줄리,20159624,노르웨이|영국|캐나다|미국|프랑스|아일랜드,그린나래미디어(주),15세이상관람가,드라마,리브 울만,제시카 차스테인|콜린 파렐,
3094,베스트 오브 미,20150563,미국,메가박스(주)플러스엠,15세이상관람가,드라마|멜로/로맨스,마이클 호프만,미셸 모나한|제임스 마스던|라이아나 리버라토|루크 브레이시,
3095,성난 화가,20139801,한국|에스토니아,(주)트리필름,청소년관람불가,액션,전규환,유준상|문종원|이주영|박효진|권민철|이은호|황석하,제복경찰2|마리아기|제복경찰1|아이들1|KCIS 남
3096,스튜어디스의 사생활,20151281,일본,조이앤키노,청소년관람불가,멜로/로맨스,안도 히로시,타카오카 아이,
3097,심야식당,20156970,일본,(주)영화사 진진,12세이상관람가,드라마,마츠오카 조지,코바야시 카오루|오다기리 죠|타카오카 사키,
3098,작전명: 베른하르트,20151361,미국,스크린조이,12세이상관람가,전쟁|액션,장 리베르떼,프레스턴 제임스 힐리어|러셀 월리,
3099,좀비 2 : 인도,20151301,영국,(주)티에스앤컴퍼니,청소년관람불가,공포(호러),하워드 J. 포드|조나단 포드,조셉 밀슨,
3100,하드 로맨티커,20151143,일본,스크린조이,청소년관람불가,드라마,구수연,마츠다 쇼타|나가야마 켄토,
3101,아웃사이더,20151601,미국,(주)미디어데이,15세이상관람가,액션|범죄,브라이언 A 밀러,크레이그 페어브라스|제이슨 패트릭|제임스 칸,
3102,포제션 : 중독된 사랑,20088379,미국,(주)미디어데이,15세이상관람가,미스터리|멜로/로맨스|스릴러,조엘 버그발|시몬 샌드퀴스트,사라 미셀 겔러|리 페이스,
3103,광란의 섹스파티 무삭제판,20151581,일본,(유)조이앤컨텐츠그룹,청소년관람불가,성인물(에로),키타자와 유키오,코무로 유리|사사키 유메카,
3104,소수의견,20136057,한국,(주)시네마서비스,15세이상관람가,드라마,김성제,윤계상|유해진|김옥빈|이경영|장광|권해효|손아람|박주형|이은미|이은우|김의성|조복래|김종수|박충선,박재호|김희택 부|참여재판판사|법무부 직원|도림사장(박명진)|배심원|수사관|검사|조구환|검사장
3105,알바레즈 형제: 마약왕을 제거하라,20151701,미국|멕시코,(주)소나무픽쳐스,청소년관람불가,서부극(웨스턴)|코미디|액션,맷 피드몬트,윌 페렐|가엘 가르시아 베르날|디에고 루나|제네시스 로드리게스,아르만도|온자|라울|소니아
3106,어우동: 주인 없는 꽃 무삭제판,20151561,한국,(주)드림팩트엔터테인먼트,청소년관람불가,멜로/로맨스,이수성,백도빈|송은채|여욱환|남경읍,
3107,에로 재팬 축제 - 밀리언 드림,20150836,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),아키 히데토,사쿠라 나나미,
3108,연평해전,20134798,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가|12세이상관람가,드라마,김학순,김무열|진구|김율호|이현우|이완|이청아|천민희|이한종|박찬희|박혜준|최순조|최승준|최종환|송재호|유형균|박정학|이철민|김강일,357 경비병|박경수하사|북한국공작원3|월드컵응원녀2|북한사령관1|레토나 운전간부|북한고위간부|윤두호|곽하사|이대준|232편대장|북한8전대사령관
3109,옆집 신혼녀의 유혹,20150837,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),쿠라타 다이묘,모리 나나코,
3110,쾌락지구X,20151882,홍콩,씨네그루(주)다우기술,청소년관람불가,드라마,구작문,하호문|원가민|하패유,
3111,굿 메리지,20151841,미국,주식회사 루믹스미디어,청소년관람불가,스릴러,피터 아스킨,크리스틴 코놀리|조안 알렌|스티븐 랭,페트라|달시|홀트
3112,나의 절친 악당들,20142856,한국,이십세기폭스코리아(주),청소년관람불가,범죄|액션|드라마,임상수,류승범|고준희|류현경|샘 오취리|김응수|정원중|양익준|김주혁|이정배|임상수|정인호|최보람|안상완|윤여정|이래규|한효준|홍성훈|이상미|홍의정|이상화|김태영|김형규,도어맨1|부회장|도청직원|간호사|경찰1|특별출연|파출소 소장|구급대원3|여정 운전기사|주차요원|접촉사고 운전기사|추돌트럭 운전기사|상호차 운전기사|창준
3113,네이든,20159901,영국,(주)블룸즈베리리소시스리미티드,12세이상관람가,드라마,모건 매튜스,아사 버터필드|샐리 호킨스|라프 스팰,
3114,데모닉,20159223,미국|영국,(주)와우픽쳐스,15세이상관람가,공포(호러)|스릴러,윌 캐논,마리아 벨로|프랭크 그릴로|코디 혼,
3115,런던잡,20158021,영국,스크린조이,15세이상관람가,액션|범죄,사샤 베넷,루크 트레더웨이|제임스 코스모,
3116,메이드 인 차이나,20147929,한국,(주)김기덕 필름,청소년관람불가,드라마,김동후,박기웅|한채아|유재명|임화영|전요한|황보민경|장인섭,장사장|길림성|건달4|아가씨2|건달3
3117,밤을 걷는 뱀파이어 소녀,20159064,미국,찬란,15세이상관람가,공포(호러)|멜로/로맨스|스릴러,애나 릴리 아미푸르,셰일라 밴드|아라쉬 마란디,
3118,섹스의 맛 무삭제판,20151584,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,쿠라모토 카즈토,우에노 마이코|마오 하지메,
3119,어떤 가족,20148010,한국,골든타이드픽처스(주),12세이상관람가,드라마,김형범,최원영|류혜연|강산|임희대|장수미|박현철|송정우|한수련,입양부부1|미소|입양부부3|부동산 사장|집보러온 부부2
3120,욕정이 활활,20100662,한국,이상우 필름,청소년관람불가,드라마,이상우|김헌|황희경,이상우|정태원|한종훈|정명국|이광수|김헌,아버지|할아버지|광수|다방남
3121,일급 살인,20151641,노르웨이,(주)투윈글로벌,청소년관람불가,범죄,스테판 펄드버킨,트론드 에스펜 자임|비욘 플로버그,
3122,정글번치: 너구리 해적단과 보물지도,20159221,프랑스,(주)팝엔터테인먼트,전체관람가,애니메이션,에즈라 와이즈,트론드 에스펜 자임|비욘 플로버그,
3123,트리하우스,20151583,미국|영국,(주)이놀미디어,15세이상관람가,공포(호러)|미스터리|스릴러,마이클 바틀렛,다나 멜라니|J. 마이클 트라우트맨,
3124,하우스 오브 다크,20150250,스페인|멕시코,(유)영화사 화수분,15세이상관람가,공포(호러),헨리 벳웰,주리아 베가|애드리에나 루비어,
3125,19곰 테드 2,20156749,미국,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디,세스 맥팔레인,마크 월버그|세스 맥팔레인|아만다 사이프리드|모건 프리먼|리암 니슨,
3126,백합의 유혹-섹스리스의 해결,20152091,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),키토루네 가와구치,유키 미사|쇼우다 치사토,
3127,아내가 사랑한 여름 - 정사,20152092,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),이마오카 신지,미야지 마오|카네코 노보루,
3128,아이다,20151885,프랑스,에스디시코리아 주식회사,전체관람가,공연,올리비에 피,미야지 마오|카네코 노보루,
3129,오늘은 너랑 - 초보간호사,20152093,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카타오카 슈지,카오루 사쿠라코|나츠메 쿄코,
3130,O양 비디오의 정사,20152095,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카타오카 슈지,나다 쥰|야마구치 마리,
3131,동경 표류일기,20150421,싱가포르,(주)영화사 진진,청소년관람불가,애니메이션,에릭 쿠,나다 쥰|야마구치 마리,
3132,디렉터스 컷,20148634,한국,야간비행,12세이상관람가,드라마,박준범,박정표|한송희|김하영|장기훈|강동석|김미승|김종진|박근태|손기현|장원경|조병석|최원욱,해강|지민|주한|수인|영찬|여원|기후|김현수 대리|모더레이터|지언|주한 아버지|시네마테크 직원
3133,라자루스,20159001,미국,(유)조이앤시네마,15세이상관람가,공포(호러),데이빗 겔브,올리비아 와일드|에반 피터스|마크 듀플라스,
3134,리틀드래곤 코코넛,20150255,독일,(주)영화사 빅,전체관람가,애니메이션,허버트 베일란드|니나 웰스,올리비아 와일드|에반 피터스|마크 듀플라스,
3135,마돈나,20159161,한국,(주)리틀빅픽쳐스,청소년관람불가,드라마,신수원,서영희|권소현|김영민|변요한|박지영|조정문|최성대|최윤|탁도연|오성택|윤보라|김세미|이상희|이선영|박남혁|유순철|노수산나|최희진|박현영,해림|어린최선생|철오담당의|보안직원|VIP병동 간호사|라디오 목소리|체육선생|VIP병동 간호조무사|쇼핑몰점원|아람|약사|종대무리들|철오|최선생|바 주인|준희
3136,모든 비밀스러운 것들,20150962,미국,와이드 릴리즈(주),15세이상관람가,스릴러,에이미 버그,다코타 패닝|엘리자베스 뱅크스|다이안 레인|다니엘 맥도날드,
3137,미궁: 비밀애 무삭제 특별판,20151801,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,조조 히데오,김민기,
3138,불륜 고백 무삭제판,20152021,일본,조이앤키노,청소년관람불가,멜로/로맨스,조조 히데오,마츠우라 히로미|요시오카 무츠오,
3139,숏텀 12,20141776,미국,(주)씨타마운틴픽쳐스,15세이상관람가,드라마,데스틴 크리튼,브리 라슨|존 갤러거 주니어,
3140,"알로, 슈티",20150661,프랑스,(주)프레인글로벌|(주)콘텐츠판다,12세이상관람가,코미디,대니 분,카드 메라드|대니 분|조 펠릭스|안네 마리빈,
3141,점쟁이 문어 파울의 일생,20121081,미국|스위스,오드,전체관람가,다큐멘터리,알렉산드르 O. 필립,카드 메라드|대니 분|조 펠릭스|안네 마리빈,
3142,정사 4,20152101,멕시코,(주)케이알씨지,청소년관람불가,멜로/로맨스|스릴러,알폰소 피네다 우조아,바바라 모리|레오나르도 스바라글리아|토니 댈튼,
3143,터미네이터 제니시스,20141384,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가|15세이상관람가,액션|어드벤처|SF|스릴러,앨런 테일러,아놀드 슈왈제네거|제이슨 클락|에밀리아 클라크|제이 코트니|J.K. 시몬스|다요 오케니이|맷 스미스|코트니 B. 반스|이병헌|아론 V. 윌리엄슨,
3144,피그,20151781,미국,(주)이놀미디어,15세이상관람가,드라마|미스터리|SF,핸리 배리얼,루돌프 마틴|패트릭 파비언,
3145,학교괴담 : 저주의 언령,20151381,일본,(주)박수엔터테인먼트,15세이상관람가,미스터리|공포(호러),오치아이 마사유키,코니시 아야노|야마베 미유|아라이 히토미,
3146,한밤의 아이들,20149829,영국|캐나다,(주)나이너스엔터테인먼트,15세이상관람가,드라마,디파 메타,사탸 바바|샤하나 고스와미|라자 카푸르,
3147,호비와 엄마나무섬의 비밀,20150963,일본,(주)머스트씨무비릴리징컴퍼니,전체관람가,애니메이션,히라바야시 이사무,사탸 바바|샤하나 고스와미|라자 카푸르,
3148,흔들리는 떡국버스 무삭제판,20152103,일본,(유)조이앤컨텐츠그룹,청소년관람불가,멜로/로맨스,키타자와 유키오,미즈하라 카나에,
3149,섹시한 마담의 은밀한 과거,20152421,일본,(주)콘텐츠랩자박,청소년관람불가,멜로/로맨스,키타자와 유키오,니시노 쇼,마키
3150,남편만 몰라요,20152041,한국,더그레이트 컴퍼니,청소년관람불가,멜로/로맨스|코미디,고광현,최선미|황호상|문주연,막동네
3151,프롬 더 다크,20152481,아일랜드|영국,오퍼스픽쳐스,청소년관람불가,공포(호러),코너 맥마혼,니암 앨가,사라
3152,꽃은 밤에 피고-유리아,20152096,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),조조 히데오,후지이 셰리|사카키바라 준,
3153,뱅크레이디,20152583,독일,(주)에이원엔터테인먼트,청소년관람불가,액션|범죄,크리스티앙 알바트,나데스흐다 브레니케|찰리 허브너,
3154,에로틱 컴필레이션,20152522,프랑스,S&S,청소년관람불가,멜로/로맨스,멜라니 로랑|토니 마샬|롤라 드와이옹|레티샤 마송,헬레네 필리에레스|마크 루크만,
3155,여자는 이걸로 만족하지 않아,20152097,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),우에노 타카히로,야베 미호|오가와 나나,
