,movieNm,movie_code,nations,distribution,rate,genre,director,actor,cast
5911,나는 부정한다,20164829,영국|미국,(주)티캐스트,12세이상관람가,드라마,믹 잭슨,레이첼 와이즈|톰 윌킨슨|티모시 스폴|앤드류 스캇|마크 거티스|해리엇 월터|알렉스 제닝스|맥시밀리언 비포트|토드 보이스,
5912,"서서평, 천천히 평온하게",20173301,한국,커넥트픽쳐스(주),전체관람가,다큐멘터리,홍주연|홍현정,하정우|윤안나|안은새,내레이션 
5913,워킹데드: 핫 바디,20175361,미국,(주)케이알씨지,15세이상관람가,공포(호러)|코미디|멜로/로맨스,자렛 타놀,리스 톰슨,
5914,임금님의 사건수첩,20161726,한국,씨제이이앤엠(주),12세이상관람가,코미디|어드벤처|액션,문현성,이선균|안재홍|김희원|주진모|장영남|경수진|정해인|조영진|박용균|박정민|박진욱|박형수|서병철|심상용|안용우|조제웅|유하나|윤기현|이상원|이승일|이승훈|이영호|이웅희|이재현|이재환|이정민|이주원,예종|윤이서|남건희|직제학|수빈|선화|흑운|우의정|남건희 무술대역|의경세자|가락국 어부3|사관1|회상내관|남건희 무술대역|괴한2|예종 무술대역|선화 무술대역|흑운 무술대역|수문장|남건희수하3|애꾸어부|대신5|가락국 어부6|내금위장|사관4|포도대장|이서 무술대역
5915,작은 엄마: 삼촌의 아내를 탐하다,20175421,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,이선균|안재홍|김희원|주진모|장영남|경수진|정해인|조영진|박용균|박정민|박진욱|박형수|서병철|심상용|안용우|조제웅|유하나|윤기현|이상원|이승일|이승훈|이영호|이웅희|이재현|이재환|이정민|이주원,예종|윤이서|남건희|직제학|수빈|선화|흑운|우의정|남건희 무술대역|의경세자|가락국 어부3|사관1|회상내관|남건희 무술대역|괴한2|예종 무술대역|선화 무술대역|흑운 무술대역|수문장|남건희수하3|애꾸어부|대신5|가락국 어부6|내금위장|사관4|포도대장|이서 무술대역
5916,젊은 아내,20175422,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,나루세 코코미,이선균|안재홍|김희원|주진모|장영남|경수진|정해인|조영진|박용균|박정민|박진욱|박형수|서병철|심상용|안용우|조제웅|유하나|윤기현|이상원|이승일|이승훈|이영호|이웅희|이재현|이재환|이정민|이주원,예종|윤이서|남건희|직제학|수빈|선화|흑운|우의정|남건희 무술대역|의경세자|가락국 어부3|사관1|회상내관|남건희 무술대역|괴한2|예종 무술대역|선화 무술대역|흑운 무술대역|수문장|남건희수하3|애꾸어부|대신5|가락국 어부6|내금위장|사관4|포도대장|이서 무술대역
5917,특별시민,20162871,한국,(주)쇼박스,15세이상관람가,드라마,박인제,최민식|곽도원|심은경|문소리|라미란|류혜영|이기홍|진선규|권용덕|이주연|이준범|박지연|정병욱|정병진|신동필|정성호|신중혁|정연서|이상구|이상준|이수경|이영민|이윤희|이재현|홍윤기,꽃게탕집 주인|매력녀 |보안요원3|변캠프 교육1|시위대 계란투척남|YTN 앵커2|마이병 대역|포항전문가3|일진 고딩|룸싸롱2|임목사|변캠프 미디어5|변아름|청춘토크 FD|허만길|경호원1|과거 연변 훈련생들
5918,극장판 또봇: 로봇군단의 습격,20174165,한국,씨제이이앤엠(주),전체관람가,애니메이션,이달|고동우,하룡이|신경선|이현|박연미|이혜림|이호승|임은경|박지연|박지훈|신준하|정재준|안효민|원지수|윤민영|이경진|최빛나라|최은지,전철안 할머니|사람들|응용회 부하B|사람들|사람들|노교수/디룩|사람들|사람들|국관장|사람들|수호|엄마들|사람들|아내
5919,극장판 쿠로코의 농구 라스트 게임,20175142,일본,(주)박수엔터테인먼트,12세이상관람가,애니메이션,타다 슌스케,오노 켄쇼,쿠로코 테츠야
5920,농염한 불륜녀,20173704,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),세키네 카즈미,하타노 유이,
5921,다이노 어드벤처: 먹이사슬의 제왕,20173929,영국,(주)박수엔터테인먼트,전체관람가,애니메이션,나이젤 패터슨,하타노 유이,
5922,런던 프라이드,20173881,영국,(주)영화사 진진,15세이상관람가,코미디|드라마,매튜 워처스,빌 나이|이멜다 스턴톤|도미닉 웨스트|패디 콘시딘|앤드류 스캇|조지 맥케이|조셉 길건,클리프 역|헤피나 역|조나단 역|다이 역|게딘 역|조 역
5923,북 오브 파이어,20175261,미국,(주)컴퍼니엘,청소년관람불가,액션|공포(호러),매튜 워처스,빌 나이|이멜다 스턴톤|도미닉 웨스트|패디 콘시딘|앤드류 스캇|조지 맥케이|조셉 길건,클리프 역|헤피나 역|조나단 역|다이 역|게딘 역|조 역
5924,아내의 동영상,20175942,한국,제이프러스미디어,청소년관람불가,멜로/로맨스,강명진,박주빈,
5925,에로 코스프레 파티,20173682,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),야마시타 타츠로,박주빈,
5926,정력가 스님의 호색한 생활,20173681,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),세키네 카즈미,박주빈,
5927,친구 엄마를 촬영하다,20173701,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),소리마치 루이,박주빈,
5928,킹 아더 전설의 서막,20175202,영국,주식회사 풍경소리,12세이상관람가,판타지,마르코 반 벨,박주빈,
5929,허니문 호텔 살인사건,20170488,중국,(유)조이앤시네마,15세이상관람가,스릴러|미스터리|범죄,천병철,김영민|장정초|하윤동|임달화,
5930,더 와처스: 라스트 히어로,20175941,러시아,(주)퍼스트런,15세이상관람가,범죄|액션,아르툠 악세넨코,알렉산드라 보르티취|일리야 말라닌,
5931,맛있는 섹스 그리고 그 여자,20175521,한국,(주)케이알씨지,청소년관람불가,멜로/로맨스,이전,알렉산드라 보르티취|일리야 말라닌,
5932,스머프: 비밀의 숲,20161665,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,전체관람가|전체관람가,애니메이션|가족,캘리 애스버리,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,
5933,ＡＶ여배우의 자취방,20175278,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,후지모리 에이지,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,
5934,남자 배우집에 ＡV여배우,20175287,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,후지모리 타츠야,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,
5935,누나들의 진한 유혹,20175401,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,다케다 히데오,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,
5936,셀카 부부생활,20175277,일본,(주)도키엔터테인먼트,청소년관람불가,멜로/로맨스,다케다 히데오,데미 로바토|레인 윌슨|조 맨가니엘로|잭 맥브레이어|맨디 파틴킨,
5937,탐하다: 욕망의 섬,20175242,한국,(주)씨타마운틴픽쳐스,청소년관람불가,스릴러|공포(호러),김진성,한재범|김화연|박초현|이민식|이승호|황인보,동은|낚시꾼2
5938,무협양축 검접,20088646,홍콩|중국,(주)케이알씨지,12세이상관람가,액션|멜로/로맨스,마초성,채탁연|오존,
5939,썸 - 은밀한 이야기,20175101,한국,THE 픽쳐스,청소년관람불가,코미디|드라마|성인물(에로),송정규,안소희|민우,
5940,아내를 바꾸다,20174581,한국,(주)영화사 사계절,청소년관람불가,멜로/로맨스|드라마,김무원,백세리,
5941,가디언즈 오브 갤럭시 VOL. 2,20163603,미국,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가|12세이상관람가,액션|SF,제임스 건,크리스 프랫|조 샐다나|데이브 바티스타|빈 디젤|브래들리 쿠퍼,
5942,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,20174261,캐나다|미국,(주)팝엔터테인먼트,전체관람가,애니메이션|가족|코미디,제이슨 티에슨,타라 스트롱|애슐리 볼|안드리아 리브먼,트와일라잇 스파클 목소리 역|애플잭 / 레인보우 대시 목소리 역|핑키파이 / 플러터샤이 목소리 역
5943,보스 베이비,20174061,미국,씨제이이앤엠(주),전체관람가|전체관람가,애니메이션|코미디|가족,톰 맥그라스,알렉 볼드윈|리사 쿠드로|스티브 부세미|토비 맥과이어|지미 키멜,
5944,보안관,20162722,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,범죄|코미디,김형주,이성민|조진웅|김성균|김종수|조우진|임현성|배정남|염진환|박윤호|박지훈|신지훈|이규섭|이동현|최형욱|이윤희|이정은,대호|종진|덕만|용환|선철|강곤|춘모|조직원 1|징계위원회 목소리|일본도 사내|학생2|백발 상인|학생3|모텔 볼륜남|박청장|용환처
5945,슈퍼 빼꼼: 스파이 대작전,20173061,한국,메가박스(주)플러스엠,전체관람가,애니메이션|코미디,임아론,김태균|최정현|최낙윤|남도형|윤용식|김성연|박상호|장현주,"화이트, 국방부장관 등|펭귄들2"
5946,언노운 걸,20163185,벨기에|프랑스,오드,12세이상관람가,드라마,장 피에르 다르덴|뤽 다르덴,아델 에넬|올리비에 구르메,
5947,오즈의 마법사 2,20174501,멕시코,㈜코리아스크린,전체관람가,애니메이션|판타지|어드벤처,알버토 마르,아델 에넬|올리비에 구르메,
5948,리얼 av배우 면접,20175276,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),모리 신이치,아델 에넬|올리비에 구르메,
5949,미인 간호사의 성감대,20175275,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다케다 히데오,아델 에넬|올리비에 구르메,
5950,소림사 무림쟁패,20165766,중국,(주)케이알씨지,12세이상관람가,액션,해도,한삭|유관성,
5951,신입거유녀의 세발 명중,20175286,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),카토 요시카즈,한삭|유관성,
5952,아내의 어린 애인,20174321,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,오데라 슌고,한삭|유관성,
5953,야외란교-명장면,20175274,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),타케호라 테츠야,한삭|유관성,
5954,언노운 콜,20173862,미국,(주)케이알씨지,15세이상관람가,범죄|스릴러|액션,아마리아 올슨,데이빗 치섬,
5955,여친엄마: 나의 섹스 선생님,20174322,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,오데라 슌고,데이빗 치섬,
5956,오빠에게만 보여주려고,20175273,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),요시유키 유미,데이빗 치섬,
5957,음양팔괘장: 6인의 고수,20170362,중국,(주)소나무픽쳐스,15세이상관람가,액션|드라마,곽회중,데이빗 치섬,
5958,착한 장모: 사위를 사랑하다,20175622,한국,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,이진,데이빗 치섬,
5959,추격자: 침묵의 살인,20173927,독일,(유)조이앤시네마,청소년관람불가,공포(호러)|스릴러,마르코 J. 리들|카르스텐 파우트,데이빗 치섬,
5960,해주는 미인 간호사,20175285,일본,(주)도키엔터테인먼트,청소년관람불가,성인물(에로),다케다 히데오,데이빗 치섬,
5961,헤븐허스트,20175621,미국,(주)투윈글로벌,청소년관람불가,공포(호러)|미스터리|스릴러,앤드류 C. 어린,데이빗 치섬,
5962,부부교환섹스 2017,20176164,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,오우카 하야토,데이빗 치섬,
5963,분노의 전차군단,20175782,미국,(주)케이알씨지,15세이상관람가,액션|전쟁,조셉 J. 로손,데이빗 치섬,
5964,여자교환섹스 무삭제판,20175924,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,크리센진,데이빗 치섬,
5965,젊은 과부의 욕정 무삭제판,20175944,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,카에데,데이빗 치섬,
5966,착한 자매: 남편 교환의 날 (무삭제),20175861,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,기타노 헤지메,데이빗 치섬,
5967,친구엄마: 서로의 엄마를 탐하다 (무삭제),20175842,일본,(주)소나무픽쳐스,청소년관람불가,멜로/로맨스,사카모토 후토시,데이빗 치섬,
5968,파라툰 스쿼드: 특수낙하부대,20175188,영국,(주)소나무픽쳐스,15세이상관람가,액션|전쟁,이안 버논,데이빗 치섬,
5969,형수님과의 하룻밤 무삭제판,20175945,일본,(주)영진크리에이티브,청소년관람불가,멜로/로맨스|드라마,나카노 료,데이빗 치섬,
5970,목소리의 형태,20170321,일본,(주)디스테이션,전체관람가,애니메이션|멜로/로맨스,야마다 나오코,이리노 미유|하야미 사오리|유키 아오이|오노 켄쇼|카네코 유키|이시카와 유이|토요나가 토시유키,
5971,석조저택 살인사건,20156708,한국,씨네그루(주)키다리이엔티,15세이상관람가,스릴러,김휘|정식,고수|김주혁|문성근|박성웅|임화영|임태훈|전민|신영진|신영진|정우식|정유빈|조원진|조유찬|조한별|이대영|이유진|이유진|이자은|이정섭|이주연|이주연|이주현|홍의정|황재욱,남도진 액션대역|천희 빅밴드|세화회 직원|군인|이태호 조사관|천희 무희|천희 빅밴드|천희 빅밴드|마르트니끄 댄서|정하연 피아노대역|나무녀|천희 무희|부산클럽 직원|법정 경찰|공순이|찻집 앞 무리|전차 카드남|이석진 액션대역|법정 변호사보조
